#t[s:double],w.x[rad/s:double],w.y[rad/s:double],w.z[rad/s:double],a.x[m/s^2:double],a.y[m/s^2:double],a.z[m/s^2:double]
129886.425943792,4.319620656e-02,-6.753741903e-01,-7.211376842e-01,6.162076523e-01,5.162347692e+00,7.921365830e+00
129886.435949792,4.570197483e-02,-7.045690938e-01,-7.177868949e-01,5.536591339e-01,5.281159949e+00,7.900416566e+00
129886.445955792,3.104739830e-02,-7.122999841e-01,-7.102666606e-01,4.869207626e-01,5.341463904e+00,7.846696666e+00
129886.455962792,1.713318056e-02,-6.972981314e-01,-7.071331853e-01,6.208464180e-01,5.289988568e+00,7.854627459e+00
129886.465970250,3.139866925e-03,-6.747062695e-01,-7.019046011e-01,4.571428795e-01,5.343409193e+00,7.806893063e+00
129886.475976250,-9.951700361e-03,-6.358281124e-01,-6.903579336e-01,3.610755379e-01,5.301809939e+00,7.769483662e+00
129886.485982250,-1.057727690e-02,-5.936580218e-01,-7.033815903e-01,4.707599014e-01,5.313332034e+00,7.950395525e+00
129886.495988250,9.768208562e-03,-5.458782486e-01,-7.313889902e-01,5.922656357e-01,5.481674339e+00,8.069955971e+00
129886.505995250,3.966751812e-02,-5.034130798e-01,-7.636441320e-01,6.491279251e-01,5.593303991e+00,8.120234206e+00
129886.516001250,6.859157809e-02,-4.598176654e-01,-7.830985238e-01,6.163572899e-01,5.708973859e+00,8.159738533e+00
129886.526007250,8.716073510e-02,-4.249472993e-01,-7.875603839e-01,5.651812294e-01,5.732466962e+00,8.092102336e+00
129886.536013250,7.428488387e-02,-4.077613882e-01,-7.833717641e-01,5.292682045e-01,5.747580360e+00,8.015038970e+00
129886.546020250,3.530126551e-02,-4.147106407e-01,-7.747716180e-01,5.050269127e-01,5.824045176e+00,7.971644065e+00
129886.556026250,-1.935052848e-02,-4.348334859e-01,-7.618238614e-01,5.446808777e-01,5.965602349e+00,7.975085730e+00
129886.566032250,-7.395997821e-02,-4.647525029e-01,-7.594970576e-01,5.187935722e-01,6.068253745e+00,7.967454212e+00
129886.576038250,-1.161497762e-01,-4.870431612e-01,-7.806958199e-01,6.950666695e-01,6.160280872e+00,8.034042946e+00
129886.586044250,-1.297587957e-01,-5.111399754e-01,-8.019049685e-01,7.945756760e-01,6.307075361e+00,8.200739236e+00
129886.596051250,-1.202081674e-01,-5.251881501e-01,-8.210477704e-01,8.262988480e-01,6.341342372e+00,8.453327512e+00
129886.606057250,-9.289025987e-02,-5.151317875e-01,-8.285887773e-01,8.641571617e-01,6.222230840e+00,8.588599905e+00
129886.616063250,-5.424619456e-02,-4.701970694e-01,-8.192434787e-01,8.508394150e-01,6.051195058e+00,8.646808933e+00
129886.626069250,2.334234064e-02,-3.997833565e-01,-7.929823135e-01,8.641571617e-01,5.865195517e+00,9.008483022e+00
129886.636075250,7.238045737e-02,-3.319100330e-01,-7.698897774e-01,8.364742050e-01,5.758653543e+00,9.111284055e+00
129886.646082250,9.181540806e-02,-2.753189251e-01,-7.637930027e-01,7.861959702e-01,5.873724860e+00,8.853757739e+00
129886.656088250,1.052015210e-01,-2.655520481e-01,-7.958675823e-01,7.932289375e-01,6.042216802e+00,8.654739726e+00
129886.666094250,7.986447267e-02,-2.713010139e-01,-7.990218303e-01,6.865373260e-01,6.352265917e+00,8.395717034e+00
129886.676100250,2.694266812e-02,-2.741780269e-01,-8.085748554e-01,4.830301849e-01,6.560711099e+00,7.936179953e+00
129886.686106250,-4.266011224e-02,-2.989451587e-01,-8.222717592e-01,4.979939453e-01,6.736834559e+00,7.697507975e+00
129886.696113250,-1.099304961e-01,-3.300966866e-01,-8.177955181e-01,4.387374542e-01,6.831854437e+00,7.533654799e+00
129886.706119250,-1.545586844e-01,-3.814312471e-01,-7.897529644e-01,4.137479744e-01,6.776189249e+00,7.522431979e+00
129886.716125250,-1.729097285e-01,-4.150720317e-01,-7.543499661e-01,4.082113831e-01,6.756137810e+00,7.570016737e+00
129886.726131250,-1.586455714e-01,-4.342180294e-01,-7.179773109e-01,4.451718712e-01,6.793846486e+00,7.661445312e+00
129886.736138250,-1.468560236e-01,-4.317894928e-01,-6.934533257e-01,6.238391701e-01,6.821679080e+00,7.658153285e+00
129886.746144250,-1.468128804e-01,-4.339450554e-01,-6.913078831e-01,9.017162003e-01,6.817788503e+00,7.430704128e+00
129886.756150250,-1.466826518e-01,-4.546000002e-01,-7.082756814e-01,1.085171902e+00,6.834248639e+00,7.133972759e+00
129886.766156250,-1.317971792e-01,-4.761918450e-01,-7.337861015e-01,1.157446865e+00,6.928370692e+00,6.997353627e+00
129886.776162250,-1.013945322e-01,-4.661511951e-01,-7.530679204e-01,1.228075814e+00,6.885723975e+00,6.902034473e+00
129886.786169250,-7.314212144e-02,-4.430621211e-01,-7.553411947e-01,1.210568214e+00,6.723217537e+00,6.866570361e+00
129886.796175250,-7.787802081e-02,-4.008693936e-01,-7.523547259e-01,1.204732348e+00,6.533925968e+00,6.740276224e+00
129886.806181250,-1.164808071e-01,-3.634847372e-01,-7.599916066e-01,1.225681612e+00,6.417358275e+00,6.511181052e+00
129886.816187250,-1.569861557e-01,-3.347236627e-01,-7.537094759e-01,1.751358514e+00,6.492476352e+00,6.528389377e+00
129886.826193250,-2.015890440e-01,-3.255778348e-01,-7.622632830e-01,1.054795469e+00,6.413168422e+00,6.373514457e+00
129886.836200250,-2.124640623e-01,-3.095290935e-01,-7.751447269e-01,1.561019482e+00,5.997624796e+00,6.583156740e+00
129886.846206250,-2.145543774e-01,-3.018999359e-01,-7.591753477e-01,1.581819109e+00,6.015730946e+00,6.933009457e+00
129886.856212250,-1.802680426e-01,-3.241122973e-01,-7.377408957e-01,1.424699625e+00,6.104466045e+00,7.020846731e+00
129886.866218250,-1.437411904e-01,-3.473100283e-01,-7.013626478e-01,1.343147131e+00,5.978471183e+00,7.082497424e+00
129886.876224250,-1.124189538e-01,-3.727046009e-01,-6.574993194e-01,1.166125846e+00,5.851578495e+00,7.001543480e+00
129886.886231250,-1.073986289e-01,-4.125343055e-01,-6.188789562e-01,1.014094041e+00,5.966949088e+00,6.871807677e+00
129886.896237250,-1.309439024e-01,-4.581883434e-01,-5.908803447e-01,9.186252495e-01,6.191106218e+00,6.753893246e+00
129886.906243250,-1.703818560e-01,-5.029693972e-01,-5.650095990e-01,7.971195152e-01,6.354360844e+00,6.681169370e+00
129886.916249250,-2.003658541e-01,-5.476710887e-01,-5.476830729e-01,8.162731285e-01,6.483797371e+00,6.785017867e+00
129886.926256250,-2.167440285e-01,-5.770095365e-01,-5.240424582e-01,9.172785110e-01,6.554276682e+00,6.997353627e+00
129886.936262250,-2.205859047e-01,-5.964628630e-01,-5.047302793e-01,9.410708900e-01,6.452672749e+00,7.238419807e+00
129886.946268250,-2.119673827e-01,-6.006219217e-01,-4.908416279e-01,9.430161789e-01,6.292410876e+00,7.412448340e+00
129886.956274250,-1.887126601e-01,-5.872387383e-01,-4.706508721e-01,8.732850555e-01,6.168810215e+00,7.586776148e+00
129886.966280250,-1.454828977e-01,-5.693116694e-01,-4.590346960e-01,7.929296623e-01,6.030545069e+00,7.721898904e+00
129886.976287250,-9.195335980e-02,-5.350543630e-01,-4.571145569e-01,7.701847466e-01,5.976675532e+00,7.748085485e+00
129886.986293250,-5.024612660e-02,-4.999720094e-01,-4.786680522e-01,6.911760918e-01,6.108805536e+00,7.574655502e+00
129886.996299250,-2.655624344e-02,-4.684151483e-01,-5.108624740e-01,6.997054352e-01,6.245275031e+00,7.355586050e+00
129887.006305250,-1.969274468e-02,-4.413774054e-01,-5.376860988e-01,6.528688652e-01,6.301389132e+00,7.228394087e+00
129887.016311250,-1.807460800e-02,-4.132879801e-01,-5.570414210e-01,6.076783089e-01,6.282834069e+00,7.219266193e+00
129887.026318250,-1.517842032e-02,-3.937771293e-01,-5.614129999e-01,6.187514915e-01,6.195595346e+00,7.220912207e+00
129887.036324250,-6.981743114e-03,-3.720087169e-01,-5.604641156e-01,5.761047745e-01,6.086808808e+00,7.173477087e+00
129887.046330250,1.397333992e-02,-3.554947213e-01,-5.594968555e-01,5.201403107e-01,6.065560268e+00,7.193977438e+00
129887.056336250,3.184128663e-02,-3.400579743e-01,-5.489174481e-01,4.447229584e-01,6.101174018e+00,7.142202827e+00
129887.066342250,3.806349620e-02,-3.269586839e-01,-5.436537102e-01,4.155436256e-01,6.155043555e+00,6.998251453e+00
129887.076349250,2.010287149e-02,-3.228081473e-01,-5.340583408e-01,4.275146339e-01,6.281786606e+00,6.839785230e+00
129887.086355250,2.215750027e-03,-3.251597186e-01,-5.254965442e-01,4.260182579e-01,6.392219157e+00,6.731896518e+00
129887.096361250,-1.663223996e-02,-3.307377095e-01,-5.094472702e-01,4.963479317e-01,6.406135455e+00,6.758083099e+00
129887.106367250,-2.474103284e-02,-3.415360287e-01,-4.805724787e-01,5.559036980e-01,6.366331852e+00,6.951265245e+00
129887.116374250,-2.635118004e-02,-3.587059609e-01,-4.420647672e-01,6.081272217e-01,6.314557241e+00,7.091475680e+00
129887.126380250,-1.326600434e-02,-3.713935267e-01,-4.110605122e-01,6.178536659e-01,6.239888077e+00,7.153575285e+00
129887.136386250,-4.522047531e-03,-3.874790196e-01,-4.003117277e-01,6.265326469e-01,6.170306591e+00,7.147290506e+00
129887.146392250,2.922286664e-03,-3.939081568e-01,-4.056194077e-01,5.992986031e-01,6.168660577e+00,7.086836914e+00
129887.156398250,2.806439157e-03,-3.885243104e-01,-4.120501428e-01,5.553051476e-01,6.151003340e+00,7.111527119e+00
129887.166405250,1.510811286e-03,-3.734082080e-01,-4.185304127e-01,5.431845016e-01,6.160131234e+00,7.155071661e+00
129887.176411250,1.064279066e-02,-3.527953412e-01,-4.357179217e-01,5.922656357e-01,6.214000771e+00,7.181707155e+00
129887.186417250,2.200330324e-02,-3.386326505e-01,-4.486049582e-01,6.383540176e-01,6.213551859e+00,7.230937926e+00
129887.196423250,1.856383069e-02,-3.257442824e-01,-4.625423455e-01,6.854898628e-01,6.158784496e+00,7.220912207e+00
129887.206429250,2.476127287e-02,-3.203007811e-01,-4.732463889e-01,7.636006920e-01,6.177339558e+00,7.189189035e+00
129887.216436250,3.078294641e-02,-3.040541669e-01,-4.893420019e-01,8.991723610e-01,6.238690976e+00,7.177816577e+00
129887.226442250,4.935450027e-02,-2.790052727e-01,-5.097604579e-01,1.006312885e+00,6.326977162e+00,7.166144844e+00
129887.236448250,6.904751127e-02,-2.539025825e-01,-5.216426838e-01,1.068861404e+00,6.527641189e+00,7.195473814e+00
129887.246454250,4.432059318e-02,-2.271782936e-01,-5.303011531e-01,1.109413194e+00,6.709750153e+00,7.071573878e+00
129887.256460250,-2.359214515e-02,-2.128960270e-01,-5.356639606e-01,1.180640694e+00,6.862829421e+00,6.852055514e+00
129887.266467250,-1.008389968e-01,-2.095316556e-01,-5.345608793e-01,1.240196460e+00,6.952611983e+00,6.836044290e+00
129887.276473250,-1.719115757e-01,-1.930983538e-01,-5.345968320e-01,1.317110188e+00,6.867767462e+00,7.012467025e+00
129887.286479250,-2.122267746e-01,-1.685826244e-01,-5.101511437e-01,1.184231996e+00,6.760028387e+00,7.329698745e+00
129887.296485250,-2.115095854e-01,-1.273100191e-01,-4.868876326e-01,1.052101992e+00,6.525845538e+00,7.770231850e+00
129887.306492250,-1.927422892e-01,-9.667993810e-02,-4.721188065e-01,9.756371765e-01,6.382043800e+00,8.133402315e+00
129887.316498250,-2.341022461e-01,-9.181540806e-02,-4.785183826e-01,9.641150810e-01,6.222230840e+00,8.161983097e+00
129887.326504250,-3.238470465e-01,-1.135920763e-01,-4.932840129e-01,7.748235123e-01,6.262932268e+00,7.953837190e+00
129887.336510250,-4.051123419e-01,-1.374329607e-01,-5.091119782e-01,4.023755165e-01,6.488885049e+00,7.926603146e+00
129887.346516250,-4.494835351e-01,-1.499692589e-01,-5.228895758e-01,1.684919418e-01,6.607098756e+00,7.998429196e+00
129887.356523250,-4.663243006e-01,-1.610461448e-01,-5.302907668e-01,9.337386475e-02,6.553378857e+00,8.153154478e+00
129887.366529250,-4.566961743e-01,-1.652222477e-01,-5.228056862e-01,1.304839905e-01,6.274155088e+00,8.362647124e+00
129887.376535250,-4.153705721e-01,-1.602855460e-01,-5.047180287e-01,1.225531975e-01,5.987748714e+00,8.667608560e+00
129887.386541250,-3.645255005e-01,-1.508622168e-01,-4.791900318e-01,1.352723938e-01,5.801150623e+00,8.957456599e+00
129887.396547250,-2.979267659e-01,-1.293025962e-01,-4.483998948e-01,1.755249092e-01,5.645228239e+00,9.133729696e+00
129887.406554250,-2.217438471e-01,-1.174041251e-01,-4.250365152e-01,3.076549133e-01,5.495291360e+00,9.343072704e+00
129887.416560250,-1.710074325e-01,-9.931806548e-02,-3.995532594e-01,4.541501274e-01,5.369595773e+00,9.353696973e+00
129887.426566250,-1.361804760e-01,-7.709531776e-02,-3.730132612e-01,5.563526108e-01,5.333832386e+00,9.131784407e+00
129887.436572250,-1.195498340e-01,-4.541408712e-02,-3.593155585e-01,5.669768806e-01,5.336825138e+00,8.877250843e+00
129887.446579250,-1.293753005e-01,-1.844265686e-02,-3.551796693e-01,5.939116493e-01,5.296273347e+00,8.551190504e+00
129887.456585250,-1.624219338e-01,1.044704832e-02,-3.414332307e-01,5.123591553e-01,5.335628037e+00,8.312668164e+00
129887.466591417,-2.007698556e-01,4.035301579e-02,-3.276883900e-01,4.225765930e-01,5.406406624e+00,8.137592168e+00
129887.476597417,-2.083468152e-01,5.542970335e-02,-3.256268370e-01,4.520552010e-01,5.347449408e+00,8.176348307e+00
129887.486603417,-1.787188818e-01,5.253884199e-02,-3.288338156e-01,4.472667976e-01,5.161599504e+00,8.410680795e+00
129887.496610417,-9.167372789e-02,2.436872292e-02,-3.340839714e-01,4.164414513e-01,4.936394910e+00,8.713696942e+00
129887.506616417,2.314792988e-02,-2.838077510e-02,-3.434947837e-01,3.826233528e-01,4.754136309e+00,8.968978694e+00
129887.516622417,1.201280062e-01,-9.545887875e-02,-3.581549529e-01,3.580827858e-01,4.723610238e+00,8.918101909e+00
129887.526628417,1.569456757e-01,-1.752274776e-01,-3.769765776e-01,3.661632164e-01,4.778527238e+00,8.589198456e+00
129887.536635417,1.167170295e-01,-2.656934619e-01,-3.914210307e-01,4.073135574e-01,4.898237321e+00,8.168866427e+00
129887.546641417,1.513421184e-02,-3.536680591e-01,-4.026345368e-01,5.039794495e-01,5.038896669e+00,7.772326777e+00
129887.556647417,-9.059807712e-02,-4.340047102e-01,-3.904071653e-01,5.750573112e-01,5.149179583e+00,7.588721437e+00
129887.566653417,-1.639021188e-01,-4.868676589e-01,-3.804786344e-01,6.455366226e-01,5.137358212e+00,7.681197476e+00
129887.576659417,-2.130976283e-01,-5.210059220e-01,-3.685292969e-01,7.028478249e-01,5.102193375e+00,7.791480390e+00
129887.586666417,-2.320438889e-01,-5.277375942e-01,-3.674142314e-01,7.335235336e-01,5.093963307e+00,7.813327480e+00
129887.596672417,-2.333131515e-01,-5.115133506e-01,-3.685644506e-01,7.827543053e-01,5.077652808e+00,7.915081051e+00
129887.606678417,-1.956595158e-01,-4.796467639e-01,-3.719567852e-01,7.891887222e-01,5.035155729e+00,8.104073344e+00
129887.616684417,-1.370308234e-01,-4.367107482e-01,-3.807566684e-01,8.248024719e-01,4.987720609e+00,8.343044598e+00
129887.626690417,-6.046307781e-02,-3.859330546e-01,-3.821393817e-01,7.995137169e-01,4.943876791e+00,8.549544491e+00
129887.636697417,2.120222439e-02,-3.199290039e-01,-3.836043866e-01,7.118260811e-01,4.900481886e+00,8.707262525e+00
129887.646703417,8.191084565e-02,-2.638913008e-01,-3.753989209e-01,5.961562134e-01,4.842123220e+00,8.723722662e+00
129887.656709417,1.300224486e-01,-2.199600618e-01,-3.745922494e-01,4.457704216e-01,4.764012391e+00,8.589348093e+00
129887.666715417,1.836606435e-01,-1.943654858e-01,-3.726273692e-01,3.863642929e-01,4.806808746e+00,8.537274207e+00
129887.676721417,2.227657020e-01,-1.938879811e-01,-3.758583162e-01,2.696469620e-01,4.825812721e+00,8.449287296e+00
129887.686728417,2.493144886e-01,-2.087654642e-01,-3.864712795e-01,2.275987953e-01,4.864119948e+00,8.353818505e+00
129887.696734417,2.876144735e-01,-2.277873586e-01,-3.885336314e-01,1.851017159e-01,4.923825352e+00,8.388384792e+00
129887.706740417,3.459150645e-01,-2.378834023e-01,-3.885216472e-01,-3.711012573e-02,4.971260472e+00,8.453327512e+00
129887.716746417,4.233033300e-01,-2.531640880e-01,-3.906303382e-01,-1.108814644e-01,4.980238728e+00,8.393472470e+00
129887.726753417,5.451978110e-01,-2.634630645e-01,-3.735866398e-01,-2.003647514e-01,4.962581491e+00,8.403797465e+00
129887.736759417,6.818890813e-01,-2.703068559e-01,-3.523023901e-01,-3.007715836e-01,4.930708681e+00,8.545653913e+00
129887.746765417,7.972122123e-01,-2.710059357e-01,-3.491769042e-01,-2.835632591e-01,4.799476503e+00,8.450783672e+00
129887.756771417,9.180299773e-01,-2.791474855e-01,-3.310764636e-01,-2.412158173e-01,4.778377601e+00,8.429535133e+00
129887.766777417,9.478664362e-01,-2.960950437e-01,-3.299422232e-01,-3.130418671e-01,4.814440263e+00,8.398560149e+00
129887.776784417,8.086496902e-01,-3.325390716e-01,-3.371276982e-01,-2.920926025e-01,4.918588036e+00,7.730727523e+00
129887.786790417,5.945935903e-01,-3.850528799e-01,-3.367082503e-01,-4.061164566e-01,5.328894345e+00,7.155670212e+00
129887.796796417,3.675841410e-01,-4.302528489e-01,-3.587280651e-01,-4.393360046e-01,5.632359406e+00,6.994211237e+00
129887.806802417,1.677711592e-01,-4.480102744e-01,-3.755728254e-01,-2.290951714e-01,5.843348427e+00,6.913107656e+00
129887.816808417,5.885239798e-02,-4.493767423e-01,-3.744234050e-01,-2.261024193e-01,5.980865385e+00,7.180659692e+00
129887.826815417,5.358226850e-02,-4.559808492e-01,-3.829228837e-01,-2.501940735e-01,5.799803884e+00,7.739705779e+00
129887.836821417,1.275326593e-01,-4.540063816e-01,-3.915214319e-01,-1.732803452e-01,5.576394942e+00,8.148964626e+00
129887.846827417,2.562299190e-01,-4.285745247e-01,-3.949433275e-01,-1.002571945e-01,5.518036276e+00,8.340500758e+00
129887.856833417,3.615653970e-01,-4.034963357e-01,-4.111531902e-01,-3.890577698e-02,5.506963094e+00,8.389432255e+00
129887.866840417,3.805132555e-01,-4.033123113e-01,-4.229059864e-01,7.481880188e-03,5.618892021e+00,8.085817557e+00
129887.876846417,3.181007438e-01,-4.084748490e-01,-4.324406357e-01,-4.115034103e-02,5.926846210e+00,7.737760490e+00
129887.886852417,1.573992120e-01,-4.192020619e-01,-4.408114836e-01,2.663549347e-02,6.162675073e+00,7.353640762e+00
129887.896858417,-4.015487660e-02,-4.368417757e-01,-4.384495261e-01,5.491700058e-02,6.348973890e+00,7.094618069e+00
129887.906864417,-1.880908120e-01,-4.495445215e-01,-4.404160042e-01,3.935468979e-02,6.440103191e+00,7.218218730e+00
129887.916871417,-2.482508221e-01,-4.611420554e-01,-4.424487951e-01,4.728548279e-02,6.324732598e+00,7.561038480e+00
129887.926877417,-2.195813603e-01,-4.770808082e-01,-4.541248922e-01,8.020575562e-02,6.107608435e+00,7.962067258e+00
129887.936883417,-1.368478642e-01,-4.988071427e-01,-4.594054081e-01,9.008183746e-02,5.836764372e+00,8.274959488e+00
129887.946889417,-5.718952020e-02,-5.270603524e-01,-4.625157139e-01,8.304887009e-02,5.651961932e+00,8.341697859e+00
129887.956895417,-9.361277548e-03,-5.448643832e-01,-4.613894631e-01,8.245031967e-02,5.774365491e+00,8.287678684e+00
129887.966902417,-2.194151791e-02,-5.493201180e-01,-4.538876046e-01,7.122749939e-02,5.982810674e+00,8.081029153e+00
129887.976908417,-7.806710525e-02,-5.337022761e-01,-4.368550915e-01,2.888005753e-02,6.162525436e+00,7.813327480e+00
129887.986914417,-1.354387857e-01,-5.094856197e-01,-4.305378071e-01,1.436520996e-02,6.264578281e+00,7.709179708e+00
129887.996920417,-2.088485548e-01,-4.779394113e-01,-4.349189734e-01,5.162497330e-02,6.215347510e+00,7.602787372e+00
129888.006927417,-2.676029484e-01,-4.419361366e-01,-4.521392393e-01,1.156698677e-01,6.111050100e+00,7.442974411e+00
129888.016933417,-2.955368451e-01,-4.163649964e-01,-4.671924911e-01,1.750759964e-01,6.051344696e+00,7.555052976e+00
129888.026939417,-3.055276939e-01,-3.884068650e-01,-4.833376389e-01,1.577180344e-01,6.018424423e+00,7.764695259e+00
129888.036945417,-3.260955534e-01,-3.540342437e-01,-4.888370665e-01,2.032078659e-01,6.099378367e+00,7.762450695e+00
129888.046951417,-3.583427057e-01,-3.154716711e-01,-4.932829476e-01,2.838625343e-01,6.264877557e+00,7.718606877e+00
129888.056958417,-4.367957030e-01,-2.925687521e-01,-4.794741911e-01,3.176806328e-01,6.390872419e+00,7.628824315e+00
129888.066964417,-5.689875627e-01,-2.756781855e-01,-4.485226666e-01,2.651578339e-01,6.534973431e+00,7.359775903e+00
129888.076970417,-7.273838622e-01,-2.687952457e-01,-4.025610335e-01,2.000654762e-01,6.712593267e+00,7.164199555e+00
129888.086976417,-8.793270561e-01,-2.781357506e-01,-3.693258484e-01,1.825578766e-01,6.755389622e+00,7.132626021e+00
129888.096982417,-1.024601428e+00,-3.144775131e-01,-3.380898983e-01,2.883516624e-01,6.628197659e+00,7.218817281e+00
129888.106989417,-1.155940810e+00,-3.745395189e-01,-3.216810975e-01,3.679588676e-01,6.454318763e+00,7.365911045e+00
129888.116995417,-1.291204360e+00,-4.551984125e-01,-2.987600690e-01,5.132569809e-01,6.281337693e+00,7.517942850e+00
129888.127001417,-1.453890479e+00,-5.427056248e-01,-2.768518406e-01,6.006453415e-01,6.178686297e+00,7.545476170e+00
129888.137007417,-1.681242411e+00,-6.147521218e-01,-2.485759940e-01,7.622539536e-01,6.139780520e+00,7.408258487e+00
129888.147013417,-1.968946899e+00,-6.734149027e-01,-2.064546393e-01,8.279448616e-01,6.166116738e+00,7.109881105e+00
129888.157020417,-2.236874487e+00,-7.123790800e-01,-1.740532899e-01,8.915408432e-01,6.209960556e+00,6.991667398e+00
129888.167026417,-2.396428196e+00,-7.219443557e-01,-1.685578570e-01,1.026513962e+00,6.024260290e+00,7.244255673e+00
129888.177032417,-2.396398902e+00,-6.560042208e-01,-1.955780231e-01,1.352574300e+00,5.545419958e+00,7.665335890e+00
129888.187038417,-2.108640351e+00,-5.019166496e-01,-2.125812414e-01,1.818096886e+00,4.879682259e+00,8.582015851e+00
129888.197045417,-1.495419547e+00,-3.024179207e-01,-1.958949393e-01,1.942445734e+00,4.059069640e+00,1.035866312e+01
129888.207051417,-6.285142731e-01,-7.688253119e-02,-1.581752572e-01,1.879747578e+00,3.072957831e+00,1.222419513e+01
129888.217057417,4.148677672e-01,1.486097151e-01,-1.419203871e-01,1.972822168e+00,2.126649625e+00,1.374047297e+01
129888.227063417,1.605483734e+00,3.488160459e-01,-1.395094274e-01,1.976563108e+00,1.428141290e+00,1.470653334e+01
129888.237069417,2.855353436e+00,4.642204033e-01,-1.345663341e-01,1.605461851e+00,1.079934586e+00,1.558715063e+01
129888.247076417,4.016524695e+00,5.600372109e-01,-1.422665981e-01,1.135599775e+00,1.087566104e+00,1.564311510e+01
129888.257082417,4.930033157e+00,6.569784051e-01,-1.690105944e-01,1.074996545e+00,1.528248847e+00,1.430999369e+01
129888.267088417,5.455508929e+00,7.185259221e-01,-2.347885428e-01,1.009156000e+00,2.364423777e+00,1.181733048e+01
129888.277094417,5.482573570e+00,6.297571703e-01,-2.994447677e-01,3.996820396e-01,3.396773605e+00,8.716091144e+00
129888.287100417,4.969349404e+00,4.246772548e-01,-3.898052909e-01,1.436520996e-02,5.094412220e+00,5.852177045e+00
129888.297107417,3.805977310e+00,1.882047953e-01,-3.461595427e-01,-2.020107651e-01,7.615356931e+00,2.558054836e+00
129888.307113417,2.041293268e+00,-6.757851161e-02,-2.646481712e-01,-2.427121933e-01,9.817872820e+00,-9.425672661e-01
129888.317119417,-6.979799006e-02,-2.953472281e-01,-2.075872817e-01,8.222586327e-01,1.097068092e+01,-3.439869235e+00
129888.327125417,-2.200999310e+00,-5.091908078e-01,-1.292413435e-01,1.202188509e+00,1.127489417e+01,-4.549432067e+00
129888.337132417,-4.056505134e+00,-6.848372006e-01,-3.634309413e-02,8.650549873e-01,1.089182190e+01,-4.217685500e+00
129888.347138417,-5.380682624e+00,-8.432609307e-01,-7.930361094e-03,6.959644951e-01,9.772382989e+00,-2.722057650e+00
129888.357144417,-6.010139923e+00,-9.423481001e-01,-4.753529493e-02,9.440636421e-01,7.959224144e+00,-1.114800148e-01
129888.367150417,-5.938925397e+00,-9.739715402e-01,-5.382381721e-02,1.081730238e+00,6.047304481e+00,2.896984009e+00
129888.377156417,-5.038776416e+00,-9.511756802e-01,-1.516747472e-01,7.438485283e-01,4.526238239e+00,6.394613359e+00
129888.387163417,-3.275225550e+00,-8.676799874e-01,-2.483014221e-01,1.487098506e+00,3.826532803e+00,1.114336271e+01
129888.397169417,-9.498654049e-01,-6.193495368e-01,-1.903632874e-01,1.120486377e+00,2.393004559e+00,1.569593717e+01
129888.407175417,1.681054392e+00,-2.336239424e-01,-6.077999398e-02,1.590647728e+00,-5.395931992e-01,1.971969234e+01
129888.417181417,4.046727871e+00,1.183234483e-01,4.461647037e-02,2.227056457e+00,-2.749890244e+00,2.162083809e+01
129888.427188417,5.616542823e+00,3.579458947e-01,4.336025729e-02,2.062155817e+00,-2.499845808e+00,1.928065561e+01
129888.437194417,6.157226310e+00,4.629359607e-01,-3.759318195e-02,1.530493411e+00,-4.465186096e-01,1.411666190e+01
129888.447200417,5.660571800e+00,3.746313979e-01,1.869885296e-02,-3.441664886e-03,2.901622775e+00,8.015038970e+00
129888.457206417,3.873867145e+00,6.957242032e-02,4.392085270e-02,-1.144578031e+00,7.824101388e+00,2.684498611e+00
129888.467211375,1.023068779e+00,-2.180180847e-01,-4.653341373e-02,-3.182791832e-01,1.123119999e+01,-3.121590052e+00
129888.477218375,-2.205374884e+00,-4.918730702e-01,-1.197234721e-01,1.246331602e+00,1.207365970e+01,-7.514950098e+00
129888.487224375,-4.927954826e+00,-7.030369772e-01,-1.925199152e-01,1.432480781e+00,1.112121635e+01,-7.977330294e+00
129888.497230375,-6.544244336e+00,-8.157318345e-01,-2.527164106e-01,1.352275025e+00,9.363872330e+00,-5.506663818e+00
129888.507236375,-6.955557316e+00,-8.470617942e-01,-2.864195131e-01,1.201739596e+00,7.535001537e+00,-1.490091258e+00
129888.517242375,-5.992318049e+00,-7.811299151e-01,-3.621267913e-01,1.370081900e+00,5.392041414e+00,3.667916943e+00
129888.527249375,-3.491841746e+00,-4.693091715e-01,-4.006824397e-01,1.893364600e+00,3.887435308e+00,1.179054535e+01
129888.537255375,-5.706248741e-02,-1.294810280e-01,-2.073870120e-01,1.721730269e+00,1.088164655e+00,2.069503024e+01
129888.547261375,3.247707639e+00,2.342907980e-01,-1.027000137e-01,1.963843912e+00,-3.054702043e+00,2.536821260e+01
129888.557267375,5.562860952e+00,5.104427598e-01,-8.971950028e-02,2.477100893e+00,-4.176385521e+00,2.379851414e+01
129888.567273375,6.456165077e+00,5.819574235e-01,-1.728775043e-01,2.040458365e+00,-1.933168203e+00,1.746360618e+01
129888.577280375,5.677430142e+00,5.223633352e-01,-1.656286461e-01,9.290998817e-01,1.931222914e+00,9.541492166e+00
129888.587286375,3.320946433e+00,2.048191921e-01,-1.175383484e-01,-8.961796089e-01,8.467991997e+00,1.911470750e+00
129888.597292375,1.780901095e-01,-7.236953841e-02,-2.078448094e-01,6.908768166e-01,1.235168636e+01,-3.761141171e+00
