#t[s:double],filename[string]
27216.102109708,27216102109708.png
27216.135435833,27216135435833.png
27216.168761708,27216168761708.png
27216.202087625,27216202087625.png
27216.235413625,27216235413625.png
27216.268739708,27216268739708.png
27216.302065708,27216302065708.png
27216.335391708,27216335391708.png
27216.368717708,27216368717708.png
27216.402043750,27216402043750.png
27216.435370000,27216435370000.png
27216.468695833,27216468695833.png
27216.502021958,27216502021958.png
27216.535347916,27216535347916.png
27216.568673875,27216568673875.png
27216.602000083,27216602000083.png
27216.635325958,27216635325958.png
27216.668652041,27216668652041.png
27216.701977875,27216701977875.png
27216.735303916,27216735303916.png
27216.768630000,27216768630000.png
27216.801956125,27216801956125.png
27216.835282166,27216835282166.png
27216.868608125,27216868608125.png
27216.901934000,27216901934000.png
27216.935260083,27216935260083.png
27216.968586208,27216968586208.png
27217.001912250,27217001912250.png
27217.035238250,27217035238250.png
27217.068564083,27217068564083.png
27217.101890208,27217101890208.png
27217.135216333,27217135216333.png
27217.168542333,27217168542333.png
27217.201868291,27217201868291.png
27217.235194291,27217235194291.png
27217.268520333,27217268520333.png
27217.301846250,27217301846250.png
27217.335172291,27217335172291.png
27217.368498458,27217368498458.png
27217.401824416,27217401824416.png
27217.435150500,27217435150500.png
27217.468476333,27217468476333.png
27217.501802541,27217501802541.png
27217.535128583,27217535128583.png
27217.568454458,27217568454458.png
27217.601780541,27217601780541.png
27217.635106541,27217635106541.png
27217.668432625,27217668432625.png
27217.701758541,27217701758541.png
27217.735084625,27217735084625.png
27217.768410708,27217768410708.png
27217.801736458,27217801736458.png
27217.835062583,27217835062583.png
27217.868388750,27217868388750.png
27217.901714708,27217901714708.png
27217.935040833,27217935040833.png
27217.968366791,27217968366791.png
27218.001692750,27218001692750.png
27218.035018750,27218035018750.png
27218.068344833,27218068344833.png
27218.101670958,27218101670958.png
27218.134996916,27218134996916.png
27218.168322833,27218168322833.png
27218.201648833,27218201648833.png
27218.234974916,27218234974916.png
27218.268300833,27218268300833.png
27218.301626958,27218301626958.png
27218.334953041,27218334953041.png
27218.368279000,27218368279000.png
27218.401604875,27218401604875.png
27218.434931000,27218434931000.png
27218.468257041,27218468257041.png
27218.501583125,27218501583125.png
27218.534908916,27218534908916.png
27218.568234958,27218568234958.png
27218.601561000,27218601561000.png
27218.634887291,27218634887291.png
27218.668213166,27218668213166.png
27218.701539208,27218701539208.png
27218.734865125,27218734865125.png
27218.768191125,27218768191125.png
27218.801517250,27218801517250.png
27218.834843250,27218834843250.png
27218.868169291,27218868169291.png
27218.901495083,27218901495083.png
27218.934821291,27218934821291.png
27218.968147291,27218968147291.png
27219.001473458,27219001473458.png
27219.034799416,27219034799416.png
27219.068125500,27219068125500.png
27219.101451333,27219101451333.png
27219.134777458,27219134777458.png
27219.168103416,27219168103416.png
27219.201429458,27219201429458.png
27219.234755541,27219234755541.png
27219.268081416,27219268081416.png
27219.301407416,27219301407416.png
27219.334733500,27219334733500.png
27219.368059583,27219368059583.png
27219.401385708,27219401385708.png
27219.434711708,27219434711708.png
27219.468037708,27219468037708.png
27219.501363583,27219501363583.png
27219.534689583,27219534689583.png
27219.568015666,27219568015666.png
27219.601341958,27219601341958.png
27219.634667916,27219634667916.png
27219.667993958,27219667993958.png
27219.701320000,27219701320000.png
27219.734646000,27219734646000.png
27219.767971958,27219767971958.png
27219.801297916,27219801297916.png
27219.834623916,27219834623916.png
27219.867949875,27219867949875.png
27219.901276125,27219901276125.png
27219.934602083,27219934602083.png
27219.967928166,27219967928166.png
27220.001253958,27220001253958.png
27220.034580000,27220034580000.png
27220.067905958,27220067905958.png
27220.101232250,27220101232250.png
27220.134558333,27220134558333.png
27220.167884250,27220167884250.png
27220.201210208,27220201210208.png
27220.234536166,27220234536166.png
27220.267862250,27220267862250.png
27220.301188208,27220301188208.png
27220.334514500,27220334514500.png
27220.367840250,27220367840250.png
27220.401166375,27220401166375.png
27220.434492333,27220434492333.png
27220.467818458,27220467818458.png
27220.501144375,27220501144375.png
27220.534470541,27220534470541.png
27220.567796500,27220567796500.png
27220.601122500,27220601122500.png
27220.634448541,27220634448541.png
27220.667774583,27220667774583.png
27220.701100583,27220701100583.png
27220.734426333,27220734426333.png
27220.767752375,27220767752375.png
27220.801078708,27220801078708.png
27220.834404666,27220834404666.png
27220.867730625,27220867730625.png
27220.901056708,27220901056708.png
27220.934382708,27220934382708.png
27220.967708625,27220967708625.png
27221.001034625,27221001034625.png
27221.034360666,27221034360666.png
27221.067686875,27221067686875.png
27221.101012541,27221101012541.png
27221.134338583,27221134338583.png
27221.167664750,27221167664750.png
27221.200990708,27221200990708.png
27221.234316708,27221234316708.png
27221.267642916,27221267642916.png
27221.300968875,27221300968875.png
27221.334294750,27221334294750.png
27221.367620958,27221367620958.png
27221.400947041,27221400947041.png
27221.434272958,27221434272958.png
27221.467598750,27221467598750.png
27221.500924875,27221500924875.png
27221.534251125,27221534251125.png
27221.567577041,27221567577041.png
27221.600903083,27221600903083.png
27221.634229125,27221634229125.png
27221.667555041,27221667555041.png
27221.700881166,27221700881166.png
27221.734206958,27221734206958.png
27221.767533166,27221767533166.png
27221.800859291,27221800859291.png
27221.834185041,27221834185041.png
27221.867511125,27221867511125.png
27221.900837333,27221900837333.png
27221.934163166,27221934163166.png
27221.967489291,27221967489291.png
27222.000815250,27222000815250.png
27222.034141375,27222034141375.png
27222.067467458,27222067467458.png
27222.100793333,27222100793333.png
27222.134119291,27222134119291.png
27222.167445458,27222167445458.png
27222.200771333,27222200771333.png
27222.234097375,27222234097375.png
27222.267423583,27222267423583.png
27222.300749500,27222300749500.png
27222.334075625,27222334075625.png
27222.367401500,27222367401500.png
27222.400727458,27222400727458.png
27222.434053541,27222434053541.png
27222.467379583,27222467379583.png
27222.500705666,27222500705666.png
27222.534031750,27222534031750.png
27222.567357583,27222567357583.png
27222.600683541,27222600683541.png
27222.634009541,27222634009541.png
27222.667335708,27222667335708.png
27222.700661750,27222700661750.png
27222.733987916,27222733987916.png
27222.767313708,27222767313708.png
27222.800639791,27222800639791.png
27222.833965791,27222833965791.png
27222.867291833,27222867291833.png
27222.900617833,27222900617833.png
27222.933943791,27222933943791.png
27222.967269875,27222967269875.png
27223.000596000,27223000596000.png
27223.033921875,27223033921875.png
27223.067248041,27223067248041.png
27223.100574083,27223100574083.png
27223.133900083,27223133900083.png
27223.167225916,27223167225916.png
27223.200552125,27223200552125.png
27223.233878166,27223233878166.png
27223.267204125,27223267204125.png
27223.300530208,27223300530208.png
27223.333856291,27223333856291.png
27223.367182333,27223367182333.png
27223.400508250,27223400508250.png
27223.433834250,27223433834250.png
27223.467160541,27223467160541.png
27223.500486375,27223500486375.png
27223.533812458,27223533812458.png
27223.567138416,27223567138416.png
27223.600464541,27223600464541.png
27223.633790541,27223633790541.png
27223.667116541,27223667116541.png
27223.700442666,27223700442666.png
27223.733768750,27223733768750.png
27223.767094625,27223767094625.png
27223.800420666,27223800420666.png
27223.833746625,27223833746625.png
27223.867072583,27223867072583.png
27223.900398666,27223900398666.png
27223.933724750,27223933724750.png
27223.967050750,27223967050750.png
27224.000376958,27224000376958.png
27224.033702833,27224033702833.png
27224.067028875,27224067028875.png
27224.100354916,27224100354916.png
27224.133681166,27224133681166.png
27224.167007083,27224167007083.png
27224.200333083,27224200333083.png
27224.233659041,27224233659041.png
27224.266984958,27224266984958.png
27224.300311208,27224300311208.png
27224.333637083,27224333637083.png
27224.366963208,27224366963208.png
27224.400289125,27224400289125.png
27224.433615208,27224433615208.png
27224.466941291,27224466941291.png
27224.500267250,27224500267250.png
27224.533593333,27224533593333.png
27224.566919500,27224566919500.png
27224.600245291,27224600245291.png
27224.633571250,27224633571250.png
27224.666897666,27224666897666.png
27224.700223541,27224700223541.png
27224.733549458,27224733549458.png
27224.766875583,27224766875583.png
27224.800201583,27224800201583.png
27224.833527541,27224833527541.png
27224.866853666,27224866853666.png
27224.900179666,27224900179666.png
27224.933505791,27224933505791.png
27224.966831750,27224966831750.png
27225.000157666,27225000157666.png
27225.033483916,27225033483916.png
27225.066809916,27225066809916.png
27225.100136000,27225100136000.png
27225.133461833,27225133461833.png
27225.166788000,27225166788000.png
27225.200113958,27225200113958.png
27225.233440041,27225233440041.png
27225.266766208,27225266766208.png
27225.300092208,27225300092208.png
27225.333418000,27225333418000.png
27225.366744083,27225366744083.png
27225.400070000,27225400070000.png
27225.433396208,27225433396208.png
27225.466722375,27225466722375.png
27225.500048250,27225500048250.png
27225.533374291,27225533374291.png
27225.566700416,27225566700416.png
27225.600026333,27225600026333.png
27225.633352541,27225633352541.png
27225.666678458,27225666678458.png
27225.700004458,27225700004458.png
27225.733330500,27225733330500.png
27225.766656625,27225766656625.png
27225.799982666,27225799982666.png
27225.833308666,27225833308666.png
27225.866634625,27225866634625.png
27225.899960666,27225899960666.png
27225.933286708,27225933286708.png
27225.966612750,27225966612750.png
27225.999938875,27225999938875.png
27226.033264916,27226033264916.png
27226.066590875,27226066590875.png
27226.099917000,27226099917000.png
27226.133243000,27226133243000.png
27226.166568916,27226166568916.png
27226.199895000,27226199895000.png
27226.233220916,27226233220916.png
27226.266547041,27226266547041.png
27226.299873125,27226299873125.png
27226.333199166,27226333199166.png
27226.366525291,27226366525291.png
27226.399851291,27226399851291.png
27226.433177333,27226433177333.png
27226.466503250,27226466503250.png
27226.499829416,27226499829416.png
27226.533155333,27226533155333.png
27226.566481416,27226566481416.png
27226.599807250,27226599807250.png
27226.633133375,27226633133375.png
27226.666459333,27226666459333.png
27226.699785458,27226699785458.png
27226.733111625,27226733111625.png
27226.766437583,27226766437583.png
27226.799763500,27226799763500.png
27226.833089583,27226833089583.png
27226.866415750,27226866415750.png
27226.899741625,27226899741625.png
27226.933067708,27226933067708.png
27226.966393750,27226966393750.png
27226.999719708,27226999719708.png
27227.033045750,27227033045750.png
27227.066371916,27227066371916.png
27227.099697958,27227099697958.png
27227.133024000,27227133024000.png
27227.166349916,27227166349916.png
27227.199676000,27227199676000.png
27227.233002125,27227233002125.png
27227.266327958,27227266327958.png
27227.299654083,27227299654083.png
27227.332979958,27227332979958.png
27227.366306125,27227366306125.png
27227.399632083,27227399632083.png
27227.432958166,27227432958166.png
27227.466284375,27227466284375.png
27227.499610375,27227499610375.png
27227.532936291,27227532936291.png
27227.566262291,27227566262291.png
27227.599588333,27227599588333.png
27227.632914458,27227632914458.png
27227.666240541,27227666240541.png
27227.699566333,27227699566333.png
27227.732892416,27227732892416.png
27227.766218500,27227766218500.png
27227.799544666,27227799544666.png
27227.832870625,27227832870625.png
27227.866196750,27227866196750.png
27227.899522583,27227899522583.png
27227.932848625,27227932848625.png
27227.966174708,27227966174708.png
27227.999500708,27227999500708.png
27228.032826791,27228032826791.png
27228.066152750,27228066152750.png
27228.099478833,27228099478833.png
27228.132804833,27228132804833.png
27228.166130875,27228166130875.png
27228.199457041,27228199457041.png
27228.232783125,27228232783125.png
27228.266108916,27228266108916.png
27228.299434958,27228299434958.png
27228.332761041,27228332761041.png
27228.366087041,27228366087041.png
27228.399413166,27228399413166.png
27228.432739041,27228432739041.png
27228.466065125,27228466065125.png
27228.499391250,27228499391250.png
27228.532717291,27228532717291.png
27228.566043375,27228566043375.png
27228.599369291,27228599369291.png
27228.632695333,27228632695333.png
27228.666021291,27228666021291.png
27228.699347541,27228699347541.png
27228.732673458,27228732673458.png
27228.765999583,27228765999583.png
27228.799325500,27228799325500.png
27228.832651583,27228832651583.png
27228.865977583,27228865977583.png
27228.899303625,27228899303625.png
27228.932629666,27228932629666.png
27228.965955750,27228965955750.png
27228.999281625,27228999281625.png
27229.032607750,27229032607750.png
27229.065933750,27229065933750.png
27229.099259791,27229099259791.png
27229.132585916,27229132585916.png
27229.165911833,27229165911833.png
27229.199237875,27229199237875.png
27229.232563833,27229232563833.png
27229.265889958,27229265889958.png
27229.299216000,27229299216000.png
27229.332542125,27229332542125.png
27229.365868000,27229365868000.png
27229.399194125,27229399194125.png
27229.432520041,27229432520041.png
27229.465846291,27229465846291.png
27229.499172250,27229499172250.png
27229.532498208,27229532498208.png
27229.565824166,27229565824166.png
27229.599150250,27229599150250.png
27229.632476291,27229632476291.png
27229.665802333,27229665802333.png
27229.699128458,27229699128458.png
27229.732454250,27229732454250.png
27229.765780458,27229765780458.png
27229.799106375,27229799106375.png
27229.832432458,27229832432458.png
27229.865758500,27229865758500.png
27229.899084416,27229899084416.png
27229.932410541,27229932410541.png
27229.965736708,27229965736708.png
27229.999062666,27229999062666.png
27230.032388833,27230032388833.png
27230.065714750,27230065714750.png
27230.099040625,27230099040625.png
27230.132366625,27230132366625.png
27230.165692708,27230165692708.png
27230.199018833,27230199018833.png
27230.232344875,27230232344875.png
27230.265670750,27230265670750.png
27230.298996833,27230298996833.png
27230.332322958,27230332322958.png
27230.365649041,27230365649041.png
27230.398975166,27230398975166.png
27230.432301208,27230432301208.png
27230.465627125,27230465627125.png
27230.498953083,27230498953083.png
27230.532279208,27230532279208.png
27230.565605291,27230565605291.png
27230.598931333,27230598931333.png
27230.632257291,27230632257291.png
27230.665583375,27230665583375.png
27230.698909375,27230698909375.png
27230.732235416,27230732235416.png
27230.765561458,27230765561458.png
27230.798887458,27230798887458.png
27230.832213333,27230832213333.png
27230.865539416,27230865539416.png
27230.898865583,27230898865583.png
27230.932191625,27230932191625.png
27230.965517541,27230965517541.png
27230.998843625,27230998843625.png
27231.032169625,27231032169625.png
27231.065495666,27231065495666.png
27231.098821666,27231098821666.png
27231.132147708,27231132147708.png
27231.165473833,27231165473833.png
27231.198799791,27231198799791.png
27231.232125833,27231232125833.png
27231.265451916,27231265451916.png
27231.298777791,27231298777791.png
27231.332103958,27231332103958.png
27231.365429750,27231365429750.png
27231.398755875,27231398755875.png
27231.432081958,27231432081958.png
27231.465408125,27231465408125.png
27231.498734166,27231498734166.png
27231.532060166,27231532060166.png
27231.565386000,27231565386000.png
27231.598712125,27231598712125.png
27231.632038125,27231632038125.png
27231.665364333,27231665364333.png
27231.698690375,27231698690375.png
27231.732016125,27231732016125.png
27231.765342291,27231765342291.png
27231.798668291,27231798668291.png
27231.831994333,27231831994333.png
27231.865320416,27231865320416.png
27231.898646500,27231898646500.png
27231.931972291,27231931972291.png
27231.965298500,27231965298500.png
27231.998624416,27231998624416.png
27232.031950583,27232031950583.png
27232.065276583,27232065276583.png
27232.098602541,27232098602541.png
27232.131928541,27232131928541.png
27232.165254625,27232165254625.png
27232.198580666,27232198580666.png
27232.231906750,27232231906750.png
27232.265232750,27232265232750.png
27232.298558625,27232298558625.png
27232.331884666,27232331884666.png
27232.365210791,27232365210791.png
27232.398537000,27232398537000.png
27232.431863000,27232431863000.png
27232.465188791,27232465188791.png
27232.498514833,27232498514833.png
27232.531841000,27232531841000.png
27232.565166958,27232565166958.png
27232.598493041,27232598493041.png
27232.631819166,27232631819166.png
27232.665145083,27232665145083.png
27232.698471041,27232698471041.png
27232.731797083,27232731797083.png
27232.765123208,27232765123208.png
27232.798449333,27232798449333.png
27232.831775208,27232831775208.png
27232.865101166,27232865101166.png
27232.898427250,27232898427250.png
27232.931753333,27232931753333.png
27232.965079333,27232965079333.png
27232.998405416,27232998405416.png
27233.031731416,27233031731416.png
27233.065057458,27233065057458.png
27233.098383416,27233098383416.png
27233.131709583,27233131709583.png
27233.165035500,27233165035500.png
27233.198361416,27233198361416.png
27233.231687458,27233231687458.png
27233.265013541,27233265013541.png
27233.298339708,27233298339708.png
27233.331665750,27233331665750.png
27233.364991708,27233364991708.png
27233.398317625,27233398317625.png
27233.431643791,27233431643791.png
27233.464969875,27233464969875.png
27233.498295750,27233498295750.png
27233.531622000,27233531622000.png
27233.564947833,27233564947833.png
27233.598273958,27233598273958.png
27233.631599833,27233631599833.png
27233.664926000,27233664926000.png
27233.698252083,27233698252083.png
27233.731578083,27233731578083.png
27233.764903958,27233764903958.png
27233.798230041,27233798230041.png
27233.831556083,27233831556083.png
27233.864882083,27233864882083.png
27233.898208208,27233898208208.png
27233.931534125,27233931534125.png
27233.964860250,27233964860250.png
27233.998186250,27233998186250.png
27234.031512375,27234031512375.png
27234.064838458,27234064838458.png
27234.098164416,27234098164416.png
27234.131490416,27234131490416.png
27234.164816375,27234164816375.png
27234.198142541,27234198142541.png
27234.231468416,27234231468416.png
27234.264794583,27234264794583.png
27234.298120291,27234298120291.png
27234.331446500,27234331446500.png
27234.364772625,27234364772625.png
27234.398098583,27234398098583.png
27234.431424666,27234431424666.png
27234.464750791,27234464750791.png
27234.498076541,27234498076541.png
27234.531402750,27234531402750.png
27234.564728750,27234564728750.png
27234.598054875,27234598054875.png
27234.631380791,27234631380791.png
27234.664706750,27234664706750.png
27234.698032833,27234698032833.png
27234.731358916,27234731358916.png
27234.764685000,27234764685000.png
27234.798011041,27234798011041.png
27234.831337083,27234831337083.png
27234.864662875,27234864662875.png
27234.897989000,27234897989000.png
27234.931315041,27234931315041.png
27234.964641083,27234964641083.png
27234.997967125,27234997967125.png
27235.031293041,27235031293041.png
27235.064619083,27235064619083.png
27235.097945125,27235097945125.png
27235.131271208,27235131271208.png
27235.164597291,27235164597291.png
27235.197923291,27235197923291.png
27235.231249250,27235231249250.png
27235.264575333,27235264575333.png
27235.297901333,27235297901333.png
27235.331227416,27235331227416.png
27235.364553500,27235364553500.png
27235.397879375,27235397879375.png
27235.431205375,27235431205375.png
27235.464531625,27235464531625.png
27235.497857625,27235497857625.png
27235.531183708,27235531183708.png
27235.564509625,27235564509625.png
27235.597835583,27235597835583.png
27235.631161708,27235631161708.png
27235.664487708,27235664487708.png
27235.697813708,27235697813708.png
27235.731139708,27235731139708.png
27235.764465666,27235764465666.png
27235.797791791,27235797791791.png
27235.831117666,27235831117666.png
27235.864443916,27235864443916.png
27235.897769875,27235897769875.png
27235.931095916,27235931095916.png
27235.964421833,27235964421833.png
27235.997747916,27235997747916.png
27236.031073958,27236031073958.png
27236.064400000,27236064400000.png
27236.097726125,27236097726125.png
27236.131051916,27236131051916.png
27236.164377958,27236164377958.png
27236.197704166,27236197704166.png
27236.231030208,27236231030208.png
27236.264356083,27236264356083.png
27236.297682208,27236297682208.png
27236.331008208,27236331008208.png
27236.364334291,27236364334291.png
27236.397660333,27236397660333.png
27236.430986458,27236430986458.png
27236.464312500,27236464312500.png
27236.497638375,27236497638375.png
27236.530964375,27236530964375.png
27236.564290416,27236564290416.png
27236.597616458,27236597616458.png
27236.630942500,27236630942500.png
27236.664268500,27236664268500.png
27236.697594500,27236697594500.png
27236.730920583,27236730920583.png
27236.764246541,27236764246541.png
27236.797572708,27236797572708.png
27236.830898750,27236830898750.png
27236.864224625,27236864224625.png
27236.897550750,27236897550750.png
27236.930876750,27236930876750.png
27236.964202875,27236964202875.png
27236.997528875,27236997528875.png
27237.030855000,27237030855000.png
27237.064180791,27237064180791.png
27237.097506875,27237097506875.png
27237.130832916,27237130832916.png
27237.164158916,27237164158916.png
27237.197485083,27237197485083.png
27237.230811041,27237230811041.png
27237.264137083,27237264137083.png
27237.297463000,27237297463000.png
27237.330789166,27237330789166.png
27237.364115166,27237364115166.png
27237.397441166,27237397441166.png
27237.430767208,27237430767208.png
27237.464093250,27237464093250.png
27237.497419416,27237497419416.png
27237.530745541,27237530745541.png
27237.564071541,27237564071541.png
27237.597397333,27237597397333.png
27237.630723333,27237630723333.png
27237.664049416,27237664049416.png
27237.697375458,27237697375458.png
27237.730701500,27237730701500.png
27237.764027541,27237764027541.png
27237.797353416,27237797353416.png
27237.830679500,27237830679500.png
27237.864005666,27237864005666.png
27237.897331708,27237897331708.png
27237.930657583,27237930657583.png
27237.963983583,27237963983583.png
27237.997309666,27237997309666.png
27238.030635708,27238030635708.png
27238.063961708,27238063961708.png
27238.097287833,27238097287833.png
27238.130613833,27238130613833.png
27238.163939833,27238163939833.png
27238.197265833,27238197265833.png
27238.230591833,27238230591833.png
27238.263917875,27238263917875.png
27238.297243916,27238297243916.png
27238.330569958,27238330569958.png
27238.363895833,27238363895833.png
27238.397222000,27238397222000.png
27238.430548041,27238430548041.png
27238.463874166,27238463874166.png
27238.497200166,27238497200166.png
27238.530526125,27238530526125.png
27238.563852208,27238563852208.png
27238.597178291,27238597178291.png
27238.630504208,27238630504208.png
27238.663830333,27238663830333.png
27238.697156291,27238697156291.png
27238.730482333,27238730482333.png
27238.763808250,27238763808250.png
27238.797134416,27238797134416.png
27238.830460458,27238830460458.png
27238.863786583,27238863786583.png
27238.897112333,27238897112333.png
27238.930438458,27238930438458.png
27238.963764458,27238963764458.png
27238.997090583,27238997090583.png
27239.030416750,27239030416750.png
27239.063742625,27239063742625.png
27239.097068625,27239097068625.png
27239.130394666,27239130394666.png
27239.163720666,27239163720666.png
27239.197046750,27239197046750.png
27239.230372708,27239230372708.png
27239.263698583,27239263698583.png
27239.297024750,27239297024750.png
27239.330350875,27239330350875.png
27239.363676833,27239363676833.png
27239.397002958,27239397002958.png
27239.430328833,27239430328833.png
27239.463654958,27239463654958.png
27239.496980958,27239496980958.png
27239.530307166,27239530307166.png
27239.563633083,27239563633083.png
27239.596959208,27239596959208.png
27239.630285166,27239630285166.png
27239.663611125,27239663611125.png
27239.696937083,27239696937083.png
27239.730263333,27239730263333.png
27239.763589333,27239763589333.png
27239.796915208,27239796915208.png
27239.830241250,27239830241250.png
27239.863567291,27239863567291.png
27239.896893291,27239896893291.png
27239.930219416,27239930219416.png
27239.963545541,27239963545541.png
27239.996871291,27239996871291.png
27240.030197500,27240030197500.png
27240.063523458,27240063523458.png
27240.096849583,27240096849583.png
27240.130175541,27240130175541.png
27240.163501541,27240163501541.png
27240.196827666,27240196827666.png
27240.230153583,27240230153583.png
27240.263479583,27240263479583.png
27240.296805708,27240296805708.png
27240.330131750,27240330131750.png
27240.363457625,27240363457625.png
27240.396783833,27240396783833.png
27240.430109750,27240430109750.png
27240.463435833,27240463435833.png
27240.496761916,27240496761916.png
27240.530087791,27240530087791.png
27240.563413833,27240563413833.png
27240.596739916,27240596739916.png
27240.630066041,27240630066041.png
27240.663392041,27240663392041.png
27240.696718083,27240696718083.png
27240.730043958,27240730043958.png
27240.763370083,27240763370083.png
27240.796696166,27240796696166.png
27240.830022208,27240830022208.png
27240.863348208,27240863348208.png
27240.896674083,27240896674083.png
27240.930000125,27240930000125.png
27240.963326125,27240963326125.png
27240.996652250,27240996652250.png
27241.029978333,27241029978333.png
27241.063304250,27241063304250.png
27241.096630333,27241096630333.png
27241.129956208,27241129956208.png
27241.163282375,27241163282375.png
27241.196608416,27241196608416.png
27241.229934416,27241229934416.png
27241.263260291,27241263260291.png
27241.296586416,27241296586416.png
27241.329912500,27241329912500.png
27241.363238583,27241363238583.png
27241.396564750,27241396564750.png
27241.429890625,27241429890625.png
27241.463216500,27241463216500.png
27241.496542583,27241496542583.png
27241.529868666,27241529868666.png
27241.563194916,27241563194916.png
27241.596520958,27241596520958.png
27241.629846750,27241629846750.png
27241.663172791,27241663172791.png
27241.696498875,27241696498875.png
27241.729824875,27241729824875.png
27241.763150958,27241763150958.png
27241.796477083,27241796477083.png
27241.829802791,27241829802791.png
27241.863128875,27241863128875.png
27241.896454958,27241896454958.png
27241.929781000,27241929781000.png
27241.963107083,27241963107083.png
27241.996432958,27241996432958.png
27242.029759000,27242029759000.png
27242.063085083,27242063085083.png
27242.096411083,27242096411083.png
27242.129737333,27242129737333.png
27242.163063250,27242163063250.png
27242.196389333,27242196389333.png
27242.229715291,27242229715291.png
27242.263041375,27242263041375.png
27242.296367375,27242296367375.png
27242.329693416,27242329693416.png
27242.363019375,27242363019375.png
27242.396345458,27242396345458.png
27242.429671333,27242429671333.png
27242.462997625,27242462997625.png
27242.496323625,27242496323625.png
27242.529649625,27242529649625.png
27242.562975583,27242562975583.png
27242.596301541,27242596301541.png
27242.629627625,27242629627625.png
27242.662953708,27242662953708.png
27242.696279833,27242696279833.png
27242.729605708,27242729605708.png
27242.762931833,27242762931833.png
27242.796257666,27242796257666.png
27242.829583791,27242829583791.png
27242.862909833,27242862909833.png
27242.896235958,27242896235958.png
27242.929561916,27242929561916.png
27242.962887958,27242962887958.png
27242.996214000,27242996214000.png
27243.029540041,27243029540041.png
27243.062866083,27243062866083.png
27243.096191958,27243096191958.png
27243.129518083,27243129518083.png
27243.162843958,27243162843958.png
27243.196170083,27243196170083.png
27243.229496166,27243229496166.png
27243.262822208,27243262822208.png
27243.296148083,27243296148083.png
27243.329474250,27243329474250.png
27243.362800166,27243362800166.png
27243.396126291,27243396126291.png
27243.429452250,27243429452250.png
27243.462778250,27243462778250.png
27243.496104291,27243496104291.png
27243.529430416,27243529430416.png
27243.562756416,27243562756416.png
27243.596082583,27243596082583.png
27243.629408666,27243629408666.png
27243.662734333,27243662734333.png
27243.696060500,27243696060500.png
27243.729386541,27243729386541.png
27243.762712541,27243762712541.png
27243.796038666,27243796038666.png
27243.829364625,27243829364625.png
27243.862690666,27243862690666.png
27243.896016583,27243896016583.png
27243.929342708,27243929342708.png
27243.962668833,27243962668833.png
27243.995994875,27243995994875.png
27244.029320666,27244029320666.png
27244.062646833,27244062646833.png
27244.095972833,27244095972833.png
27244.129298916,27244129298916.png
27244.162624833,27244162624833.png
27244.195950833,27244195950833.png
27244.229276833,27244229276833.png
27244.262602958,27244262602958.png
27244.295929000,27244295929000.png
27244.329255041,27244329255041.png
27244.362581083,27244362581083.png
27244.395906958,27244395906958.png
27244.429233083,27244429233083.png
27244.462559041,27244462559041.png
27244.495885208,27244495885208.png
27244.529211208,27244529211208.png
27244.562537166,27244562537166.png
27244.595863125,27244595863125.png
27244.629189291,27244629189291.png
27244.662515375,27244662515375.png
27244.695841458,27244695841458.png
27244.729167500,27244729167500.png
27244.762493250,27244762493250.png
27244.795819333,27244795819333.png
27244.829145458,27244829145458.png
27244.862471583,27244862471583.png
27244.895797625,27244895797625.png
27244.929123541,27244929123541.png
27244.962449500,27244962449500.png
27244.995775500,27244995775500.png
27245.029101625,27245029101625.png
27245.062427666,27245062427666.png
27245.095753791,27245095753791.png
27245.129079541,27245129079541.png
27245.162405666,27245162405666.png
27245.195731666,27245195731666.png
27245.229057750,27245229057750.png
27245.262383916,27245262383916.png
27245.295709708,27245295709708.png
27245.329035833,27245329035833.png
27245.362361916,27245362361916.png
27245.395687958,27245395687958.png
27245.429013916,27245429013916.png
27245.462340125,27245462340125.png
27245.495666000,27245495666000.png
27245.528992125,27245528992125.png
27245.562318041,27245562318041.png
27245.595644166,27245595644166.png
27245.628970250,27245628970250.png
27245.662296125,27245662296125.png
27245.695622166,27245695622166.png
27245.728948250,27245728948250.png
27245.762274333,27245762274333.png
27245.795600416,27245795600416.png
27245.828926333,27245828926333.png
27245.862252291,27245862252291.png
27245.895578208,27245895578208.png
27245.928904291,27245928904291.png
27245.962230416,27245962230416.png
27245.995556458,27245995556458.png
27246.028882458,27246028882458.png
27246.062208375,27246062208375.png
27246.095534458,27246095534458.png
27246.128860500,27246128860500.png
27246.162186625,27246162186625.png
27246.195512625,27246195512625.png
27246.228838541,27246228838541.png
27246.262164583,27246262164583.png
27246.295490625,27246295490625.png
27246.328816750,27246328816750.png
27246.362142791,27246362142791.png
27246.395468708,27246395468708.png
27246.428794708,27246428794708.png
27246.462120750,27246462120750.png
27246.495446916,27246495446916.png
27246.528772958,27246528772958.png
27246.562099000,27246562099000.png
27246.595424875,27246595424875.png
27246.628751000,27246628751000.png
27246.662076958,27246662076958.png
27246.695403083,27246695403083.png
27246.728729041,27246728729041.png
27246.762054875,27246762054875.png
27246.795381000,27246795381000.png
27246.828707083,27246828707083.png
27246.862033125,27246862033125.png
27246.895359166,27246895359166.png
27246.928685208,27246928685208.png
27246.962011041,27246962011041.png
27246.995337208,27246995337208.png
27247.028663291,27247028663291.png
27247.061989250,27247061989250.png
27247.095315416,27247095315416.png
27247.128641166,27247128641166.png
