#t[s:double],w.x[rad/s:double],w.y[rad/s:double],w.z[rad/s:double],a.x[m/s^2:double],a.y[m/s^2:double],a.z[m/s^2:double]
27194.816010875,2.965218174e-03,6.129820051e-03,9.987575511e-05,-2.277484329e-01,6.597222675e+00,7.016806516e+00
27194.826016875,-6.369409108e-03,4.461286337e-03,-1.322444577e-02,-1.990180130e-01,6.648847648e+00,6.975656174e+00
27194.836022875,-2.512807853e-02,-7.499994931e-03,-3.075924055e-02,-1.710357811e-01,6.714688194e+00,6.945579016e+00
27194.846027875,-5.541852367e-02,-1.717026954e-02,-4.882844060e-02,-1.605611488e-01,6.764068603e+00,6.880486658e+00
27194.856033875,-8.147319029e-02,-3.570546952e-02,-6.312133462e-02,-1.901893944e-01,6.819434516e+00,6.876895356e+00
27194.866039875,-8.995220842e-02,-5.817035782e-02,-6.753495857e-02,-2.558803024e-01,6.923133376e+00,7.000496017e+00
27194.876045875,-8.582759629e-02,-7.990291563e-02,-6.502442307e-02,-2.790741310e-01,6.957998937e+00,7.116465160e+00
27194.886051875,-7.461789413e-02,-1.061388697e-01,-5.982700647e-02,-2.889502129e-01,6.954856548e+00,7.181557517e+00
27194.896057875,-6.644263433e-02,-1.217098380e-01,-5.348238106e-02,-2.795230438e-01,6.910114904e+00,7.184550269e+00
27194.906062875,-6.910859406e-02,-1.272672663e-01,-4.798320613e-02,-2.287958961e-01,6.878541370e+00,7.092822418e+00
27194.916068875,-8.179817924e-02,-1.137297311e-01,-4.270867996e-02,-1.984194626e-01,6.846818198e+00,6.982988417e+00
27194.926074875,-9.671431609e-02,-8.910172678e-02,-3.375503804e-02,-2.160766998e-01,6.817788503e+00,6.904428675e+00
27194.936080875,-1.081693985e-01,-6.231112780e-02,-3.548643027e-02,-1.590647728e-01,6.776488524e+00,6.945878291e+00
27194.946085875,-1.071578804e-01,-3.337982579e-02,-4.630791305e-02,-8.559270935e-02,6.703764648e+00,7.027879698e+00
27194.956091875,-8.405480769e-02,-1.343464817e-02,-7.030441317e-02,-2.364274139e-02,6.605452743e+00,7.178864040e+00
27194.966097875,-5.244364481e-02,-4.474491253e-04,-9.974022676e-02,1.750759964e-02,6.531681404e+00,7.335983524e+00
27194.976103875,-2.366435711e-02,2.182728506e-03,-1.361903613e-01,6.284779358e-03,6.497564030e+00,7.361870830e+00
27194.986109875,-7.381538828e-03,-2.401977255e-03,-1.763332575e-01,-3.561374969e-02,6.497713668e+00,7.311442957e+00
27194.996114875,-7.455199072e-03,-1.649969736e-02,-2.093389104e-01,-7.272387543e-02,6.517166557e+00,7.238719082e+00
27195.006120875,-1.781349661e-02,-3.758767440e-02,-2.328338248e-01,-1.358709442e-01,6.665906335e+00,7.174374912e+00
27195.016126875,-3.124915644e-02,-5.000609913e-02,-2.467670232e-01,-2.153285118e-01,6.765564979e+00,7.136366961e+00
27195.026132875,-4.311009645e-02,-5.627232124e-02,-2.520624322e-01,-3.184288208e-01,6.888118176e+00,7.103596326e+00
27195.036138875,-4.723348332e-02,-5.789502431e-02,-2.404450620e-01,-4.140472496e-01,6.989422834e+00,7.094169157e+00
27195.046144875,-4.938005134e-02,-5.704083133e-02,-2.256408963e-01,-4.559457787e-01,7.081599598e+00,7.113173132e+00
27195.056149875,-4.210289432e-02,-5.959164793e-02,-2.116277105e-01,-4.405331055e-01,7.086388001e+00,7.174823825e+00
27195.066155875,-4.269734880e-02,-7.325512635e-02,-2.079546535e-01,-4.327519501e-01,7.045387298e+00,7.175123100e+00
27195.076161875,-5.285730577e-02,-9.803743020e-02,-2.112875411e-01,-3.833715408e-01,7.057956857e+00,7.113622045e+00
27195.086167875,-6.793245530e-02,-1.204421605e-01,-2.135625754e-01,-3.465606903e-01,7.053767004e+00,7.058555407e+00
27195.096173875,-7.717537123e-02,-1.365687138e-01,-2.212101840e-01,-3.239654121e-01,6.988824284e+00,7.010970649e+00
27195.106178875,-8.546808916e-02,-1.556682324e-01,-2.305758171e-01,-2.853589104e-01,6.963236253e+00,6.971316684e+00
27195.116184875,-9.962095840e-02,-1.526600399e-01,-2.439210072e-01,-2.537853760e-01,6.857741743e+00,6.890512378e+00
27195.126190875,-1.035884178e-01,-1.415513682e-01,-2.606500387e-01,-1.678933914e-01,6.752396870e+00,6.787561707e+00
27195.136196875,-1.107156840e-01,-1.184121496e-01,-2.731717268e-01,-9.068038788e-02,6.720075147e+00,6.759429837e+00
27195.146202875,-1.250527697e-01,-8.422140367e-02,-2.766730159e-01,-9.726444244e-02,6.709750153e+00,6.651541125e+00
27195.156207875,-1.376436113e-01,-3.630039358e-02,-2.715764387e-01,-1.396118843e-01,6.693290016e+00,6.623858168e+00
27195.166213875,-1.349377995e-01,9.830618392e-03,-2.570103529e-01,-1.634042633e-01,6.666055972e+00,6.704812112e+00
27195.176219875,-1.122658197e-01,3.768978797e-02,-2.374277722e-01,-1.939303345e-01,6.648249097e+00,6.882880860e+00
27195.186225875,-8.127049835e-02,3.934543414e-02,-2.274520667e-01,-2.011129395e-01,6.575076309e+00,7.111527119e+00
27195.196231875,-6.143580381e-02,2.412698769e-02,-2.347250082e-01,-1.414075356e-01,6.489633237e+00,7.228394087e+00
27195.206236875,-6.177151448e-02,-2.767815572e-03,-2.535265073e-01,-6.150105515e-02,6.425438705e+00,7.238569444e+00
27195.216242875,-8.408858489e-02,-3.984286170e-02,-2.763965579e-01,-3.920505219e-02,6.400598863e+00,7.217171267e+00
27195.226248875,-1.295543212e-01,-7.176189597e-02,-2.922076585e-01,-1.111807396e-01,6.421697765e+00,7.141454639e+00
27195.236254875,-1.649644193e-01,-9.495312516e-02,-2.920634751e-01,-2.090437325e-01,6.497564030e+00,7.116914072e+00
27195.246260875,-1.828638680e-01,-1.044610413e-01,-2.795952843e-01,-2.950853546e-01,6.519560758e+00,7.242310384e+00
27195.256265875,-1.783861038e-01,-9.295533075e-02,-2.629849857e-01,-3.727472710e-01,6.463745932e+00,7.323713241e+00
27195.266271875,-1.499663490e-01,-5.947378641e-02,-2.433020383e-01,-3.639186523e-01,6.430526384e+00,7.430554490e+00
27195.276277875,-1.138595775e-01,-2.888419091e-02,-2.260103870e-01,-3.247136002e-01,6.327126800e+00,7.503727278e+00
27195.286283875,-7.887504392e-02,-1.627543035e-02,-2.295674533e-01,-2.932897034e-01,6.182127962e+00,7.534253349e+00
27195.296289875,-4.411745308e-02,-1.660941796e-02,-2.500007213e-01,-2.344821251e-01,6.047603756e+00,7.535450450e+00
27195.306294875,-4.684603552e-03,-2.694607462e-02,-2.798527836e-01,-2.005143890e-01,5.875520512e+00,7.537545377e+00
27195.316300875,2.334574472e-02,-3.676789542e-02,-3.135701872e-01,-2.210147408e-01,5.846640454e+00,7.527669295e+00
27195.326306875,4.412058981e-02,-3.971377390e-02,-3.337123399e-01,-2.769792046e-01,5.960813946e+00,7.473350845e+00
27195.336312875,6.889400976e-02,-4.728141988e-02,-3.396934147e-01,-3.010708588e-01,6.143521460e+00,7.477989610e+00
27195.346318875,1.035912933e-01,-4.407867460e-02,-3.271939761e-01,-3.377320717e-01,6.349871716e+00,7.517643575e+00
27195.356323875,1.008608747e-01,-4.441094740e-02,-3.038477862e-01,-4.961982941e-01,6.611587885e+00,7.374141113e+00
27195.366329875,5.753490815e-02,-5.159371787e-02,-2.755010747e-01,-6.603507454e-01,6.857292830e+00,7.054515192e+00
27195.376335875,1.009546143e-02,-5.679105823e-02,-2.456943695e-01,-6.581061813e-01,7.047332587e+00,6.893205855e+00
27195.386341875,-4.181940362e-02,-6.066861351e-02,-2.110892877e-01,-6.081272217e-01,7.141753915e+00,6.878691007e+00
27195.396347875,-6.943563791e-02,-6.602776914e-02,-1.823599506e-01,-5.511152946e-01,7.084741988e+00,6.945429379e+00
27195.406352875,-7.399435519e-02,-7.802144239e-02,-1.582859672e-01,-4.360439774e-01,6.974459074e+00,7.176469839e+00
27195.416358875,-7.129786586e-02,-8.142014054e-02,-1.394614113e-01,-3.265092514e-01,6.785616418e+00,7.295132458e+00
27195.426364875,-6.056597063e-02,-8.623558917e-02,-1.269046135e-01,-2.012625771e-01,6.628347296e+00,7.392097626e+00
27195.436370875,-4.063527197e-02,-8.382068603e-02,-1.273307043e-01,-4.504091873e-02,6.491279251e+00,7.473500482e+00
27195.446376875,-2.506035437e-02,-8.514105269e-02,-1.332044606e-01,1.310825409e-01,6.351667367e+00,7.449558466e+00
27195.456381500,-1.587355452e-02,-8.533876854e-02,-1.424133527e-01,2.563292152e-01,6.269067410e+00,7.379228792e+00
27195.466387500,-2.614742450e-02,-7.701466173e-02,-1.585899831e-01,3.199251968e-01,6.242880829e+00,7.237372343e+00
27195.476393500,-5.490864645e-02,-6.108012055e-02,-1.766608686e-01,3.582324234e-01,6.324283685e+00,7.022941657e+00
27195.486399500,-1.034563742e-01,-5.109813026e-02,-1.985556759e-01,3.637690147e-01,6.374113007e+00,6.852354789e+00
27195.496405500,-1.592699496e-01,-3.459715993e-02,-2.256839994e-01,3.916016090e-01,6.436212613e+00,6.773645409e+00
27195.506411500,-2.109864043e-01,-3.024690052e-02,-2.562188546e-01,3.987842140e-01,6.465541583e+00,6.802076554e+00
27195.516416500,-2.383506870e-01,-6.822070505e-02,-2.841468499e-01,2.527379128e-01,6.470778899e+00,7.092223868e+00
27195.526422500,-2.289899290e-01,-9.147458154e-02,-2.734958943e-01,-2.654571091e-01,6.603956367e+00,7.541435954e+00
27195.536428500,-1.763485898e-01,-6.951133470e-02,-2.342949891e-01,-6.543652412e-01,6.741174049e+00,7.757063741e+00
27195.546434500,-9.641033185e-02,-4.242267228e-03,-1.863947005e-01,-6.748655930e-01,6.738031660e+00,7.830685442e+00
27195.556440500,-2.829377060e-02,6.799187317e-02,-1.507992682e-01,-4.586392555e-01,6.656179890e+00,7.798962270e+00
27195.566445500,2.312698954e-02,1.069992315e-01,-1.393005773e-01,-1.725321571e-01,6.574777034e+00,7.732672812e+00
27195.576451500,5.698429866e-02,1.106283295e-01,-1.494802151e-01,6.883329773e-02,6.493523815e+00,7.705289130e+00
27195.586457500,6.745698525e-02,9.345190903e-02,-1.743431100e-01,2.572270409e-01,6.460603542e+00,7.695263411e+00
27195.596463500,4.990149213e-02,6.882468534e-02,-2.111570767e-01,3.498527176e-01,6.409726757e+00,7.536198638e+00
27195.606469500,1.221464897e-02,3.663668532e-02,-2.475150988e-01,4.029740669e-01,6.412120959e+00,7.320121938e+00
27195.616474500,-4.534261189e-02,4.351105582e-04,-2.788992105e-01,3.630208267e-01,6.470479624e+00,7.145345217e+00
27195.626480500,-1.395184375e-01,-4.037661546e-02,-2.992995853e-01,2.075473564e-01,6.508337938e+00,7.033416290e+00
27195.636486500,-1.776238544e-01,-4.958115343e-02,-2.829524786e-01,-9.831190567e-02,6.600664339e+00,7.149983983e+00
27195.646492500,-1.699453523e-01,-3.839821509e-02,-2.280526096e-01,-4.791396072e-01,6.792799023e+00,7.515399011e+00
27195.656498500,-1.331559410e-01,-6.667346118e-03,-1.712819749e-01,-5.738602104e-01,6.700771896e+00,7.694365585e+00
27195.666503500,-7.445266462e-02,1.740718752e-02,-1.307667594e-01,-3.627215515e-01,6.564601677e+00,7.821856824e+00
27195.676509500,-1.493525618e-02,1.803981654e-02,-1.269416765e-01,-6.539163284e-02,6.382043800e+00,7.992892605e+00
27195.686515500,2.115460032e-02,3.760449362e-03,-1.513033435e-01,2.341828499e-01,6.162076523e+00,7.977779207e+00
27195.696521500,3.538529852e-02,-1.914586665e-02,-1.957481273e-01,4.646247597e-01,6.082170042e+00,7.814225306e+00
27195.706527500,1.272059867e-02,-3.966097960e-02,-2.369825170e-01,5.385457359e-01,6.160879422e+00,7.625981200e+00
27195.716532500,-4.933614850e-02,-2.590959271e-02,-2.560833769e-01,3.797802383e-01,6.305130072e+00,7.299471949e+00
27195.726538500,-1.190840590e-01,6.967654690e-03,-2.460680391e-01,1.822586014e-01,6.566247691e+00,7.095964808e+00
27195.736544500,-1.650586992e-01,4.417031877e-02,-2.146146483e-01,4.174889145e-02,6.781426565e+00,7.214178515e+00
27195.746550500,-1.814207761e-01,5.926412527e-02,-1.852010021e-01,1.451484756e-02,6.666804160e+00,7.465868964e+00
27195.756556500,-1.835854511e-01,3.707650315e-02,-1.758793436e-01,1.464952141e-01,6.468384698e+00,7.704840218e+00
27195.766561500,-1.813557437e-01,-9.916499678e-03,-1.860426607e-01,2.974795563e-01,6.274454363e+00,7.886200993e+00
27195.776567500,-1.557290005e-01,-5.479027349e-02,-2.107727264e-01,4.198831161e-01,6.090699386e+00,8.004115425e+00
27195.786573500,-1.129712793e-01,-9.784479827e-02,-2.400597281e-01,4.840776482e-01,5.977274082e+00,8.059182063e+00
27195.796579500,-5.933966347e-02,-1.064715559e-01,-2.605952252e-01,4.647743973e-01,5.929838962e+00,8.048108881e+00
27195.806585500,-1.586926094e-02,-7.712421526e-02,-2.687816436e-01,4.261678955e-01,5.933579902e+00,7.937676329e+00
27195.816590500,1.086658108e-02,-9.046183792e-03,-2.568799273e-01,3.618237259e-01,6.069001933e+00,7.779509382e+00
27195.826596500,2.710124973e-02,7.046180369e-02,-2.339585720e-01,3.467103279e-01,6.272658712e+00,7.670573206e+00
27195.836602500,3.565810491e-02,1.536867068e-01,-2.061153957e-01,4.179378273e-01,6.354959394e+00,7.625681925e+00
27195.846608500,3.041211182e-02,2.314651924e-01,-1.767670887e-01,5.020341606e-01,6.374412283e+00,7.549366747e+00
27195.856614500,1.538909912e-02,2.770412948e-01,-1.471094003e-01,5.328595070e-01,6.287772110e+00,7.452102305e+00
27195.866619500,1.426662824e-02,2.878979367e-01,-1.378291651e-01,5.816413658e-01,6.167164201e+00,7.523329804e+00
27195.876625500,1.738662806e-02,2.631028377e-01,-1.509085923e-01,6.519710396e-01,5.920711068e+00,7.693617397e+00
27195.886631500,2.184399771e-02,2.214982886e-01,-1.723062677e-01,5.913678101e-01,5.745784709e+00,7.776366992e+00
27195.896637500,4.869864553e-02,1.813023421e-01,-1.842560974e-01,4.272153587e-01,5.765237598e+00,7.889343383e+00
27195.906643500,8.884541886e-02,1.578766975e-01,-1.770923504e-01,1.319803665e-01,5.825840827e+00,7.960121970e+00
27195.916649500,1.238129758e-01,1.576246530e-01,-1.516352529e-01,-1.288379768e-01,5.926846210e+00,7.891887222e+00
27195.926654500,1.421310409e-01,1.706735420e-01,-1.024960216e-01,-2.889502129e-01,6.141576171e+00,7.721001079e+00
27195.936660500,1.332750112e-01,1.820500569e-01,-4.839042969e-02,-3.543418457e-01,6.337900707e+00,7.475745046e+00
27195.946666500,9.126821837e-02,1.868881625e-01,-4.974535330e-04,-2.657563843e-01,6.422595591e+00,7.240963646e+00
27195.956672500,2.951005390e-02,1.697813548e-01,4.005601915e-02,-1.616086121e-01,6.389974593e+00,7.051223164e+00
27195.966678500,-2.422153964e-02,1.355043084e-01,6.388049807e-02,-1.065419739e-01,6.282534794e+00,7.049277876e+00
27195.976683500,-5.604929775e-02,9.092106374e-02,8.173923794e-02,-5.282207413e-02,6.171653329e+00,7.206397359e+00
27195.986689500,-5.802786345e-02,3.695616652e-02,9.816061481e-02,-8.649053497e-02,6.062268241e+00,7.408108849e+00
27195.996695500,-4.782779487e-02,-1.711835103e-02,1.163082070e-01,-1.194108078e-01,5.985055238e+00,7.611017440e+00
27196.006701500,-3.938608694e-02,-5.781958498e-02,1.337224252e-01,-1.096843636e-01,5.956324818e+00,7.647678653e+00
27196.016707500,-3.985046973e-02,-8.154984030e-02,1.555895179e-01,-5.641337662e-02,6.039822601e+00,7.552658775e+00
27196.026712500,-5.291294870e-02,-7.956936149e-02,1.798638943e-01,-2.633621826e-02,6.145017836e+00,7.383119370e+00
27196.036718500,-7.506747279e-02,-6.767290840e-02,2.071635466e-01,-2.094926453e-02,6.231658009e+00,7.225251698e+00
27196.046724500,-1.009926030e-01,-6.342442200e-02,2.302369401e-01,5.282207413e-02,6.211905845e+00,7.205200259e+00
27196.056730500,-1.162358877e-01,-6.697020016e-02,2.368026173e-01,1.925835960e-01,6.149357327e+00,7.323862878e+00
27196.066736500,-1.122096861e-01,-8.644742624e-02,2.299636333e-01,3.719990829e-01,6.064063892e+00,7.510610608e+00
27196.076741500,-1.017434820e-01,-1.288914344e-01,2.151032830e-01,4.876689507e-01,5.930587150e+00,7.693318122e+00
27196.086747500,-8.702875682e-02,-1.800047900e-01,1.881452880e-01,5.885246956e-01,5.854720885e+00,7.842357175e+00
27196.096753500,-8.129882728e-02,-2.131119818e-01,1.566980654e-01,7.354688225e-01,5.816563296e+00,7.864653178e+00
27196.106759500,-8.092713553e-02,-2.170256879e-01,1.293719390e-01,8.641571617e-01,5.758204630e+00,7.759906856e+00
27196.116765500,-7.295546220e-02,-2.028207395e-01,1.054131016e-01,9.720458740e-01,5.745485434e+00,7.763049245e+00
27196.126770500,-5.203057667e-02,-1.693830022e-01,7.801523937e-02,1.098489649e+00,5.732915875e+00,7.847444854e+00
27196.136776500,-1.742007835e-02,-1.304895841e-01,5.097770344e-02,1.149366434e+00,5.654206496e+00,7.916876702e+00
27196.146782500,3.657297757e-02,-9.280144716e-02,3.247009191e-02,1.077540385e+00,5.608417389e+00,8.023269038e+00
27196.156788500,8.494723433e-02,-5.724469701e-02,3.665416982e-02,8.523357910e-01,5.682188728e+00,8.032546570e+00
27196.166794500,1.201560975e-01,-1.731663363e-02,5.510005764e-02,6.123170746e-01,5.857115086e+00,7.930344086e+00
27196.176799500,1.342804928e-01,1.924596568e-02,7.797664182e-02,4.785410568e-01,6.014833121e+00,7.726088757e+00
27196.186805500,1.319170629e-01,3.701676125e-02,9.202647840e-02,4.279635468e-01,6.167313839e+00,7.563731957e+00
27196.196811500,1.120096464e-01,3.966453389e-02,1.038987086e-01,3.972878380e-01,6.242731191e+00,7.498041049e+00
27196.206817500,7.879827992e-02,3.658047292e-02,1.128751387e-01,3.621230011e-01,6.288221023e+00,7.398232767e+00
27196.216823500,4.483626434e-02,3.002197854e-02,1.046615679e-01,3.767874863e-01,6.268319221e+00,7.319224113e+00
27196.226829500,-9.252830161e-03,9.490421319e-03,8.666262741e-02,3.453635895e-01,6.205471428e+00,7.305906366e+00
27196.236834500,-7.622611717e-02,-2.062899800e-02,7.886257978e-02,1.915361328e-01,6.207566354e+00,7.228693362e+00
27196.246840500,-1.196173822e-01,-5.246404178e-02,7.545548492e-02,5.925649109e-02,6.249015971e+00,7.314884622e+00
27196.256846500,-1.325570513e-01,-8.688769104e-02,7.337476395e-02,3.666121292e-02,6.228964532e+00,7.559841380e+00
27196.266852500,-1.288033371e-01,-1.139324839e-01,7.044374793e-02,8.080430603e-03,6.122572195e+00,7.749132948e+00
27196.276858500,-1.019944364e-01,-1.281820820e-01,7.756973737e-02,-4.070142822e-02,6.102820032e+00,7.875277448e+00
27196.286863500,-6.379720794e-02,-1.473199440e-01,7.964263606e-02,-7.362170105e-02,6.120177994e+00,8.002918324e+00
27196.296869500,-3.094649626e-02,-1.598803587e-01,8.448705344e-02,-8.140285645e-02,6.134243929e+00,8.009053466e+00
27196.306875500,-1.682104788e-02,-1.554858307e-01,8.885663036e-02,-7.676409073e-02,6.159383046e+00,7.813926031e+00
27196.316881500,-4.504547983e-03,-1.346073865e-01,9.114127855e-02,-3.995324020e-02,6.250811622e+00,7.684639141e+00
27196.326887500,-2.294632565e-03,-1.108897095e-01,9.035006243e-02,2.244564056e-03,6.261435892e+00,7.573907314e+00
27196.336892500,-6.120930801e-03,-8.995280668e-02,9.104479831e-02,1.571194839e-02,6.277596753e+00,7.478288885e+00
27196.346898500,-2.256324539e-02,-7.717587035e-02,8.832225413e-02,1.720832443e-02,6.355707582e+00,7.419630945e+00
27196.356904500,-4.606192735e-02,-8.359107545e-02,8.236896788e-02,1.960252609e-02,6.387580392e+00,7.368155609e+00
27196.366910500,-8.503124402e-02,-9.557937619e-02,8.445857627e-02,8.529343414e-03,6.420650302e+00,7.313537884e+00
27196.376916500,-1.223626662e-01,-1.146086874e-01,8.218156376e-02,1.212064590e-02,6.432322035e+00,7.296179922e+00
27196.386921500,-1.508983847e-01,-1.297460177e-01,7.721089677e-02,5.656301422e-02,6.335805781e+00,7.346458157e+00
27196.396927500,-1.644486098e-01,-1.411994603e-01,6.727500980e-02,9.876081848e-02,6.233453660e+00,7.466018602e+00
27196.406933500,-1.583704154e-01,-1.595965330e-01,5.389317062e-02,9.097966309e-02,6.177489196e+00,7.654561983e+00
27196.416939500,-1.413597807e-01,-1.798452564e-01,4.945048503e-02,-2.050035172e-02,6.110301912e+00,7.759158668e+00
27196.426945500,-1.260130254e-01,-1.907515406e-01,5.002988045e-02,-1.967734489e-01,6.050746146e+00,7.735964839e+00
27196.436950500,-1.176571442e-01,-1.861257650e-01,6.133837292e-02,-3.232172241e-01,6.112097563e+00,7.669525743e+00
27196.446956500,-1.122192457e-01,-1.681197248e-01,7.591486714e-02,-3.601777122e-01,6.206668529e+00,7.622539536e+00
27196.456963125,-1.135316507e-01,-1.504763566e-01,8.889736375e-02,-3.506009056e-01,6.247070682e+00,7.589619263e+00
27196.466969125,-1.213662270e-01,-1.351260409e-01,9.229179605e-02,-3.236661369e-01,6.240336990e+00,7.558494641e+00
27196.476975125,-1.382246465e-01,-1.325154151e-01,8.788761172e-02,-2.732382645e-01,6.277147840e+00,7.527370020e+00
27196.486981125,-1.810187316e-01,-1.538238881e-01,7.615460681e-02,-2.416647301e-01,6.364685838e+00,7.483825477e+00
27196.496986125,-2.327005790e-01,-1.916071904e-01,6.731606461e-02,-2.615665314e-01,6.369773517e+00,7.390002699e+00
27196.506992125,-2.657844504e-01,-2.282264088e-01,5.525611368e-02,-2.726397141e-01,6.339995634e+00,7.463325125e+00
27196.516998125,-2.683614181e-01,-2.573854602e-01,5.100646889e-02,-2.690484116e-01,6.382642351e+00,7.731625349e+00
27196.527004125,-2.457222113e-01,-2.776553802e-01,5.629843209e-02,-3.501519928e-01,6.310068113e+00,7.977031019e+00
27196.537010125,-2.052682065e-01,-2.928068331e-01,6.555346819e-02,-3.658639412e-01,6.143671098e+00,8.171859179e+00
27196.547015125,-1.629023940e-01,-2.970047782e-01,6.674577481e-02,-2.907458641e-01,5.969044014e+00,8.305784834e+00
27196.557021125,-1.105471300e-01,-2.891925959e-01,6.200052300e-02,-2.051531548e-01,5.885995144e+00,8.359205459e+00
27196.567027125,-5.293750550e-02,-2.845269045e-01,6.500446128e-02,-1.865980919e-01,5.887042607e+00,8.406191666e+00
27196.577033125,6.132197400e-03,-2.786142338e-01,7.013594108e-02,-2.012625771e-01,5.947346561e+00,8.397811961e+00
27196.587039125,6.068266650e-02,-2.677228228e-01,8.098087688e-02,-2.105401085e-01,6.078878015e+00,8.313416352e+00
27196.597044125,8.772191577e-02,-2.536385914e-01,9.636189189e-02,-1.936310593e-01,6.215347510e+00,8.131008113e+00
27196.607050125,8.404222824e-02,-2.357452767e-01,1.113455286e-01,-1.511339798e-01,6.284779358e+00,7.879467301e+00
27196.617056125,7.182597632e-02,-2.165055601e-01,1.187247621e-01,-1.601122360e-01,6.269067410e+00,7.682693852e+00
27196.627062125,5.524603977e-02,-2.029150512e-01,1.166652125e-01,-1.096843636e-01,6.248716695e+00,7.647678653e+00
27196.637068125,3.080142763e-02,-2.007042314e-01,1.050644013e-01,-6.628945847e-02,6.137535956e+00,7.627327939e+00
27196.647073125,7.366582218e-03,-2.189497675e-01,8.770147408e-02,-5.671265182e-02,6.103268945e+00,7.641992424e+00
27196.657079125,-3.512706254e-02,-2.410505762e-01,7.904080677e-02,-1.339256554e-01,6.140379070e+00,7.655160533e+00
27196.667085125,-6.314494163e-02,-2.337050919e-01,7.528697927e-02,-1.921346832e-01,6.225522867e+00,7.634660181e+00
27196.677091125,-5.712370368e-02,-2.331196815e-01,6.834335843e-02,-7.751227875e-02,6.163722536e+00,7.769932575e+00
27196.687097125,-4.765285732e-02,-2.236978594e-01,5.988346948e-02,-3.995324020e-02,6.087706634e+00,7.884255704e+00
27196.697102125,-2.821012237e-02,-2.050566402e-01,5.683950391e-02,3.142389679e-02,6.013785658e+00,7.869591219e+00
27196.707108125,-1.395919134e-02,-1.702138029e-01,5.825004250e-02,-5.536591339e-03,5.957222643e+00,7.832032181e+00
27196.717114125,1.054756285e-02,-1.349203783e-01,7.045598184e-02,-1.714846939e-01,5.938817218e+00,7.788936551e+00
27196.727120125,4.131409765e-02,-1.074320455e-01,7.576197005e-02,-2.445078445e-01,5.927145485e+00,7.820210810e+00
27196.737126125,5.523330926e-02,-8.884136331e-02,7.618987014e-02,-2.313397354e-01,5.881206741e+00,7.763647796e+00
27196.747132125,4.627429742e-02,-7.545568188e-02,6.772219727e-02,-1.729810699e-01,5.850381394e+00,7.614608743e+00
27196.757137125,2.983136009e-02,-6.841117126e-02,5.529240497e-02,-1.488894157e-01,5.879560727e+00,7.507019305e+00
27196.767143125,1.841668964e-02,-7.540455448e-02,3.786184750e-02,-2.000654762e-01,5.913678101e+00,7.565976521e+00
27196.777149125,1.342686403e-02,-8.513302448e-02,2.631006646e-02,-3.326443932e-01,5.955726267e+00,7.623287724e+00
27196.787155125,8.319554470e-03,-9.212574472e-02,2.128022373e-02,-4.571428795e-01,6.002413200e+00,7.615207293e+00
27196.797161125,8.491260295e-03,-8.726897219e-02,1.698628431e-02,-5.137058937e-01,6.054337448e+00,7.575702966e+00
27196.807166125,1.313444812e-02,-8.168920709e-02,1.081852033e-02,-5.316624062e-01,6.073191786e+00,7.589020712e+00
27196.817172125,1.836362986e-02,-8.193239085e-02,2.545729208e-03,-5.235819756e-01,6.099976917e+00,7.619247508e+00
27196.827178125,1.431003136e-02,-8.121957973e-02,-7.859920136e-03,-5.181950218e-01,6.098630179e+00,7.590666726e+00
27196.837184125,-4.129123421e-03,-7.666261419e-02,-2.601227860e-02,-5.439326897e-01,6.042516077e+00,7.474996858e+00
27196.847190125,-2.447925063e-02,-6.588901073e-02,-4.152920494e-02,-5.588964500e-01,6.023661739e+00,7.408857037e+00
27196.857195125,-3.373163981e-02,-4.939008379e-02,-4.907720300e-02,-5.630863029e-01,6.083067868e+00,7.480084537e+00
27196.867201125,-3.587221350e-02,-2.735885539e-02,-5.092397139e-02,-5.599439133e-01,6.135291392e+00,7.597550056e+00
27196.877207125,-3.526117392e-02,-1.122876598e-02,-4.834004706e-02,-6.063315704e-01,6.132298640e+00,7.609820339e+00
27196.887213125,-2.691201067e-02,-2.597207076e-03,-4.892393917e-02,-6.013935295e-01,6.126013860e+00,7.663240964e+00
27196.897219125,-2.022368517e-02,-4.456635318e-03,-5.932451003e-02,-5.430348640e-01,6.071096860e+00,7.726537670e+00
27196.907224125,-9.393888440e-03,-2.907228971e-03,-7.574643235e-02,-5.174468338e-01,5.966051262e+00,7.692270659e+00
27196.917230125,3.887177845e-03,3.137105711e-03,-9.286143622e-02,-5.074211143e-01,5.929988599e+00,7.713070286e+00
27196.927236125,2.306730266e-02,6.032932808e-03,-1.043617920e-01,-5.726631096e-01,5.935824466e+00,7.731924624e+00
27196.937242125,4.664786029e-02,1.697475137e-02,-1.151062808e-01,-6.429927834e-01,5.997026246e+00,7.745092733e+00
27196.947248125,5.504213156e-02,2.991876714e-02,-1.202485857e-01,-7.070376778e-01,6.088305184e+00,7.686734068e+00
27196.957254125,4.823652228e-02,4.280954794e-02,-1.245792719e-01,-6.425438705e-01,6.212803671e+00,7.574505865e+00
27196.967259125,3.491425828e-02,5.272625770e-02,-1.391607183e-01,-4.785410568e-01,6.247369957e+00,7.526621832e+00
27196.977265125,2.565980471e-02,5.471026092e-02,-1.533045216e-01,-3.696048813e-01,6.198438461e+00,7.537096464e+00
27196.987271125,3.283347814e-02,5.583214478e-02,-1.643871464e-01,-3.681085052e-01,6.151601891e+00,7.616105119e+00
