#t[s:double],w.x[rad/s:double],w.y[rad/s:double],w.z[rad/s:double],a.x[m/s^2:double],a.y[m/s^2:double],a.z[m/s^2:double]
131873.763338542,-2.142296287e-01,1.021435603e-01,2.162534330e-01,2.019209825e+00,6.457012240e+00,8.082375892e+00
131873.773345542,-1.513589726e-01,5.204175339e-02,1.599100516e-01,2.371157469e+00,6.416759724e+00,8.075492562e+00
131873.783352542,-8.689019716e-02,2.212173203e-03,7.048229466e-02,2.780117040e+00,6.430676022e+00,8.079233502e+00
131873.793358542,-1.534331873e-02,-4.731923978e-02,-6.150306982e-02,3.257012083e+00,6.304082609e+00,7.996932820e+00
131873.803365542,4.802534034e-02,-9.981015589e-02,-1.961394051e-01,3.511096735e+00,6.190208392e+00,7.945008572e+00
131873.813372542,9.629626410e-02,-1.595195288e-01,-3.284585249e-01,3.463960889e+00,6.096385615e+00,7.757961567e+00
131873.823378542,1.094382006e-01,-2.243422903e-01,-4.464523902e-01,3.287089242e+00,6.040121876e+00,7.447164264e+00
131873.833385542,9.473449077e-02,-2.690239562e-01,-5.242491815e-01,2.949506808e+00,6.045808105e+00,7.112275307e+00
131873.843392542,4.986084308e-02,-2.786315352e-01,-5.472465480e-01,2.523189275e+00,6.083067868e+00,6.876446443e+00
131873.853399542,-8.275803686e-03,-2.542652948e-01,-5.362597630e-01,2.155080769e+00,6.073790337e+00,6.735038908e+00
131873.863405542,-6.585306597e-02,-2.151497353e-01,-4.981396398e-01,1.837549774e+00,6.078429102e+00,6.676380967e+00
131873.873412542,-1.146655346e-01,-1.790851426e-01,-4.417332359e-01,1.502062267e+00,6.079925478e+00,6.760327663e+00
131873.883419542,-1.482626765e-01,-1.539220772e-01,-3.840751161e-01,1.226878713e+00,6.123470021e+00,6.873304053e+00
131873.893425542,-1.610685886e-01,-1.622886141e-01,-3.432089082e-01,1.083376251e+00,6.178536659e+00,7.019051080e+00
131873.903432542,-1.516145464e-01,-1.939960420e-01,-3.167724014e-01,9.726444244e-01,6.254702200e+00,7.203853520e+00
131873.913439542,-1.235304405e-01,-2.453113858e-01,-3.069216557e-01,9.235632904e-01,6.323535497e+00,7.381323718e+00
131873.923445542,-8.489937458e-02,-3.056515643e-01,-3.159734242e-01,9.235632904e-01,6.421697765e+00,7.505822205e+00
131873.933452542,-4.425049539e-02,-3.612540548e-01,-3.302539958e-01,9.409212524e-01,6.499658957e+00,7.530512409e+00
131873.943459542,-5.395280581e-03,-4.122860674e-01,-3.468245567e-01,9.401730644e-01,6.572532470e+00,7.533355524e+00
131873.953465542,1.825666332e-02,-4.496759932e-01,-3.581193703e-01,9.433154541e-01,6.615628100e+00,7.446565714e+00
131873.963472542,1.824309154e-02,-4.627009807e-01,-3.640549538e-01,9.729436996e-01,6.610241146e+00,7.299471949e+00
131873.973479542,1.034502332e-02,-4.468997462e-01,-3.507920105e-01,1.006911436e+00,6.554725595e+00,7.171980711e+00
131873.983486542,-1.138335406e-02,-4.076618958e-01,-3.265665928e-01,1.054645831e+00,6.442347755e+00,7.139509351e+00
131873.993492542,-4.436643690e-02,-3.572088110e-01,-3.039964867e-01,1.173607726e+00,6.304232246e+00,7.043292371e+00
131874.003499542,-6.368522160e-02,-3.281583277e-01,-2.929280977e-01,1.271171444e+00,6.192004044e+00,7.032518464e+00
131874.013506542,-6.208791785e-02,-3.277220851e-01,-2.907969366e-01,1.337460902e+00,6.150853703e+00,7.177367664e+00
131874.023512542,-5.310931178e-02,-3.546822444e-01,-3.194766540e-01,1.496226400e+00,6.062268241e+00,7.245602412e+00
131874.033519542,-4.968939109e-02,-4.126590667e-01,-3.653335735e-01,1.633892995e+00,6.035183835e+00,7.197568741e+00
131874.043526542,-4.447103190e-02,-4.698274827e-01,-4.167986418e-01,1.699733541e+00,6.078129827e+00,7.180958967e+00
131874.053532542,-4.458412303e-02,-5.150295649e-01,-4.716561328e-01,1.762431697e+00,6.063465342e+00,7.159860065e+00
131874.063539542,-4.946964719e-02,-5.282679847e-01,-5.102697676e-01,1.734449465e+00,6.092794312e+00,7.107187628e+00
131874.073546542,-6.319243200e-02,-5.276887827e-01,-5.232029432e-01,1.558625281e+00,6.094739601e+00,7.176320201e+00
131874.083552542,-8.206452368e-02,-4.944558471e-01,-5.161588713e-01,1.365892047e+00,6.086509533e+00,7.196222002e+00
131874.093559542,-9.489939982e-02,-4.527679402e-01,-4.834173184e-01,1.149815347e+00,6.078129827e+00,7.301267600e+00
131874.103566542,-8.263102758e-02,-4.120548763e-01,-4.370816910e-01,9.094973557e-01,6.113145026e+00,7.535899363e+00
131874.113573542,-6.385710186e-02,-3.952262792e-01,-3.919568343e-01,7.104793427e-01,6.220734464e+00,7.752724251e+00
131874.123579542,-4.186816800e-02,-3.884272114e-01,-3.574616453e-01,6.980594215e-01,6.217891349e+00,7.796568069e+00
131874.133586542,-2.408853923e-02,-3.998132439e-01,-3.504780989e-01,8.043021202e-01,6.249614521e+00,7.747187659e+00
131874.143593542,-1.361106931e-02,-4.195788748e-01,-3.789291615e-01,1.065719014e+00,6.195744984e+00,7.638251484e+00
131874.153599542,-1.900552764e-02,-4.461803295e-01,-4.370803169e-01,1.334168875e+00,6.209062730e+00,7.521384515e+00
131874.163606542,-2.372128786e-02,-4.735813054e-01,-4.941626174e-01,1.437119547e+00,6.173149706e+00,7.529165671e+00
131874.173613542,-2.705897501e-02,-4.904248180e-01,-5.263551213e-01,1.328781921e+00,6.150554427e+00,7.673865234e+00
131874.183619542,-3.310998835e-02,-4.867449138e-01,-5.337069625e-01,1.202188509e+00,6.095038876e+00,7.802703210e+00
131874.193626542,-2.658261359e-02,-4.658398923e-01,-5.100757551e-01,1.016937155e+00,6.038475862e+00,7.964311823e+00
131874.203633542,-5.217822110e-03,-4.302667647e-01,-4.582508194e-01,8.233060959e-01,6.054038173e+00,8.176946857e+00
131874.213640542,3.195301200e-02,-4.031791307e-01,-4.113240332e-01,7.433996155e-01,6.096984165e+00,8.335113805e+00
131874.223646542,7.218401076e-02,-4.051547787e-01,-3.916027584e-01,7.760206131e-01,6.157886670e+00,8.340650396e+00
131874.233653542,1.059848123e-01,-4.198159881e-01,-4.044891494e-01,8.988730858e-01,6.204423965e+00,8.167370051e+00
131874.243660542,1.296734874e-01,-4.596711393e-01,-4.503245768e-01,1.041926635e+00,6.286126096e+00,7.933935389e+00
131874.253666542,1.445708919e-01,-5.049893345e-01,-5.133250878e-01,1.101033488e+00,6.359897435e+00,7.723694556e+00
131874.263673542,1.584607409e-01,-5.524770320e-01,-5.735170228e-01,1.041926635e+00,6.414964073e+00,7.587524336e+00
131874.273680542,1.612311865e-01,-5.889271800e-01,-6.172175582e-01,9.144353966e-01,6.486790123e+00,7.517045025e+00
131874.283686542,1.549064117e-01,-6.038652831e-01,-6.391461326e-01,7.501333076e-01,6.592583909e+00,7.431901228e+00
131874.293693542,1.447974313e-01,-6.025852106e-01,-6.275410875e-01,6.045359192e-01,6.669647275e+00,7.371447636e+00
131874.303700542,1.314705809e-01,-5.860934426e-01,-5.966697701e-01,4.053682686e-01,6.805218944e+00,7.382969732e+00
131874.313706542,1.150243455e-01,-5.686530360e-01,-5.571309158e-01,2.804208694e-01,6.910713454e+00,7.365611770e+00
131874.323713542,8.712837973e-02,-5.543259360e-01,-5.156994270e-01,1.749263588e-01,7.046135486e+00,7.295731009e+00
131874.333720542,4.375403966e-02,-5.425207787e-01,-4.797138158e-01,2.124853973e-01,7.122301026e+00,7.141454639e+00
131874.343727542,-2.231753676e-02,-5.085687047e-01,-4.530290899e-01,3.715501701e-01,7.215375616e+00,6.963535529e+00
131874.353733542,-1.000240486e-01,-4.450099327e-01,-4.314296631e-01,6.082768593e-01,7.311143682e+00,6.835146465e+00
131874.363740542,-1.596214428e-01,-3.736582451e-01,-4.141494555e-01,8.373720306e-01,7.378779879e+00,6.871957315e+00
131874.373747542,-1.997145741e-01,-3.196089606e-01,-4.160022457e-01,9.894038361e-01,7.444770062e+00,7.030872450e+00
131874.383753542,-2.167616290e-01,-3.011082838e-01,-4.371619932e-01,1.127818620e+00,7.490259894e+00,7.216871992e+00
131874.393760542,-2.278909550e-01,-3.129422735e-01,-4.773781507e-01,1.265634853e+00,7.448062090e+00,7.308899118e+00
131874.403767542,-2.302188438e-01,-3.378517500e-01,-5.292716093e-01,1.411531516e+00,7.302763976e+00,7.281814712e+00
131874.413773542,-2.071691618e-01,-3.685004525e-01,-5.740826650e-01,1.426644914e+00,7.194276714e+00,7.413795078e+00
131874.423780542,-1.612506089e-01,-3.899973731e-01,-6.046861089e-01,1.410334415e+00,7.048080775e+00,7.592163102e+00
131874.433787000,-9.288555623e-02,-4.154239742e-01,-6.100699261e-01,1.285536654e+00,6.954706910e+00,7.760655044e+00
131874.443794000,-3.819879089e-02,-4.359934758e-01,-5.813188762e-01,1.121982753e+00,6.880337021e+00,7.808239802e+00
131874.453800000,-7.170611219e-03,-4.445705815e-01,-5.304755577e-01,1.036090768e+00,6.839186680e+00,7.628525040e+00
131874.463807000,1.414133087e-02,-4.288403455e-01,-4.660086088e-01,1.116296524e+00,6.818985603e+00,7.378031691e+00
131874.473814000,3.504873950e-02,-3.814382757e-01,-4.029000827e-01,1.365293497e+00,6.744466077e+00,7.197119828e+00
131874.483820000,6.875545133e-02,-3.232819298e-01,-3.598760571e-01,1.708262885e+00,6.681917558e+00,7.062296347e+00
131874.493827000,1.069769344e-01,-2.851898706e-01,-3.653012633e-01,2.118419556e+00,6.620117228e+00,6.920439899e+00
131874.503834000,1.440284848e-01,-2.967329097e-01,-4.152897186e-01,2.435950552e+00,6.560411824e+00,6.686705962e+00
131874.513840000,1.830135456e-01,-3.538756836e-01,-4.947898556e-01,2.580799752e+00,6.530633941e+00,6.466439409e+00
131874.523847000,2.179710838e-01,-4.403327566e-01,-5.785400062e-01,2.573916422e+00,6.563404576e+00,6.326228974e+00
131874.533854000,2.430272345e-01,-5.112164553e-01,-6.344836988e-01,2.336890458e+00,6.677578068e+00,6.179434485e+00
131874.543860000,2.491067064e-01,-5.538701861e-01,-6.529428418e-01,2.043900030e+00,6.771849758e+00,6.009895080e+00
131874.553867000,2.491008429e-01,-5.746931910e-01,-6.181532666e-01,1.647510017e+00,6.828562410e+00,5.903053831e+00
131874.563874000,2.440660683e-01,-5.824029927e-01,-5.447430843e-01,1.188721124e+00,6.964283717e+00,5.886444057e+00
131874.573881000,2.364684740e-01,-5.772148880e-01,-4.565828644e-01,8.670002762e-01,7.149235795e+00,5.873575223e+00
131874.583887000,2.277178611e-01,-5.722932362e-01,-3.641673994e-01,6.937199310e-01,7.353640762e+00,5.856366898e+00
131874.593894000,2.122228854e-01,-5.649470447e-01,-2.853580376e-01,6.706757401e-01,7.566874347e+00,5.792022729e+00
131874.603901000,1.760561278e-01,-5.500033532e-01,-2.347157852e-01,8.319850769e-01,7.771877864e+00,5.607669201e+00
131874.613907000,1.352793754e-01,-5.454827054e-01,-1.998988494e-01,1.032349828e+00,7.879018388e+00,5.425859512e+00
131874.623914000,7.838985367e-02,-5.409617465e-01,-1.798735224e-01,1.215356618e+00,7.927800247e+00,5.320065726e+00
131874.633921000,9.836692711e-03,-5.325958104e-01,-1.748002800e-01,1.440710849e+00,7.902062579e+00,5.201253469e+00
131874.643927000,-5.106945116e-02,-5.103950590e-01,-1.847439884e-01,1.648557481e+00,7.813028205e+00,5.219209982e+00
131874.653934000,-9.051995588e-02,-4.651413283e-01,-1.864185105e-01,1.755698005e+00,7.743596357e+00,5.423914223e+00
131874.663941000,-1.160303674e-01,-4.062510652e-01,-1.755005413e-01,1.795651245e+00,7.638251484e+00,5.713014074e+00
131874.673947000,-1.288854965e-01,-3.428583182e-01,-1.620801228e-01,1.751358514e+00,7.547571096e+00,5.937470480e+00
131874.683954000,-1.242600534e-01,-2.882829264e-01,-1.419561369e-01,1.664718342e+00,7.430255215e+00,6.142473997e+00
131874.693961000,-9.854240849e-02,-2.603824566e-01,-1.217087772e-01,1.588852077e+00,7.364564307e+00,6.357054321e+00
131874.703968000,-7.195271112e-02,-2.504319579e-01,-1.211115429e-01,1.607556777e+00,7.308450205e+00,6.458957529e+00
131874.713974000,-5.582859510e-02,-2.560423050e-01,-1.484390863e-01,1.770811403e+00,7.192630700e+00,6.338199982e+00
131874.723981000,-5.314216001e-02,-2.837592988e-01,-2.063240058e-01,1.984493901e+00,7.138312250e+00,6.180631586e+00
131874.733988000,-6.417609751e-02,-3.240471952e-01,-2.810757891e-01,2.122609409e+00,7.104943064e+00,6.036380936e+00
131874.743994000,-8.263617533e-02,-3.553843196e-01,-3.614704639e-01,2.188749230e+00,7.046285123e+00,5.906046583e+00
131874.754001000,-8.921240822e-02,-3.546837189e-01,-4.257672122e-01,2.136974619e+00,6.994360875e+00,5.894973400e+00
131874.764008000,-8.572554929e-02,-3.285518846e-01,-4.635225595e-01,1.864933456e+00,6.962936978e+00,6.000916824e+00
131874.774014000,-7.038540546e-02,-3.085182261e-01,-4.473636103e-01,1.461510476e+00,6.991817036e+00,6.162375798e+00
131874.784021000,-3.379890266e-02,-2.979527825e-01,-3.996881549e-01,9.374795876e-01,7.091625317e+00,6.323385860e+00
131874.794028000,5.925136487e-03,-3.017216999e-01,-3.279298399e-01,5.363011719e-01,7.161057166e+00,6.423343779e+00
131874.804035000,3.080905321e-02,-3.037906640e-01,-2.578977847e-01,3.579331482e-01,7.290044780e+00,6.334608680e+00
131874.814041000,3.756835863e-02,-2.980722256e-01,-2.109827257e-01,4.622305580e-01,7.371297999e+00,6.103867495e+00
131874.824048000,2.507957375e-02,-2.764398800e-01,-1.832062273e-01,7.022492744e-01,7.481730550e+00,5.876418337e+00
131874.834055000,2.561556734e-03,-2.423945322e-01,-1.670911788e-01,9.487024078e-01,7.520935603e+00,5.706878932e+00
131874.844061000,-2.182136964e-02,-2.182673049e-01,-1.522602289e-01,1.066317564e+00,7.548768197e+00,5.663184752e+00
131874.854068000,-4.726869259e-02,-1.977006494e-01,-1.439450810e-01,1.151012448e+00,7.523778717e+00,5.667224967e+00
131874.864075000,-5.698269931e-02,-1.809450880e-01,-1.244161609e-01,1.248127253e+00,7.488164967e+00,5.766135423e+00
131874.874081000,-4.788398935e-02,-1.607349741e-01,-1.115877055e-01,1.357961254e+00,7.478288885e+00,5.967248363e+00
131874.884088000,-2.172265942e-02,-1.312449238e-01,-1.000194202e-01,1.548898837e+00,7.488913155e+00,6.162525436e+00
131874.894095000,4.712336317e-03,-1.052929833e-01,-9.310192615e-02,1.713350563e+00,7.584681222e+00,6.286724647e+00
131874.904101000,2.433123824e-02,-8.684029416e-02,-1.082840403e-01,1.906831985e+00,7.630171053e+00,6.218190624e+00
131874.914108000,3.641649148e-02,-7.333865784e-02,-1.489142327e-01,2.099116306e+00,7.720552166e+00,6.071096860e+00
131874.924115000,2.896410038e-02,-6.260435620e-02,-2.076582269e-01,2.238728190e+00,7.786243074e+00,5.857713637e+00
131874.934122000,-3.463114258e-03,-4.393484476e-02,-2.685658855e-01,2.331952417e+00,7.826794865e+00,5.599888046e+00
131874.944128000,-5.332076358e-02,5.106445973e-03,-3.296079993e-01,2.356492984e+00,7.845798840e+00,5.431695379e+00
131874.954135000,-9.307254440e-02,6.332044615e-02,-3.673660641e-01,2.300528520e+00,7.959074506e+00,5.464765289e+00
131874.964142000,-1.298646317e-01,1.186298929e-01,-3.681608654e-01,2.034772136e+00,8.057087137e+00,5.639392373e+00
131874.974148000,-1.672535357e-01,1.668220264e-01,-3.547783992e-01,1.739686781e+00,8.072649448e+00,5.705232919e+00
131874.984155000,-1.953752217e-01,2.075831888e-01,-3.344269179e-01,1.528997035e+00,8.163030560e+00,5.747879636e+00
131874.994162000,-2.194986389e-01,2.540617466e-01,-3.179762716e-01,1.409137315e+00,8.215403722e+00,5.834669446e+00
131875.004168000,-2.541955897e-01,2.871197158e-01,-3.058510919e-01,1.355267777e+00,8.218396474e+00,5.787982513e+00
131875.014175000,-2.829110524e-01,2.982552963e-01,-3.081562469e-01,1.355417415e+00,8.104671895e+00,5.825990465e+00
131875.024182000,-2.726341554e-01,2.955533435e-01,-3.348280516e-01,1.375319216e+00,8.011896581e+00,6.086509533e+00
131875.034189000,-2.373582363e-01,2.820663990e-01,-3.609303514e-01,1.384297472e+00,7.963264359e+00,6.538265459e+00
131875.044195000,-1.870581890e-01,2.522666023e-01,-3.845530125e-01,1.262492463e+00,7.926154234e+00,6.913406931e+00
131875.054202000,-1.321023368e-01,2.089789449e-01,-4.097120359e-01,1.137395426e+00,7.806444151e+00,7.110030743e+00
131875.064209000,-7.199533607e-02,1.575052392e-01,-4.322997859e-01,1.096245085e+00,7.696759787e+00,7.186495558e+00
131875.074215000,-2.695165834e-02,1.058615968e-01,-4.526046094e-01,1.080383499e+00,7.646481552e+00,7.160009702e+00
131875.084222000,-1.212943583e-02,7.484313368e-02,-4.671279043e-01,1.053149455e+00,7.633911993e+00,7.009773548e+00
131875.094229000,-2.466253765e-02,6.828822092e-02,-4.744221614e-01,1.050455978e+00,7.627926489e+00,6.773495772e+00
131875.104235000,-3.252491866e-02,9.718123964e-02,-4.697642285e-01,1.061529161e+00,7.595754404e+00,6.757634186e+00
131875.114242000,-3.214966474e-02,1.554277011e-01,-4.636627801e-01,1.018433531e+00,7.553406963e+00,6.941838076e+00
131875.124249000,-1.141966186e-02,2.269437572e-01,-4.539091048e-01,1.003170496e+00,7.413645441e+00,7.164648468e+00
131875.134255000,1.536386103e-02,2.543715749e-01,-4.508679297e-01,8.276455864e-01,7.406762111e+00,7.427861013e+00
131875.144262000,3.949987586e-02,2.259648343e-01,-4.532720436e-01,5.933130989e-01,7.268048052e+00,7.461379836e+00
131875.154269000,6.077963264e-02,1.534604696e-01,-4.691856454e-01,3.993827644e-01,7.188590485e+00,7.353491124e+00
131875.164276000,7.850452522e-02,3.771562770e-02,-4.848747042e-01,2.268506073e-01,7.173626724e+00,7.316829911e+00
131875.174282000,7.789110984e-02,-6.855638852e-02,-5.143367738e-01,1.659481026e-01,7.086088726e+00,7.147589781e+00
131875.184289000,7.153668656e-02,-1.348104185e-01,-5.376006683e-01,2.063502556e-01,6.993762325e+00,6.933009457e+00
131875.194296000,7.255718528e-02,-1.423794131e-01,-5.375622550e-01,1.616086121e-01,6.915052945e+00,6.912209830e+00
131875.204302000,7.985308717e-02,-8.999288924e-02,-5.000882863e-01,3.486556168e-02,6.841730519e+00,6.980893491e+00
131875.214309000,1.001012927e-01,-2.794845749e-02,-4.297242748e-01,-1.984194626e-01,6.875847893e+00,7.118410448e+00
131875.224316000,1.045965590e-01,3.710364115e-02,-3.394889138e-01,-4.958990189e-01,6.937947498e+00,7.126939792e+00
131875.234322000,8.562603816e-02,7.477815788e-02,-2.505638894e-01,-6.307224998e-01,6.919242798e+00,6.900987010e+00
131875.244329000,5.564394403e-02,7.897507698e-02,-1.694595049e-01,-6.165069275e-01,6.879588833e+00,6.681767921e+00
131875.254336000,1.005549316e-02,4.460654140e-02,-1.004182279e-01,-5.523123955e-01,6.759729112e+00,6.509535039e+00
131875.264343000,-3.681977611e-02,-5.257202096e-03,-6.931088662e-02,-3.121440414e-01,6.624157443e+00,6.421548128e+00
131875.274349000,-6.269978052e-02,-3.846917922e-02,-6.778914317e-02,7.646481552e-02,6.534823794e+00,6.506093374e+00
131875.284356000,-6.280353645e-02,-4.036306354e-02,-6.711233842e-02,4.058171814e-01,6.369025329e+00,6.747309191e+00
131875.294363000,-6.282036898e-02,-7.877058382e-03,-6.808073480e-02,6.769605194e-01,6.217143161e+00,6.850858413e+00
131875.304369000,-7.171521375e-02,3.545252583e-02,-7.123338165e-02,8.306383385e-01,6.138882694e+00,6.775590698e+00
131875.314376000,-8.693962656e-02,5.126473884e-02,-6.516867654e-02,7.737760490e-01,6.043114628e+00,6.671442926e+00
131875.324383000,-9.868665720e-02,3.377517869e-02,-3.892492419e-02,5.385457359e-01,6.018125148e+00,6.661417207e+00
131875.334389000,-1.095937340e-01,-1.550698011e-04,1.275974337e-03,2.424129181e-01,6.018125148e+00,6.742670425e+00
131875.344396000,-1.101226550e-01,-4.611031082e-02,4.780261931e-02,1.098340012e-01,5.983109949e+00,6.860435220e+00
131875.354403000,-1.073976341e-01,-9.260175976e-02,8.659254618e-02,1.273416008e-01,5.998223347e+00,6.957699662e+00
131875.364410000,-1.280947599e-01,-1.119000949e-01,9.791288305e-02,3.708019821e-01,5.989694003e+00,6.875997530e+00
131875.374416000,-1.544100801e-01,-1.075442936e-01,8.670294480e-02,6.561608925e-01,6.062268241e+00,6.730100867e+00
131875.384423000,-1.720206946e-01,-8.893002608e-02,6.154069420e-02,8.366238426e-01,6.115988141e+00,6.793098298e+00
131875.394430000,-1.903742720e-01,-5.544672624e-02,3.283110839e-02,8.581716576e-01,6.169708041e+00,6.848464211e+00
131875.404436000,-2.061625647e-01,-1.713083489e-02,1.877300456e-02,6.992565224e-01,6.232406197e+00,6.931812357e+00
131875.414443000,-2.120385659e-01,1.615616009e-02,3.114364016e-02,4.017769661e-01,6.236596049e+00,7.048978600e+00
131875.424450000,-1.995836365e-01,4.047932663e-02,7.502917189e-02,4.519055634e-02,6.295702903e+00,7.248894439e+00
131875.434456292,-1.899377710e-01,4.943960676e-02,1.416727983e-01,-3.098994774e-01,6.371868443e+00,7.334936061e+00
131875.444463292,-1.950146429e-01,5.422716356e-02,1.951437875e-01,-4.010287781e-01,6.366631127e+00,7.204601708e+00
131875.454470292,-1.907954914e-01,3.986756808e-02,2.399025960e-01,-3.179799080e-01,6.357802509e+00,7.158812601e+00
131875.464476292,-1.622318799e-01,3.717784462e-02,2.537701837e-01,-1.541267319e-01,6.337002882e+00,7.307851655e+00
131875.474483292,-1.103531912e-01,4.425214767e-02,2.371572794e-01,1.529296310e-01,6.288969211e+00,7.574056952e+00
131875.484490292,-4.823599592e-02,5.441204564e-02,2.158520374e-01,3.383306221e-01,6.326677887e+00,7.838316960e+00
131875.494497292,3.069515940e-03,4.856958706e-02,1.888987000e-01,3.540425705e-01,6.317998906e+00,7.830386167e+00
131875.504503292,4.269808442e-02,2.607931143e-02,1.649789603e-01,2.940378914e-01,6.300192031e+00,7.663540239e+00
131875.514510292,8.387863510e-02,-1.163622774e-03,1.630902393e-01,1.545756447e-01,6.339397083e+00,7.575852603e+00
131875.524517292,1.097657506e-01,-2.325322487e-02,1.754588317e-01,5.237316132e-02,6.372915907e+00,7.497592136e+00
131875.534523292,1.146746288e-01,-2.678235436e-02,1.893466118e-01,5.401917496e-02,6.383540176e+00,7.282113987e+00
131875.544530292,1.064090203e-01,1.501683859e-03,2.096155136e-01,1.728314323e-01,6.343287661e+00,7.138012975e+00
131875.554537292,9.210907514e-02,2.823847156e-02,2.336315270e-01,2.461538582e-01,6.419602839e+00,7.124994503e+00
131875.564543292,6.594645458e-02,6.063098987e-02,2.542914339e-01,2.500444359e-01,6.454767676e+00,7.061997072e+00
131875.574550292,4.301788611e-02,8.172594702e-02,2.819444444e-01,2.929904282e-01,6.443993768e+00,7.007229709e+00
131875.584557292,2.745524281e-02,8.600050248e-02,3.116801549e-01,2.392705284e-01,6.545148788e+00,7.030273900e+00
131875.594564292,2.659141303e-02,8.725586148e-02,3.219466082e-01,2.473509590e-01,6.600963615e+00,7.090128941e+00
131875.604570292,3.578643073e-02,1.064897523e-01,3.283764724e-01,3.278559898e-01,6.731896518e+00,7.175721651e+00
131875.614577292,4.670065606e-02,1.634269360e-01,3.447486105e-01,4.393360046e-01,6.776488524e+00,7.269694066e+00
131875.624584292,4.453397525e-02,2.394194671e-01,3.587648945e-01,4.776432312e-01,6.873453691e+00,7.176918752e+00
131875.634590292,3.258047727e-02,2.831847514e-01,3.714848487e-01,3.998316772e-01,7.060201421e+00,7.056161205e+00
131875.644597292,-3.799834931e-03,2.458476885e-01,3.592977453e-01,3.564367722e-01,7.078157933e+00,6.871059489e+00
131875.654604292,-4.026355001e-02,1.377878518e-01,3.065244747e-01,4.758475800e-01,6.973112335e+00,6.762871502e+00
131875.664610292,-4.620267462e-02,-1.827050514e-02,2.421066773e-01,5.123591553e-01,7.070526415e+00,6.935852572e+00
131875.674617292,-3.893332475e-02,-1.533282290e-01,1.757018524e-01,6.166565651e-01,7.085939088e+00,7.218218730e+00
131875.684624292,-5.072288190e-02,-1.956225943e-01,1.376440080e-01,7.538742477e-01,7.202656419e+00,7.302614339e+00
131875.694631292,-9.314400669e-02,-1.306010264e-01,1.433401379e-01,7.974187904e-01,7.274482469e+00,7.205649171e+00
131875.704637292,-1.494360056e-01,1.709998635e-02,1.814314203e-01,8.759785324e-01,7.229441550e+00,7.079504671e+00
131875.714644292,-1.860069021e-01,1.872854542e-01,2.251301399e-01,8.702923035e-01,7.290493693e+00,7.164349193e+00
131875.724651292,-1.865961036e-01,3.094366478e-01,2.618524962e-01,8.131307388e-01,7.268197690e+00,7.464073313e+00
131875.734657292,-1.586150043e-01,3.526190613e-01,2.745462577e-01,7.793126404e-01,7.250091540e+00,7.800009734e+00
131875.744664292,-1.092416859e-01,3.268148676e-01,2.394300186e-01,9.630676178e-01,7.117961536e+00,7.976282831e+00
131875.754671292,-4.256786048e-02,2.908485694e-01,1.848782796e-01,1.180491056e+00,7.161206803e+00,8.052448371e+00
131875.764677292,1.168777629e-02,2.402978733e-01,1.425496341e-01,1.301996790e+00,7.228543725e+00,8.039729175e+00
131875.774684292,-1.659096353e-02,1.809819900e-01,9.858841555e-02,1.226130525e+00,7.419182032e+00,7.446266438e+00
131875.784691292,-9.442087046e-02,1.277959985e-01,5.129530866e-02,1.267430504e+00,7.388955236e+00,6.602459991e+00
131875.794698292,-1.354463016e-01,1.017385705e-01,3.432021932e-03,1.322946055e+00,7.347056707e+00,6.454767676e+00
131875.804704292,-1.260935831e-01,9.138534893e-02,-3.613512121e-02,1.308131932e+00,7.416189280e+00,6.836493203e+00
131875.814711292,-1.122698863e-01,9.417068582e-02,-5.683555879e-02,1.213411329e+00,7.433996155e+00,7.080402497e+00
131875.824718292,-1.244654881e-01,9.358741146e-02,-6.189360040e-02,1.108964281e+00,7.381024443e+00,6.963385891e+00
131875.834724292,-1.589023361e-01,9.106499625e-02,-7.439549856e-02,1.062875900e+00,7.370998724e+00,6.723816087e+00
131875.844731292,-1.964075280e-01,1.157999116e-01,-9.770817607e-02,1.193509528e+00,7.336582075e+00,6.609193683e+00
131875.854738292,-2.303971378e-01,1.663856444e-01,-1.028823106e-01,1.295712011e+00,7.423820798e+00,6.662315032e+00
131875.864744292,-2.750458608e-01,2.342470405e-01,-9.039704063e-02,1.248576166e+00,7.395090378e+00,6.641365768e+00
131875.874751292,-3.332609385e-01,3.059274679e-01,-6.458223194e-02,1.246780515e+00,7.280168698e+00,6.538864009e+00
131875.884758292,-4.106214912e-01,3.643644390e-01,-3.988623427e-02,1.222239948e+00,7.216123804e+00,6.440701741e+00
131875.894764292,-4.916267969e-01,4.340849463e-01,-2.405027469e-02,1.313518886e+00,6.957400387e+00,6.353014105e+00
131875.904771292,-5.300910582e-01,4.948613291e-01,-9.397712914e-03,1.321449679e+00,6.833201176e+00,6.645405983e+00
131875.914778292,-5.188519424e-01,5.346510976e-01,-1.334611626e-02,1.375319216e+00,6.593631372e+00,7.180510054e+00
131875.924785292,-4.501925667e-01,5.361984263e-01,-4.128348305e-02,1.449988380e+00,6.414365523e+00,7.718307602e+00
131875.934791292,-3.504074416e-01,4.732444516e-01,-7.944163920e-02,1.393425366e+00,6.211756207e+00,8.164078024e+00
131875.944798292,-2.209064829e-01,3.469853663e-01,-1.575803599e-01,1.455375334e+00,5.828534304e+00,8.458714465e+00
131875.954805292,-5.027658762e-02,1.820722523e-01,-2.458194107e-01,1.524358270e+00,5.556642778e+00,8.858995055e+00
