#t[s:double],filename[string]
129907.870626416,129907870626416.png
129907.903952500,129907903952500.png
129907.937278500,129907937278500.png
129907.970604583,129907970604583.png
129908.003930583,129908003930583.png
129908.037256750,129908037256750.png
129908.070582833,129908070582833.png
129908.103908916,129908103908916.png
129908.137234833,129908137234833.png
129908.170560791,129908170560791.png
129908.203886958,129908203886958.png
129908.237212833,129908237212833.png
129908.270539083,129908270539083.png
129908.303865125,129908303865125.png
129908.337191208,129908337191208.png
129908.370517000,129908370517000.png
129908.403843083,129908403843083.png
129908.437169208,129908437169208.png
129908.470495375,129908470495375.png
129908.503821458,129908503821458.png
129908.537147250,129908537147250.png
129908.570473416,129908570473416.png
129908.603799458,129908603799458.png
129908.637125458,129908637125458.png
129908.670451708,129908670451708.png
129908.703777750,129908703777750.png
129908.737103750,129908737103750.png
129908.770429833,129908770429833.png
129908.803755958,129908803755958.png
129908.837082000,129908837082000.png
129908.870408000,129908870408000.png
129908.903733916,129908903733916.png
129908.937060083,129908937060083.png
129908.970386208,129908970386208.png
129909.003712208,129909003712208.png
129909.037038250,129909037038250.png
129909.070364250,129909070364250.png
129909.103690208,129909103690208.png
129909.137016375,129909137016375.png
129909.170342375,129909170342375.png
129909.203668500,129909203668500.png
129909.236994500,129909236994500.png
129909.270320500,129909270320500.png
129909.303646583,129909303646583.png
129909.336972541,129909336972541.png
129909.370298750,129909370298750.png
129909.403624750,129909403624750.png
129909.436950833,129909436950833.png
129909.470276750,129909470276750.png
129909.503602916,129909503602916.png
129909.536928916,129909536928916.png
129909.570255125,129909570255125.png
129909.603581041,129909603581041.png
129909.636907041,129909636907041.png
129909.670233125,129909670233125.png
129909.703559208,129909703559208.png
129909.736885166,129909736885166.png
129909.770211291,129909770211291.png
129909.803537416,129909803537416.png
129909.836863250,129909836863250.png
129909.870189458,129909870189458.png
129909.903515500,129909903515500.png
129909.936841541,129909936841541.png
129909.970167666,129909970167666.png
129910.003493625,129910003493625.png
129910.036819583,129910036819583.png
129910.070145833,129910070145833.png
129910.103471833,129910103471833.png
129910.136797875,129910136797875.png
129910.170123875,129910170123875.png
129910.203449833,129910203449833.png
129910.236775875,129910236775875.png
129910.270102083,129910270102083.png
129910.303428125,129910303428125.png
129910.336754208,129910336754208.png
129910.370080125,129910370080125.png
129910.403406083,129910403406083.png
129910.436732208,129910436732208.png
129910.470058333,129910470058333.png
129910.503384458,129910503384458.png
129910.536710500,129910536710500.png
129910.570036458,129910570036458.png
129910.603362583,129910603362583.png
129910.636688666,129910636688666.png
129910.670014791,129910670014791.png
129910.703340833,129910703340833.png
129910.736666708,129910736666708.png
129910.769992750,129910769992750.png
129910.803318750,129910803318750.png
129910.836644833,129910836644833.png
129910.869970958,129910869970958.png
129910.903297166,129910903297166.png
129910.936623083,129910936623083.png
129910.969949125,129910969949125.png
129911.003275166,129911003275166.png
129911.036601333,129911036601333.png
129911.069927250,129911069927250.png
129911.103253125,129911103253125.png
129911.136579208,129911136579208.png
129911.169905500,129911169905500.png
129911.203231458,129911203231458.png
129911.236557583,129911236557583.png
129911.269883583,129911269883583.png
129911.303209625,129911303209625.png
129911.336535625,129911336535625.png
129911.369861708,129911369861708.png
129911.403187833,129911403187833.png
129911.436513958,129911436513958.png
129911.469839875,129911469839875.png
129911.503165791,129911503165791.png
129911.536491875,129911536491875.png
129911.569818000,129911569818000.png
129911.603144041,129911603144041.png
129911.636470041,129911636470041.png
129911.669796041,129911669796041.png
129911.703122208,129911703122208.png
129911.736448208,129911736448208.png
129911.769774375,129911769774375.png
129911.803100500,129911803100500.png
129911.836426250,129911836426250.png
129911.869752333,129911869752333.png
129911.903078583,129911903078583.png
129911.936404541,129911936404541.png
129911.969730625,129911969730625.png
129912.003056833,129912003056833.png
129912.036382750,129912036382750.png
129912.069708791,129912069708791.png
129912.103034833,129912103034833.png
129912.136360875,129912136360875.png
129912.169687000,129912169687000.png
129912.203012875,129912203012875.png
129912.236339000,129912236339000.png
129912.269665000,129912269665000.png
129912.302991083,129912302991083.png
129912.336317208,129912336317208.png
129912.369643208,129912369643208.png
129912.402969041,129912402969041.png
129912.436295250,129912436295250.png
129912.469621416,129912469621416.png
129912.502947541,129912502947541.png
129912.536273541,129912536273541.png
129912.569599541,129912569599541.png
129912.602925541,129912602925541.png
129912.636251583,129912636251583.png
129912.669577708,129912669577708.png
129912.702903750,129912702903750.png
129912.736229833,129912736229833.png
129912.769555750,129912769555750.png
129912.802881875,129912802881875.png
129912.836207958,129912836207958.png
129912.869534166,129912869534166.png
129912.902860208,129912902860208.png
129912.936186000,129912936186000.png
129912.969512000,129912969512000.png
129913.002838083,129913002838083.png
129913.036164125,129913036164125.png
129913.069490375,129913069490375.png
129913.102816375,129913102816375.png
129913.136142291,129913136142291.png
129913.169468416,129913169468416.png
129913.202794458,129913202794458.png
129913.236120458,129913236120458.png
129913.269446708,129913269446708.png
129913.302772458,129913302772458.png
129913.336098583,129913336098583.png
129913.369424625,129913369424625.png
129913.402750791,129913402750791.png
129913.436076791,129913436076791.png
129913.469402916,129913469402916.png
129913.502728916,129913502728916.png
129913.536055041,129913536055041.png
129913.569381041,129913569381041.png
129913.602707291,129913602707291.png
129913.636033208,129913636033208.png
129913.669359083,129913669359083.png
129913.702685125,129913702685125.png
129913.736011333,129913736011333.png
129913.769337375,129913769337375.png
129913.802663541,129913802663541.png
129913.835989541,129913835989541.png
129913.869315500,129913869315500.png
129913.902641541,129913902641541.png
129913.935967583,129913935967583.png
129913.969293708,129913969293708.png
129914.002619708,129914002619708.png
129914.035945625,129914035945625.png
129914.069271750,129914069271750.png
129914.102598000,129914102598000.png
129914.135924000,129914135924000.png
129914.169250125,129914169250125.png
129914.202576083,129914202576083.png
129914.235902000,129914235902000.png
129914.269228083,129914269228083.png
129914.302554208,129914302554208.png
129914.335880125,129914335880125.png
129914.369206166,129914369206166.png
129914.402532291,129914402532291.png
129914.435858375,129914435858375.png
129914.469184458,129914469184458.png
129914.502510500,129914502510500.png
129914.535836500,129914535836500.png
129914.569162708,129914569162708.png
129914.602488625,129914602488625.png
129914.635814666,129914635814666.png
129914.669140583,129914669140583.png
129914.702466833,129914702466833.png
129914.735792875,129914735792875.png
129914.769118833,129914769118833.png
129914.802444875,129914802444875.png
129914.835770875,129914835770875.png
129914.869097000,129914869097000.png
129914.902423125,129914902423125.png
129914.935749250,129914935749250.png
129914.969075083,129914969075083.png
129915.002401166,129915002401166.png
129915.035727166,129915035727166.png
129915.069053333,129915069053333.png
129915.102379416,129915102379416.png
129915.135705375,129915135705375.png
129915.169031416,129915169031416.png
129915.202357458,129915202357458.png
129915.235683500,129915235683500.png
129915.269009666,129915269009666.png
129915.302335791,129915302335791.png
129915.335661666,129915335661666.png
129915.368987666,129915368987666.png
129915.402313791,129915402313791.png
129915.435640041,129915435640041.png
129915.468966083,129915468966083.png
129915.502291833,129915502291833.png
129915.535618041,129915535618041.png
129915.568944125,129915568944125.png
129915.602270166,129915602270166.png
129915.635596208,129915635596208.png
129915.668922333,129915668922333.png
129915.702248333,129915702248333.png
129915.735574250,129915735574250.png
129915.768900375,129915768900375.png
129915.802226416,129915802226416.png
129915.835552541,129915835552541.png
129915.868878500,129915868878500.png
129915.902204583,129915902204583.png
129915.935530541,129915935530541.png
129915.968856750,129915968856750.png
129916.002182750,129916002182750.png
129916.035508833,129916035508833.png
129916.068834833,129916068834833.png
129916.102160958,129916102160958.png
129916.135486958,129916135486958.png
129916.168813041,129916168813041.png
129916.202139083,129916202139083.png
129916.235465000,129916235465000.png
129916.268791125,129916268791125.png
129916.302117125,129916302117125.png
129916.335443375,129916335443375.png
129916.368769416,129916368769416.png
129916.402095500,129916402095500.png
