#t[s:double],q.x[double],q.y[double],q.z[double],q.w[double],p.x[m:double],p.y[m:double],p.z[m:double]
131861.965318667,0.281630347,0.236048371,0.763171574,0.531539604,1.682480,0.173557,1.415467
131861.967818667,0.283068989,0.234621266,0.762498745,0.532371822,1.682173,0.172299,1.415345
131861.970318667,0.283285106,0.234451924,0.762138583,0.532847785,1.681882,0.171049,1.415268
131861.972818667,0.282347599,0.235171568,0.762036743,0.533172734,1.681681,0.169789,1.415287
131861.975318667,0.282607798,0.234098151,0.761680601,0.534016965,1.681328,0.168556,1.415146
131861.977818667,0.282249410,0.234239146,0.761444308,0.534480048,1.681006,0.167326,1.415009
131861.980318667,0.283147595,0.233961676,0.760933165,0.534855913,1.680791,0.166032,1.415038
131861.982818667,0.283267871,0.234670205,0.760638422,0.534900081,1.680553,0.164774,1.415010
131861.985318667,0.283285334,0.234549826,0.760329930,0.535381927,1.680310,0.163491,1.414969
131861.987818667,0.284027058,0.233938161,0.759904163,0.535861704,1.679918,0.162249,1.414781
131861.990318667,0.284267571,0.233870173,0.759555274,0.536257843,1.679635,0.160977,1.414691
131861.992818667,0.283941749,0.234026856,0.759422261,0.536549609,1.679340,0.159719,1.414574
131861.995318667,0.284513638,0.232682413,0.759048513,0.537360991,1.679039,0.158416,1.414477
131861.997818667,0.283703690,0.232567540,0.759013141,0.537888533,1.678596,0.157196,1.414217
131862.000318667,0.284972966,0.232425534,0.758403414,0.538138611,1.678449,0.155876,1.414317
131862.002818667,0.284858571,0.231835158,0.758236564,0.538689380,1.678116,0.154585,1.414191
131862.005318667,0.285225850,0.232875529,0.757839607,0.538604416,1.677919,0.153265,1.414212
131862.007818667,0.285576323,0.232221793,0.757526435,0.539141336,1.677605,0.151985,1.414119
131862.010318667,0.285946696,0.232553923,0.757182781,0.539283189,1.677357,0.150693,1.414116
131862.012818667,0.285315496,0.232872462,0.757147221,0.539531115,1.677084,0.149385,1.414038
131862.015318667,0.285373973,0.232344745,0.756924250,0.540041198,1.676758,0.148105,1.413932
131862.017818667,0.285036478,0.232154791,0.756852738,0.540400501,1.676371,0.146838,1.413772
131862.020318667,0.284969252,0.232808202,0.756926992,0.540050963,1.675993,0.145563,1.413658
131862.022818667,0.286221933,0.231915384,0.756139937,0.540873381,1.675850,0.144192,1.413686
131862.025318667,0.286333932,0.231864889,0.755893228,0.541180393,1.675528,0.142895,1.413601
131862.027818667,0.286533560,0.231948989,0.755946782,0.540964858,1.675184,0.141591,1.413491
131862.030318667,0.286299331,0.231543774,0.755826091,0.541430473,1.674818,0.140291,1.413332
131862.032818667,0.286616755,0.231304996,0.755330795,0.542056177,1.674592,0.138959,1.413317
131862.035318667,0.286743252,0.232281024,0.755261410,0.541667679,1.674291,0.137651,1.413290
131862.037818667,0.286152336,0.231782505,0.755245991,0.542214589,1.673931,0.136356,1.413163
131862.040318667,0.286097712,0.231805624,0.755140729,0.542380857,1.673584,0.135042,1.413055
131862.042818667,0.286808525,0.231319164,0.754737628,0.542775004,1.673248,0.133712,1.412934
131862.045318667,0.286753775,0.230620310,0.754632986,0.543245658,1.672887,0.132414,1.412803
131862.047818667,0.287116529,0.231683523,0.754319327,0.543037254,1.672656,0.131066,1.412853
131862.050318667,0.286875722,0.231913864,0.754215354,0.543210591,1.672401,0.129710,1.412852
131862.052818667,0.287743069,0.231490782,0.753844274,0.543446965,1.672057,0.128377,1.412759
131862.055318667,0.287806952,0.231069156,0.753668103,0.543836288,1.671690,0.127057,1.412649
131862.057818667,0.286589228,0.229924435,0.753886731,0.544660928,1.671166,0.125798,1.412321
131862.060318667,0.288171343,0.229742988,0.753229318,0.544812883,1.670869,0.124475,1.412309
131862.062818667,0.288008187,0.230645201,0.753067076,0.544741991,1.670546,0.123186,1.412281
131862.065318667,0.288003343,0.231473603,0.752822396,0.544730731,1.670352,0.121816,1.412405
131862.067818667,0.287619982,0.231313632,0.752795002,0.545040545,1.670027,0.120481,1.412355
131862.070318667,0.287658038,0.231806138,0.752557269,0.545138502,1.669679,0.119178,1.412310
131862.072818667,0.287839660,0.231668267,0.752284719,0.545476796,1.669335,0.117868,1.412252
131862.075318667,0.287710416,0.232061553,0.752075206,0.545666983,1.669067,0.116533,1.412316
131862.077818667,0.288095190,0.231835028,0.751797748,0.545943043,1.668688,0.115227,1.412219
131862.080318667,0.287458957,0.230474600,0.751745880,0.546924919,1.667983,0.114033,1.411760
131862.082818667,0.289220369,0.230278930,0.750974409,0.547138545,1.667718,0.112695,1.411825
131862.085318667,0.288591691,0.229899669,0.750943157,0.547673191,1.667202,0.111446,1.411604
131862.087818667,0.288768326,0.231147460,0.750582318,0.547549457,1.667009,0.110082,1.411781
131862.090318667,0.289274641,0.231238993,0.750136863,0.547854103,1.666651,0.108793,1.411770
131862.092818667,0.288844568,0.232145013,0.749939130,0.547968149,1.666325,0.107489,1.411795
131862.095318667,0.289193054,0.232206920,0.749523702,0.548325434,1.665931,0.106205,1.411756
131862.097818667,0.289444464,0.231401849,0.749214557,0.548956154,1.665438,0.104941,1.411602
131862.100318667,0.289829563,0.231145380,0.748803310,0.549421203,1.665010,0.103674,1.411526
131862.102818667,0.289462388,0.231376923,0.748579581,0.549822746,1.664544,0.102425,1.411413
131862.105318667,0.289480498,0.231346226,0.748278026,0.550235991,1.664108,0.101161,1.411357
131862.107818667,0.289580354,0.232500935,0.747908719,0.550198984,1.663827,0.099840,1.411476
131862.110318667,0.289616893,0.231439332,0.747602721,0.551043369,1.663273,0.098603,1.411239
131862.112818667,0.289884126,0.232566251,0.747178250,0.551003885,1.662906,0.097351,1.411302
131862.115318667,0.289981475,0.232461198,0.746857330,0.551432201,1.662568,0.096047,1.411375
131862.117818667,0.291188979,0.232324129,0.746134570,0.551830822,1.662036,0.094838,1.411216
131862.120318667,0.291258513,0.230795432,0.745820637,0.552859345,1.661441,0.093620,1.410984
131862.122818667,0.290093045,0.232508385,0.745826289,0.552745811,1.661043,0.092388,1.411010
131862.125318667,0.290799160,0.231884178,0.745261890,0.553398167,1.660605,0.091140,1.410985
131862.127818667,0.290777344,0.233507923,0.744932324,0.553171900,1.660264,0.089856,1.411116
131862.130318667,0.291236507,0.233196350,0.744472674,0.553679456,1.659836,0.088592,1.411110
131862.132818667,0.290416710,0.233242169,0.744446641,0.554126319,1.659262,0.087417,1.410959
131862.135318667,0.291831180,0.233135373,0.743682636,0.554454035,1.658828,0.086164,1.410959
131862.137818667,0.291685730,0.233420632,0.743349579,0.554856568,1.658319,0.084964,1.410888
131862.140318667,0.291662392,0.232665250,0.743068467,0.555561413,1.657759,0.083759,1.410787
131862.142818667,0.290780261,0.233387795,0.743018671,0.555788464,1.657263,0.082553,1.410754
131862.145318667,0.289800941,0.232360620,0.743057228,0.556677479,1.656515,0.081401,1.410383
131862.147818667,0.291982938,0.233866196,0.741992643,0.556326304,1.656346,0.080102,1.410778
131862.150318667,0.291823122,0.233611450,0.741774129,0.556809390,1.655786,0.078898,1.410672
131862.152818667,0.291480415,0.234028890,0.741528686,0.557140134,1.655260,0.077722,1.410590
131862.155318667,0.292707324,0.233979798,0.740815710,0.557465987,1.654735,0.076518,1.410578
131862.157818667,0.291440695,0.233387052,0.740818036,0.558374210,1.654073,0.075367,1.410394
131862.160318667,0.291550019,0.234082498,0.740458558,0.558503651,1.653613,0.074185,1.410445
131862.162818667,0.291608173,0.234469064,0.740067550,0.558828098,1.653155,0.072958,1.410516
131862.165318667,0.290234906,0.236079266,0.740114840,0.558803177,1.652655,0.071782,1.410548
131862.167818667,0.291583465,0.235039345,0.739371592,0.559521502,1.652078,0.070591,1.410442
131862.170318667,0.292505385,0.235103758,0.738701075,0.559900195,1.651508,0.069420,1.410416
131862.172818667,0.292268160,0.235331972,0.738385299,0.560344235,1.650913,0.068257,1.410347
131862.175318667,0.291313622,0.234467789,0.738295364,0.561321846,1.650158,0.067155,1.410089
131862.177818667,0.292101541,0.235162958,0.737680298,0.561429910,1.649785,0.065920,1.410275
131862.180318667,0.291572550,0.235390021,0.737433451,0.561932648,1.649152,0.064788,1.410176
131862.182818667,0.291784579,0.234925869,0.736973878,0.562620468,1.648568,0.063614,1.410123
131862.185318667,0.292575437,0.236108932,0.736324326,0.562564136,1.648047,0.062435,1.410159
131862.187818667,0.293137900,0.235424166,0.735703185,0.563370672,1.647429,0.061275,1.410117
131862.190318667,0.294015814,0.235607002,0.734988416,0.563769495,1.646852,0.060106,1.410087
131862.192818667,0.292697535,0.233729926,0.735000539,0.565219104,1.645950,0.059042,1.409676
131862.195318667,0.293424686,0.235447219,0.734281719,0.565063754,1.645618,0.057835,1.410012
131862.197818667,0.293317027,0.235679527,0.733856144,0.565574965,1.644975,0.056690,1.409939
131862.200318667,0.293222938,0.235249630,0.733382501,0.566416550,1.644320,0.055556,1.409850
131862.202818667,0.293922593,0.236081730,0.732685487,0.566610200,1.643787,0.054405,1.409932
131862.205318667,0.294619081,0.235884623,0.731961274,0.567265940,1.643204,0.053227,1.409945
131862.207818667,0.294681986,0.236516149,0.731359746,0.567746436,1.642600,0.052108,1.409964
131862.210318667,0.294136031,0.236304525,0.731042447,0.568524809,1.641953,0.050983,1.409920
131862.212818667,0.293705747,0.236525389,0.730648715,0.569162354,1.641239,0.049879,1.409826
131862.215318667,0.294492675,0.235643453,0.729895024,0.570086583,1.640648,0.048729,1.409842
131862.217818667,0.294664163,0.236391545,0.729274471,0.570482460,1.640073,0.047617,1.409902
131862.220318667,0.295304417,0.236261517,0.728553332,0.571126680,1.639373,0.046511,1.409797
131862.222818667,0.296057624,0.236765542,0.727697784,0.571619136,1.638881,0.045337,1.410004
131862.225318667,0.296365171,0.236629830,0.727098751,0.572277583,1.638233,0.044220,1.409986
131862.227818667,0.295692056,0.235589569,0.726725843,0.573526620,1.637431,0.043152,1.409801
131862.230318667,0.295900639,0.235597147,0.726108101,0.574198032,1.636784,0.042054,1.409808
131862.232818667,0.296679620,0.235029179,0.725309829,0.575037769,1.636067,0.040949,1.409724
131862.235318667,0.297124642,0.236266182,0.724580866,0.575219654,1.635533,0.039822,1.409872
131862.237818667,0.296422860,0.236182338,0.724268834,0.576008077,1.634787,0.038733,1.409740
131862.240318667,0.297555636,0.236262019,0.723307697,0.576599861,1.634339,0.037572,1.410017
131862.242818667,0.297133972,0.236186670,0.722935303,0.577314021,1.633613,0.036496,1.409935
131862.245318667,0.298013352,0.236170736,0.722010028,0.578025353,1.632982,0.035408,1.409978
131862.247818667,0.298225673,0.234029593,0.721442046,0.579493444,1.632080,0.034359,1.409670
131862.250318667,0.298752350,0.234648312,0.720705965,0.579887985,1.631511,0.033257,1.409816
131862.252818667,0.298392911,0.233856885,0.720384900,0.580791679,1.630758,0.032168,1.409703
131862.255318667,0.299245892,0.235519990,0.719539013,0.580728901,1.630416,0.030968,1.410081
131862.257818667,0.298938459,0.235561250,0.719123448,0.581385235,1.629810,0.029861,1.410180
131862.260318667,0.298360960,0.235136981,0.718859812,0.582178661,1.629017,0.028797,1.410001
131862.262818667,0.299762835,0.235178306,0.717892701,0.582635005,1.628499,0.027666,1.410185
131862.265318667,0.298495335,0.233913810,0.717829181,0.583871437,1.627597,0.026626,1.409912
131862.267818667,0.299185197,0.233437098,0.717182187,0.584504677,1.627010,0.025492,1.409988
131862.270318667,0.298950381,0.233373916,0.716804542,0.585112095,1.626363,0.024394,1.409983
131862.272818667,0.299462069,0.234107602,0.716286680,0.585191816,1.625928,0.023200,1.410260
131862.275318667,0.299349483,0.234175650,0.715841704,0.585766859,1.625270,0.022116,1.410267
131862.277818667,0.299774048,0.233658817,0.715347849,0.586359745,1.624676,0.020986,1.410350
131862.280318667,0.299954467,0.235175143,0.714873134,0.586238491,1.624145,0.019880,1.410510
131862.282818667,0.300394131,0.235094635,0.714328263,0.586710042,1.623590,0.018749,1.410659
131862.285318667,0.300623799,0.234058898,0.713911870,0.587512619,1.622957,0.017644,1.410664
131862.287818667,0.300126505,0.231885326,0.713869051,0.588680907,1.622017,0.016551,1.410294
131862.290318667,0.300650397,0.231450518,0.713375169,0.589182870,1.621492,0.015389,1.410414
131862.292818667,0.300678590,0.232274419,0.713099637,0.589176974,1.620940,0.014254,1.410537
131862.295318667,0.301390050,0.232468735,0.712520865,0.589437465,1.620427,0.013104,1.410691
131862.297818667,0.301695129,0.231417467,0.712115707,0.590184059,1.619708,0.012006,1.410587
131862.300318667,0.301845555,0.231145681,0.711828260,0.590560575,1.619132,0.010864,1.410622
131862.302818667,0.301852672,0.231262799,0.711569939,0.590822849,1.618649,0.009717,1.410823
131862.305318667,0.302132889,0.230693101,0.711203345,0.591342313,1.618042,0.008599,1.410875
131862.307818667,0.301731945,0.231355884,0.711095265,0.591417535,1.617562,0.007430,1.411032
131862.310318667,0.301927735,0.230892464,0.710752281,0.591912156,1.616977,0.006315,1.411077
131862.312818667,0.301626540,0.230886614,0.710584180,0.592269345,1.616399,0.005190,1.411119
131862.315318667,0.302390897,0.231327388,0.710201873,0.592166801,1.615896,0.004056,1.411256
131862.317818667,0.302361638,0.230669739,0.709864564,0.592841731,1.615364,0.002927,1.411343
131862.320318667,0.302064823,0.230903483,0.709793217,0.592986724,1.614730,0.001800,1.411308
131862.322818667,0.302940343,0.230356931,0.709210531,0.593449607,1.614282,0.000667,1.411515
131862.325318667,0.304486739,0.230338186,0.708391051,0.593644354,1.613776,-0.000462,1.411610
131862.327818667,0.303721654,0.230280431,0.708343240,0.594116958,1.613240,-0.001569,1.411691
131862.330318667,0.304427950,0.230671662,0.707844968,0.594196711,1.612800,-0.002721,1.411886
131862.332818667,0.304359350,0.230772227,0.707551860,0.594542466,1.612262,-0.003833,1.411954
131862.335318667,0.304247339,0.230725445,0.707328476,0.594883257,1.611808,-0.004971,1.412121
131862.337818667,0.303557125,0.230532832,0.707215477,0.595444372,1.611208,-0.006063,1.412088
131862.340318667,0.304854638,0.230782036,0.706502071,0.595532310,1.610838,-0.007217,1.412358
131862.342818667,0.304434763,0.230059068,0.706277167,0.596292679,1.610232,-0.008308,1.412336
131862.345318667,0.304612269,0.230344333,0.705829784,0.596621093,1.609787,-0.009411,1.412505
131862.347818667,0.306204122,0.230138119,0.704973306,0.596898662,1.609284,-0.010538,1.412591
131862.350318667,0.306102978,0.230189189,0.704649624,0.597312516,1.608782,-0.011628,1.412676
131862.352818667,0.308427797,0.228868424,0.703508224,0.597969500,1.608301,-0.012755,1.412799
131862.355318667,0.307265867,0.229953020,0.703481058,0.598183947,1.607801,-0.013858,1.412861
131862.357818667,0.307687975,0.229120012,0.703000776,0.598849783,1.607266,-0.015002,1.412926
131862.360318667,0.307970504,0.229432286,0.702544635,0.599121155,1.606817,-0.016148,1.413061
131862.362818667,0.308814071,0.230893173,0.701929144,0.598847500,1.606577,-0.017314,1.413442
131862.365318667,0.309091834,0.230825222,0.701414023,0.599334038,1.606090,-0.018422,1.413536
131862.367818667,0.309078212,0.230909403,0.701022043,0.599765364,1.605501,-0.019495,1.413516
131862.370318667,0.309682137,0.230650574,0.700472568,0.600196512,1.605117,-0.020662,1.413711
131862.372818667,0.309488190,0.230843051,0.700129610,0.600622503,1.604587,-0.021758,1.413741
131862.375318667,0.310972369,0.228518369,0.699374285,0.601624302,1.603911,-0.022823,1.413602
131862.377818667,0.310797551,0.226676705,0.699133581,0.602689634,1.603286,-0.023953,1.413477
131862.380318667,0.310386849,0.226601790,0.698948193,0.603145063,1.602721,-0.025051,1.413471
131862.382818667,0.310664619,0.227905883,0.698566932,0.602951979,1.602558,-0.026254,1.413920
131862.385318667,0.309302967,0.227446868,0.698774478,0.603584795,1.601869,-0.027325,1.413734
131862.387818667,0.312377595,0.228524576,0.697443674,0.603132213,1.601801,-0.028558,1.414282
131862.390318667,0.310900448,0.228041857,0.697709968,0.603771039,1.601148,-0.029596,1.414130
131862.392818667,0.312048611,0.227518338,0.697153368,0.604018973,1.600785,-0.030781,1.414329
131862.395318667,0.312891382,0.227565572,0.696668331,0.604124563,1.600287,-0.031881,1.414368
131862.397818667,0.313251908,0.225886891,0.696336099,0.604949342,1.599728,-0.032977,1.414272
131862.400318667,0.313007974,0.226155622,0.696245859,0.605079572,1.599317,-0.034120,1.414430
131862.402818667,0.313145369,0.225403228,0.696050901,0.605513621,1.598784,-0.035215,1.414356
131862.405318667,0.311550280,0.224297072,0.696496747,0.606234082,1.598265,-0.036342,1.414351
131862.407818667,0.312911660,0.225403773,0.695939214,0.605762998,1.597962,-0.037493,1.414579
131862.410318667,0.312391555,0.224399385,0.695990805,0.606343660,1.597469,-0.038608,1.414604
131862.412818667,0.312516839,0.223496803,0.695880983,0.606739254,1.596961,-0.039699,1.414569
131862.415318667,0.314049605,0.226359838,0.695267609,0.605588336,1.596910,-0.040896,1.415133
131862.417818667,0.314447191,0.225692108,0.695040759,0.605891849,1.596430,-0.041974,1.415113
131862.420318667,0.313383081,0.225064905,0.695315921,0.606359618,1.595868,-0.043038,1.415017
131862.422818667,0.312058600,0.224777622,0.695742747,0.606660018,1.595305,-0.044095,1.414918
131862.425318667,0.312297432,0.224999141,0.695603693,0.606614979,1.595070,-0.045249,1.415211
131862.427818667,0.311570597,0.221403405,0.695834290,0.608045151,1.594172,-0.046255,1.414659
131862.430318667,0.311394741,0.221074378,0.695843848,0.608243943,1.593732,-0.047344,1.414704
131862.432818667,0.311529991,0.221295673,0.695699199,0.608260409,1.593502,-0.048489,1.414974
131862.435318667,0.313429728,0.223875189,0.694970167,0.607172682,1.593579,-0.049628,1.415647
131862.437818667,0.311772793,0.223618632,0.695411513,0.607615277,1.593034,-0.050701,1.415548
131862.440318667,0.311108299,0.223774090,0.695575694,0.607709525,1.592589,-0.051758,1.415551
131862.442818667,0.311144356,0.223446424,0.695603399,0.607779836,1.592227,-0.052895,1.415653
131862.445318667,0.309246648,0.222796878,0.696131361,0.608382380,1.591620,-0.053897,1.415442
131862.447818667,0.309862934,0.222467920,0.695792472,0.608576282,1.591290,-0.054992,1.415580
131862.450318667,0.311042176,0.220411829,0.695248427,0.609344150,1.590643,-0.056018,1.415324
131862.452818667,0.311402067,0.220160792,0.695061366,0.609465567,1.590291,-0.057101,1.415436
131862.455318667,0.311510407,0.220676681,0.694949042,0.609350699,1.589944,-0.058170,1.415560
131862.457818667,0.311189657,0.220265727,0.694942430,0.609671806,1.589624,-0.059272,1.415686
131862.460318667,0.310652121,0.220447637,0.694988571,0.609825960,1.589312,-0.060361,1.415807
131862.462818667,0.310935588,0.220622114,0.694753354,0.609887625,1.588884,-0.061397,1.415850
131862.465318667,0.310125914,0.219852702,0.694878569,0.610434273,1.588493,-0.062455,1.415866
131862.467818667,0.309835359,0.220192978,0.694927426,0.610403999,1.588128,-0.063538,1.415945
131862.470318667,0.310043992,0.219463070,0.694671281,0.610852599,1.587768,-0.064606,1.415985
131862.472818667,0.309432237,0.219005050,0.694761125,0.611224687,1.587297,-0.065642,1.415936
131862.475318667,0.309829537,0.218398283,0.694491198,0.611547163,1.586910,-0.066707,1.415950
131862.477818667,0.311153837,0.217996296,0.693848083,0.611748122,1.586646,-0.067807,1.416134
131862.480318667,0.311364120,0.219004778,0.693645376,0.611510612,1.586352,-0.068896,1.416272
131862.482818667,0.312071534,0.217116260,0.693132293,0.612404233,1.585826,-0.069910,1.416119
131862.485318667,0.313069915,0.218437615,0.692625186,0.611999288,1.585687,-0.071019,1.416447
131862.487818667,0.315266395,0.219514546,0.691596507,0.611649344,1.585692,-0.072127,1.416961
131862.490318667,0.315528231,0.219310013,0.691372650,0.611840837,1.585347,-0.073217,1.417023
131862.492818667,0.312747457,0.218111779,0.692195079,0.612766131,1.584739,-0.074249,1.416734
131862.495318667,0.316312361,0.219137752,0.690674432,0.612285251,1.584712,-0.075342,1.417202
131862.497818667,0.314163334,0.219319727,0.691249666,0.612677535,1.584261,-0.076393,1.417107
131862.500318667,0.314077173,0.217645432,0.691157701,0.613422862,1.583724,-0.077436,1.416911
131862.502818667,0.314083516,0.217760547,0.690902635,0.613664994,1.583453,-0.078509,1.417062
131862.505318667,0.314550176,0.217244399,0.690557339,0.613997969,1.583060,-0.079549,1.417055
131862.507818667,0.314618889,0.215907350,0.690283147,0.614742513,1.582659,-0.080605,1.417007
131862.510318667,0.314418864,0.215789941,0.690100325,0.615091829,1.582242,-0.081635,1.416986
131862.512818667,0.314939821,0.215972958,0.689713478,0.615193562,1.582090,-0.082733,1.417242
131862.515318667,0.316205634,0.215991414,0.689051263,0.615280640,1.581753,-0.083789,1.417298
131862.517818667,0.319397253,0.217776691,0.687684742,0.614530719,1.581859,-0.084897,1.417873
131862.520318667,0.318059354,0.216267563,0.687933996,0.615478422,1.581399,-0.085919,1.417768
131862.522818667,0.317153374,0.215109952,0.688144630,0.616114923,1.580800,-0.086992,1.417467
131862.525318667,0.316259297,0.215322459,0.688235237,0.616399786,1.580487,-0.088028,1.417506
131862.527818667,0.317295630,0.215235615,0.687742362,0.616447290,1.580271,-0.089125,1.417676
131862.530318667,0.318188241,0.216166964,0.687192321,0.616274990,1.580072,-0.090184,1.417869
131862.532818667,0.321178929,0.216591926,0.685932858,0.615977633,1.580025,-0.091258,1.418249
131862.535318667,0.321267661,0.216646447,0.685776946,0.616084908,1.579767,-0.092343,1.418368
131862.537818667,0.321419271,0.215557150,0.685541528,0.616649740,1.579311,-0.093356,1.418236
131862.540318667,0.321579445,0.213507609,0.685274246,0.617575888,1.578794,-0.094369,1.418012
131862.542818667,0.319096227,0.213972804,0.686117022,0.617767100,1.578338,-0.095420,1.417846
131862.545318667,0.319501236,0.213711006,0.685755208,0.618050756,1.578064,-0.096478,1.417922
131862.547818667,0.317649148,0.213430739,0.686271623,0.618529354,1.577633,-0.097496,1.417792
131862.550318667,0.319812472,0.213219375,0.685260825,0.618607188,1.577444,-0.098552,1.417974
131862.552818667,0.321104055,0.213458988,0.684749713,0.618422543,1.577311,-0.099645,1.418222
131862.555318667,0.321170241,0.213626107,0.684597688,0.618498029,1.577018,-0.100728,1.418256
131862.557818667,0.320915717,0.213444266,0.684478143,0.618825029,1.576657,-0.101717,1.418229
131862.560318667,0.321409090,0.213464291,0.684107175,0.618972415,1.576479,-0.102804,1.418414
131862.562818667,0.320787939,0.212736414,0.684167938,0.619476778,1.576076,-0.103841,1.418300
131862.565318667,0.321563075,0.212955080,0.683747622,0.619464871,1.575665,-0.104859,1.418197
131862.567818667,0.322099295,0.212080966,0.683378079,0.619894380,1.575460,-0.105941,1.418313
131862.570318667,0.321786588,0.212302214,0.683361362,0.619999166,1.575127,-0.106966,1.418285
131862.572818667,0.323499052,0.212774742,0.682515725,0.619876790,1.575054,-0.108053,1.418566
131862.575318667,0.322448563,0.213122474,0.682774581,0.620019891,1.574724,-0.109085,1.418554
131862.577818667,0.325300749,0.214251693,0.681485745,0.619558790,1.574693,-0.110167,1.418919
131862.580318667,0.323856419,0.214110053,0.681780054,0.620039926,1.574317,-0.111195,1.418825
131862.582818667,0.323416673,0.214481257,0.681731621,0.620194442,1.574125,-0.112231,1.418941
131862.585318667,0.322424675,0.211505484,0.681808587,0.621646810,1.573443,-0.113223,1.418469
131862.587818667,0.323687872,0.211953827,0.681171081,0.621535934,1.573297,-0.114316,1.418680
131862.590318667,0.323859300,0.210530550,0.680839530,0.622293855,1.572856,-0.115311,1.418492
131862.592818667,0.323937668,0.209460405,0.680514321,0.622970084,1.572468,-0.116317,1.418371
131862.595318667,0.324754640,0.208583000,0.679984590,0.623417291,1.572091,-0.117357,1.418251
131862.597818667,0.326391345,0.210255845,0.679149480,0.622910131,1.572065,-0.118460,1.418586
131862.600318667,0.326702944,0.210035937,0.678796342,0.623206078,1.571781,-0.119500,1.418601
131862.602818667,0.326227973,0.211134399,0.678706417,0.623181155,1.571636,-0.120561,1.418756
131862.605318667,0.326188119,0.211374277,0.678485510,0.623361411,1.571400,-0.121621,1.418812
131862.607818667,0.326141473,0.210461886,0.678235517,0.623965820,1.571075,-0.122661,1.418744
131862.610318667,0.326397027,0.210276399,0.677885810,0.624275155,1.570800,-0.123708,1.418749
131862.612818667,0.326690865,0.208603580,0.677386978,0.625222721,1.570331,-0.124682,1.418505
131862.615318667,0.327630316,0.209014764,0.676830680,0.625196169,1.570143,-0.125757,1.418611
131862.617818667,0.326569246,0.208825962,0.676965439,0.625669275,1.569867,-0.126803,1.418560
131862.620318667,0.326973836,0.207167386,0.676528906,0.626480838,1.569385,-0.127812,1.418321
131862.622818667,0.325729302,0.207724434,0.676754624,0.626700353,1.569015,-0.128850,1.418143
131862.625318667,0.328038799,0.209331021,0.675656094,0.626146975,1.569147,-0.129971,1.418633
131862.627818667,0.326447309,0.208965829,0.676008907,0.626719595,1.568699,-0.130987,1.418360
131862.630318667,0.330847045,0.209275913,0.674176705,0.626282660,1.568873,-0.132127,1.418916
131862.632818667,0.328729296,0.208493369,0.674645004,0.627153066,1.568359,-0.133130,1.418539
131862.635318667,0.329546951,0.207680210,0.674083038,0.627598633,1.568005,-0.134174,1.418423
131862.637818667,0.329774407,0.207597312,0.673760112,0.627853415,1.567754,-0.135224,1.418382
131862.640318667,0.330624597,0.206431852,0.673191352,0.628399208,1.567387,-0.136236,1.418249
131862.642818667,0.329107784,0.206387428,0.673489372,0.628892166,1.567074,-0.137272,1.418096
131862.645318667,0.329894342,0.206961429,0.673043615,0.628767109,1.567019,-0.138386,1.418334
131862.647818667,0.328562199,0.207699715,0.673380213,0.628861319,1.566665,-0.139461,1.418131
131862.650318667,0.329319067,0.206143198,0.672759533,0.629641673,1.566398,-0.140495,1.418093
131862.652818667,0.331157837,0.206118352,0.671902210,0.629600365,1.566230,-0.141602,1.418133
131862.655318667,0.331522333,0.206386059,0.671528730,0.629719481,1.566028,-0.142663,1.418157
131862.657818667,0.329946787,0.205494590,0.671947279,0.630391647,1.565550,-0.143690,1.417824
131862.660318667,0.331529736,0.206996615,0.671059791,0.630014639,1.565645,-0.144805,1.418209
131862.662818667,0.330817347,0.204775832,0.671117009,0.631053155,1.565118,-0.145829,1.417770
131862.665318667,0.330252234,0.205798621,0.671094411,0.631041173,1.564958,-0.146880,1.417826
131862.667818667,0.329656012,0.204734535,0.671036537,0.631759555,1.564631,-0.147948,1.417637
131862.670318667,0.330608285,0.205101943,0.670569216,0.631639019,1.564533,-0.149071,1.417740
131862.672818667,0.331728584,0.205133723,0.669879637,0.631773863,1.564284,-0.150136,1.417674
131862.675318667,0.330954005,0.204600297,0.669931361,0.632297036,1.564054,-0.151203,1.417605
131862.677818667,0.332426948,0.204128842,0.669119274,0.632537804,1.563746,-0.152256,1.417457
131862.680318667,0.331723097,0.203684610,0.669174289,0.632992031,1.563512,-0.153339,1.417386
131862.682818667,0.332333161,0.203188693,0.668646224,0.633388601,1.563226,-0.154409,1.417250
131862.685318667,0.332007408,0.204426806,0.668533618,0.633280089,1.563222,-0.155513,1.417448
131862.687818667,0.331706231,0.203487615,0.668366095,0.633917152,1.562900,-0.156575,1.417268
131862.690318667,0.331552592,0.203655575,0.668203588,0.634114899,1.562698,-0.157673,1.417195
131862.692818667,0.331122893,0.201153353,0.667992094,0.635359683,1.562167,-0.158687,1.416765
131862.695318667,0.330903253,0.202865696,0.667919288,0.635006385,1.562137,-0.159824,1.416902
131862.697818667,0.332042692,0.201960678,0.667192777,0.635464011,1.561870,-0.160911,1.416787
131862.700318667,0.331680251,0.202005706,0.667080446,0.635755928,1.561657,-0.161978,1.416688
131862.702818667,0.333035095,0.202961207,0.666247715,0.635616565,1.561622,-0.163097,1.416854
131862.705318667,0.332897513,0.203461498,0.666092117,0.635691560,1.561525,-0.164214,1.416919
131862.707818667,0.333732507,0.203683080,0.665463514,0.635841448,1.561395,-0.165311,1.416952
131862.710318667,0.334134752,0.203205662,0.664996949,0.636270653,1.561163,-0.166384,1.416829
