#t[s:double],q.x[double],q.y[double],q.z[double],q.w[double],p.x[m:double],p.y[m:double],p.z[m:double]
129883.538704042,0.310292234,0.028812503,0.135676256,0.940468119,0.601987,-0.405838,1.335145
129883.541204042,0.310468713,0.028573400,0.135488954,0.940444029,0.600967,-0.405734,1.335294
129883.543704042,0.310756774,0.028402653,0.135287932,0.940383457,0.599909,-0.405629,1.335472
129883.546204042,0.310904718,0.028219985,0.135107848,0.940366346,0.598858,-0.405539,1.335620
129883.548704042,0.311011895,0.027963634,0.134923906,0.940363967,0.597826,-0.405420,1.335753
129883.551204042,0.311185638,0.027699400,0.134638166,0.940355751,0.596772,-0.405309,1.335902
129883.553704042,0.311358241,0.027548474,0.134508474,0.940321231,0.595735,-0.405204,1.336042
129883.556204042,0.311398177,0.027288560,0.134257184,0.940351595,0.594671,-0.405084,1.336161
129883.558704042,0.311425662,0.026953593,0.134021177,0.940386254,0.593651,-0.404965,1.336267
129883.561204042,0.311348636,0.026734831,0.133805199,0.940448876,0.592576,-0.404837,1.336378
129883.563704042,0.310706029,0.026143472,0.133354167,0.940741483,0.591555,-0.404768,1.336452
129883.566204042,0.310707965,0.025641877,0.132808359,0.940832176,0.590480,-0.404583,1.336545
129883.568704042,0.310691993,0.025379458,0.132606494,0.940872451,0.589421,-0.404465,1.336650
129883.571204042,0.310495533,0.025110883,0.132556403,0.940951619,0.588402,-0.404350,1.336721
129883.573704042,0.310354271,0.024662429,0.132025388,0.941085004,0.587303,-0.404157,1.336784
129883.576204042,0.310221623,0.024368553,0.132001501,0.941139752,0.586305,-0.404037,1.336849
129883.578704042,0.309960562,0.023962879,0.131439296,0.941315020,0.585179,-0.403848,1.336925
129883.581204042,0.309683669,0.023626120,0.131387415,0.941422228,0.584166,-0.403719,1.336958
129883.583704042,0.309517954,0.023096493,0.130786045,0.941572965,0.583074,-0.403521,1.337019
129883.586204042,0.309069184,0.022722743,0.130397672,0.941783638,0.582001,-0.403336,1.337061
129883.588704042,0.308771130,0.022366902,0.130110802,0.941929448,0.580937,-0.403166,1.337104
129883.591204042,0.308436739,0.021889650,0.129720865,0.942103773,0.579873,-0.402990,1.337122
129883.593704042,0.308010071,0.021476935,0.129379096,0.942300581,0.578830,-0.402813,1.337155
129883.596204042,0.307549223,0.020935098,0.128916555,0.942526550,0.577777,-0.402624,1.337163
129883.598704042,0.307158367,0.020598395,0.128511445,0.942716120,0.576716,-0.402455,1.337180
129883.601204042,0.306842133,0.020186207,0.128138749,0.942879232,0.575647,-0.402280,1.337201
129883.603704042,0.306479664,0.019832028,0.127914042,0.943034973,0.574662,-0.402126,1.337199
129883.606204042,0.305213210,0.018577826,0.127257358,0.943559737,0.573576,-0.401903,1.337216
129883.608704042,0.304787021,0.018046836,0.126762387,0.943774375,0.572516,-0.401724,1.337217
129883.611204042,0.304339059,0.017652870,0.126289072,0.943990379,0.571470,-0.401552,1.337229
129883.613704042,0.303963008,0.017154214,0.125699501,0.944199137,0.570422,-0.401372,1.337225
129883.616204042,0.303489679,0.016731971,0.125194922,0.944426258,0.569380,-0.401200,1.337205
129883.618704042,0.303019191,0.016308305,0.124696008,0.944650584,0.568302,-0.401038,1.337185
129883.621204042,0.302774299,0.015939956,0.124195551,0.944801385,0.567297,-0.400887,1.337192
129883.623704042,0.301648602,0.015086881,0.123222162,0.945302553,0.566213,-0.400731,1.337159
129883.626204042,0.301510024,0.014686510,0.122692780,0.945421788,0.565208,-0.400580,1.337183
129883.628704042,0.302008873,0.014738046,0.122447608,0.945293762,0.564177,-0.400429,1.337182
129883.631204042,0.300355204,0.013685518,0.121100519,0.946009561,0.563083,-0.400303,1.337118
129883.633704042,0.300832142,0.013727228,0.121017285,0.945868675,0.562070,-0.400137,1.337134
129883.636204042,0.300888130,0.013534788,0.120278832,0.945947330,0.561029,-0.400021,1.337128
129883.638704042,0.300243885,0.012842009,0.119495741,0.946260577,0.560005,-0.399894,1.337102
129883.641204042,0.300781565,0.012920210,0.119146728,0.946132962,0.558992,-0.399736,1.337124
129883.643704042,0.301556049,0.013083006,0.118932833,0.945910471,0.557952,-0.399626,1.337125
129883.646204042,0.301134609,0.012615051,0.117995951,0.946169302,0.556912,-0.399540,1.337110
129883.648704042,0.301224334,0.012303726,0.117530244,0.946202538,0.555885,-0.399429,1.337093
129883.651204042,0.301818013,0.012543332,0.117190370,0.946052447,0.554915,-0.399282,1.337113
129883.653704042,0.301590246,0.012149557,0.116283089,0.946242005,0.553838,-0.399227,1.337083
129883.656204042,0.301498687,0.011859887,0.115482518,0.946372998,0.552798,-0.399157,1.337055
129883.658704042,0.302208180,0.011809802,0.115206949,0.946181252,0.551807,-0.399034,1.337068
129883.661204042,0.302415595,0.011814872,0.114572734,0.946191442,0.550799,-0.398944,1.337066
129883.663704042,0.302651489,0.011596916,0.114054541,0.946181782,0.549765,-0.398853,1.337052
129883.666204042,0.302758737,0.011335682,0.113225410,0.946250380,0.548758,-0.398782,1.337019
129883.668704042,0.303512154,0.011639650,0.112852792,0.946049044,0.547759,-0.398668,1.337032
129883.671204042,0.303798420,0.011573051,0.112381187,0.946014921,0.546735,-0.398606,1.337034
129883.673704042,0.304379613,0.011569671,0.112157920,0.945854046,0.545725,-0.398487,1.337017
129883.676204042,0.304034297,0.011189506,0.111274552,0.946074414,0.544704,-0.398409,1.336990
129883.678704042,0.304454383,0.011297733,0.110695540,0.946005583,0.543676,-0.398306,1.336965
129883.681204042,0.304249838,0.010942553,0.109900938,0.946168072,0.542628,-0.398223,1.336928
129883.683704042,0.305124395,0.011039323,0.109877310,0.945888010,0.541651,-0.398089,1.336934
129883.686204042,0.304526006,0.010576872,0.108784542,0.946212097,0.540587,-0.398004,1.336877
129883.688704042,0.305002659,0.010698677,0.108435598,0.946096987,0.539556,-0.397895,1.336856
129883.691204042,0.304594967,0.010340560,0.107651959,0.946322483,0.538517,-0.397777,1.336783
129883.693704042,0.304707496,0.010177524,0.107063016,0.946354532,0.537505,-0.397651,1.336771
129883.696204042,0.304542841,0.009936866,0.106530634,0.946470061,0.536433,-0.397530,1.336728
129883.698704042,0.304415343,0.009787619,0.105983063,0.946574299,0.535411,-0.397395,1.336669
129883.701204042,0.304288269,0.009532539,0.105367223,0.946686800,0.534353,-0.397256,1.336618
129883.703704042,0.304190330,0.009249874,0.104786010,0.946784699,0.533347,-0.397095,1.336578
129883.706204042,0.303834297,0.008893108,0.104287572,0.946958467,0.532263,-0.396958,1.336499
129883.708704042,0.303627912,0.008647663,0.103659610,0.947095400,0.531189,-0.396807,1.336442
129883.711204042,0.303296960,0.008217046,0.103072545,0.947269639,0.530165,-0.396656,1.336363
129883.713704042,0.302991285,0.007838767,0.102510462,0.947432017,0.529098,-0.396503,1.336307
129883.716204042,0.302718918,0.007454624,0.101838066,0.947594071,0.528039,-0.396337,1.336234
129883.718704042,0.302341710,0.007088161,0.101255393,0.947779459,0.526970,-0.396185,1.336163
129883.721204042,0.301964904,0.006623169,0.100535151,0.947979901,0.525920,-0.396011,1.336071
129883.723704042,0.301602680,0.006048904,0.099942611,0.948161857,0.524861,-0.395863,1.335987
129883.726204042,0.301323459,0.005609489,0.099296909,0.948321190,0.523782,-0.395706,1.335902
129883.728704042,0.300963920,0.005074981,0.098660657,0.948504377,0.522711,-0.395547,1.335820
129883.731204042,0.300535465,0.004602922,0.098088872,0.948702412,0.521650,-0.395407,1.335723
129883.733704042,0.300122916,0.004050645,0.097419228,0.948904389,0.520581,-0.395270,1.335607
129883.736204042,0.299825089,0.003485929,0.096793602,0.949064504,0.519503,-0.395116,1.335528
129883.738704042,0.299489767,0.002916056,0.096186998,0.949233763,0.518440,-0.394988,1.335427
129883.741204042,0.299169916,0.002374858,0.095482188,0.949407621,0.517361,-0.394856,1.335328
129883.743704042,0.298934220,0.001852823,0.094851869,0.949545985,0.516278,-0.394748,1.335245
129883.746204042,0.298758368,0.001236436,0.094170405,0.949670245,0.515216,-0.394633,1.335155
129883.748704042,0.298523751,0.000621670,0.093570202,0.949803823,0.514149,-0.394524,1.335061
129883.751204042,0.298265900,0.000157182,0.092834642,0.949957932,0.513058,-0.394415,1.334978
129883.753704042,0.298136638,-0.000425230,0.092195828,0.950059874,0.511985,-0.394334,1.334892
129883.756204042,0.298017227,-0.000993522,0.091574763,0.950156964,0.510918,-0.394244,1.334807
129883.758704042,0.297997594,-0.001553592,0.090935502,0.950224612,0.509825,-0.394162,1.334740
129883.761204042,0.297884386,-0.002075643,0.090238920,0.950324937,0.508748,-0.394089,1.334646
129883.763704042,0.297830899,-0.002662474,0.089528783,0.950407759,0.507672,-0.394014,1.334557
129883.766204042,0.297820083,-0.003125898,0.088966977,0.950462266,0.506591,-0.393965,1.334491
129883.768704042,0.297892192,-0.003608908,0.088226990,0.950506451,0.505510,-0.393896,1.334423
129883.771204042,0.297891078,-0.004189706,0.087464626,0.950575095,0.504423,-0.393825,1.334357
129883.773704042,0.297978363,-0.004755953,0.086890625,0.950598107,0.503343,-0.393788,1.334278
129883.776204042,0.298056125,-0.005237822,0.086237666,0.950630635,0.502252,-0.393757,1.334209
129883.778704042,0.298183418,-0.005712235,0.085526817,0.950651781,0.501191,-0.393725,1.334145
129883.781204042,0.298298921,-0.006245231,0.084770483,0.950679805,0.500083,-0.393675,1.334089
129883.783704042,0.298346447,-0.006782173,0.084267966,0.950706491,0.499016,-0.393647,1.334007
129883.786204042,0.298515300,-0.007200220,0.083454812,0.950722394,0.497931,-0.393619,1.333947
129883.788704042,0.298762368,-0.007713494,0.082870667,0.950691428,0.496869,-0.393616,1.333861
129883.791204042,0.298805700,-0.008073394,0.082075891,0.950743729,0.495749,-0.393576,1.333823
129883.793704042,0.299004949,-0.008488595,0.081501187,0.950727446,0.494660,-0.393593,1.333754
129883.796204042,0.299204037,-0.009031101,0.080723763,0.950725971,0.493560,-0.393568,1.333695
129883.798704042,0.299304137,-0.009432518,0.080142576,0.950739731,0.492482,-0.393570,1.333609
129883.801204042,0.299320772,-0.009846800,0.079506743,0.950783406,0.491375,-0.393578,1.333548
129883.803704042,0.299522455,-0.010323917,0.078633349,0.950787185,0.490248,-0.393560,1.333510
129883.806204042,0.299574429,-0.010720888,0.077936806,0.950823659,0.489166,-0.393565,1.333422
129883.808704042,0.299500551,-0.011156704,0.077292973,0.950894587,0.488056,-0.393582,1.333353
129883.811204042,0.299515026,-0.011555837,0.076565947,0.950944250,0.486950,-0.393585,1.333282
129883.813704042,0.299600331,-0.011964578,0.075832649,0.950970795,0.485831,-0.393595,1.333237
129883.816204042,0.299611335,-0.012381534,0.075144467,0.951017073,0.484718,-0.393622,1.333195
129883.818704042,0.299623126,-0.012814544,0.074394699,0.951066652,0.483582,-0.393641,1.333134
129883.821204042,0.299520080,-0.013210163,0.073749551,0.951143117,0.482450,-0.393661,1.333074
129883.823704042,0.299439798,-0.013624819,0.072904202,0.951228063,0.481325,-0.393696,1.333027
129883.826204042,0.299493448,-0.014087186,0.072310030,0.951250129,0.480239,-0.393745,1.332977
129883.828704042,0.299338827,-0.014495694,0.071444071,0.951358076,0.479066,-0.393778,1.332915
129883.831204042,0.299275694,-0.014954589,0.070735839,0.951423845,0.477992,-0.393833,1.332857
129883.833704042,0.299180460,-0.015344588,0.069900465,0.951508770,0.476801,-0.393874,1.332829
129883.836204042,0.299067534,-0.015742925,0.069210742,0.951588561,0.475684,-0.393950,1.332769
129883.838704042,0.298910587,-0.016096884,0.068311727,0.951697053,0.474532,-0.394000,1.332727
129883.841204042,0.299060500,-0.016726306,0.067668386,0.951684671,0.473437,-0.394081,1.332653
129883.843704042,0.298689792,-0.016901886,0.066681186,0.951867679,0.472261,-0.394146,1.332639
129883.846204042,0.298657965,-0.017216837,0.065890032,0.951927501,0.471118,-0.394224,1.332606
129883.848704042,0.298570457,-0.017589225,0.065082335,0.952003361,0.469965,-0.394319,1.332569
129883.851204042,0.298585648,-0.017973034,0.064213945,0.952051044,0.468820,-0.394418,1.332550
129883.853704042,0.298554822,-0.018353459,0.063337715,0.952111975,0.467670,-0.394520,1.332527
129883.856204042,0.298611252,-0.018604858,0.062462765,0.952146981,0.466513,-0.394642,1.332513
129883.858704042,0.298778643,-0.018988822,0.061603134,0.952142880,0.465353,-0.394764,1.332505
129883.861204042,0.298771493,-0.019270145,0.060722327,0.952196050,0.464191,-0.394903,1.332506
129883.863704042,0.299001478,-0.019554235,0.059883645,0.952171690,0.463048,-0.395037,1.332504
129883.866204042,0.299105921,-0.019769970,0.058971423,0.952190429,0.461874,-0.395199,1.332504
129883.868704042,0.299699797,-0.020247575,0.058266415,0.952037087,0.460723,-0.395350,1.332516
129883.871204042,0.299575765,-0.020323917,0.057277168,0.952134599,0.459539,-0.395506,1.332532
129883.873704042,0.299832528,-0.020217098,0.056296947,0.952115248,0.458328,-0.395675,1.332578
129883.876204042,0.300160609,-0.020779043,0.055555860,0.952042937,0.457188,-0.395845,1.332539
129883.878704042,0.300500333,-0.020529035,0.054565651,0.951997596,0.455928,-0.396024,1.332634
129883.881204042,0.300940277,-0.020739480,0.053724054,0.951902475,0.454743,-0.396215,1.332659
129883.883704042,0.301255751,-0.020978780,0.052909741,0.951843122,0.453586,-0.396405,1.332644
129883.886204042,0.301956935,-0.021194461,0.052030389,0.951665286,0.452379,-0.396603,1.332698
129883.888704042,0.301990452,-0.021205238,0.051278588,0.951694234,0.451210,-0.396805,1.332705
129883.891204042,0.302878532,-0.022132092,0.050554266,0.951430274,0.450052,-0.397017,1.332663
129883.893704042,0.302843767,-0.021341538,0.049466882,0.951516699,0.448764,-0.397220,1.332807
129883.896204042,0.303133370,-0.021484969,0.048711559,0.951459572,0.447550,-0.397434,1.332821
129883.898704042,0.303655208,-0.021638667,0.047909921,0.951330916,0.446342,-0.397655,1.332863
129883.901204042,0.303984615,-0.021815598,0.047068276,0.951263695,0.445120,-0.397864,1.332900
129883.903704042,0.304466437,-0.022394252,0.046212863,0.951137710,0.443959,-0.398063,1.332873
129883.906204042,0.305417759,-0.022842438,0.045365757,0.950863360,0.442732,-0.398275,1.332913
129883.908704042,0.305154402,-0.022605348,0.044584564,0.950990084,0.441492,-0.398514,1.332961
129883.911204042,0.306844265,-0.023808253,0.043802071,0.950453628,0.440360,-0.398734,1.332926
129883.913704042,0.305838179,-0.023175659,0.042949450,0.950831265,0.439074,-0.398953,1.333005
129883.916204042,0.307482902,-0.023889904,0.042104115,0.950321766,0.437823,-0.399178,1.333073
129883.918704042,0.306914149,-0.023736772,0.041128346,0.950551388,0.436568,-0.399376,1.333108
129883.921204042,0.307275309,-0.023710016,0.040311493,0.950470137,0.435320,-0.399599,1.333150
129883.923704042,0.308295399,-0.024524968,0.039472550,0.950154494,0.434088,-0.399813,1.333181
129883.926204042,0.308009504,-0.024307501,0.038612761,0.950288618,0.432820,-0.400040,1.333247
129883.928704042,0.308781296,-0.024984686,0.037737069,0.950055377,0.431584,-0.400243,1.333272
129883.931204042,0.307332395,-0.024431657,0.036909593,0.950572385,0.430309,-0.400459,1.333306
129883.933704042,0.307470522,-0.024743295,0.036164117,0.950548102,0.429058,-0.400685,1.333326
129883.936204042,0.307743878,-0.024878752,0.035330339,0.950487070,0.427748,-0.400900,1.333400
129883.938704042,0.308365600,-0.025538916,0.034268453,0.950307028,0.426520,-0.401102,1.333414
129883.941204042,0.308460322,-0.025966641,0.033508388,0.950292493,0.425268,-0.401306,1.333451
129883.943704042,0.309332290,-0.026370801,0.032513551,0.950032120,0.423941,-0.401510,1.333527
129883.946204042,0.309332203,-0.026814724,0.031836024,0.950042353,0.422713,-0.401733,1.333525
129883.948704042,0.309176886,-0.027000459,0.030744637,0.950123846,0.421363,-0.401922,1.333598
129883.951204042,0.309090056,-0.027345549,0.030017071,0.950165366,0.420144,-0.402139,1.333602
129883.953704042,0.309164900,-0.027568456,0.029097116,0.950163472,0.418815,-0.402352,1.333670
129883.956204042,0.308242989,-0.027232084,0.027899308,0.950508330,0.417413,-0.402535,1.333753
129883.958704042,0.308217309,-0.027649360,0.027258611,0.950522854,0.416171,-0.402789,1.333780
129883.961204042,0.308953945,-0.028386525,0.026514957,0.950283684,0.414884,-0.403015,1.333821
129883.963704042,0.308844714,-0.028776432,0.025630227,0.950331595,0.413591,-0.403222,1.333863
129883.966204042,0.308621249,-0.028908678,0.024535388,0.950429087,0.412207,-0.403417,1.333942
129883.968704042,0.307638161,-0.028710630,0.023817939,0.950771469,0.410904,-0.403661,1.333985
129883.971204042,0.308244743,-0.029471531,0.022833553,0.950576173,0.409561,-0.403875,1.334037
129883.973704042,0.307409315,-0.029373241,0.022089877,0.950867370,0.408289,-0.404130,1.334081
129883.976204042,0.307010217,-0.029508528,0.021279029,0.951010660,0.406864,-0.404361,1.334164
129883.978704042,0.307981138,-0.030385386,0.020285015,0.950690728,0.405568,-0.404570,1.334233
129883.981204042,0.307950787,-0.030865561,0.019627868,0.950698836,0.404284,-0.404848,1.334259
129883.983704042,0.306719384,-0.030509392,0.018708259,0.951127196,0.402851,-0.405086,1.334347
129883.986204042,0.306731175,-0.030872183,0.017676768,0.951131075,0.401494,-0.405306,1.334430
129883.988704042,0.306559381,-0.031237180,0.017304742,0.951181512,0.400209,-0.405640,1.334455
129883.991204042,0.306506671,-0.031597368,0.016477526,0.951200836,0.398862,-0.405890,1.334522
129883.993704042,0.306375664,-0.031828316,0.015398838,0.951254197,0.397431,-0.406136,1.334627
129883.996204042,0.306374546,-0.032169301,0.014597238,0.951255401,0.396075,-0.406401,1.334698
129883.998704042,0.307305083,-0.033024180,0.013538908,0.950941433,0.394726,-0.406653,1.334794
129884.001204042,0.306206109,-0.032874848,0.012876293,0.951310538,0.393333,-0.406959,1.334868
129884.003704042,0.306299428,-0.033276731,0.011996884,0.951277835,0.391963,-0.407236,1.334956
129884.006204042,0.306295227,-0.033548242,0.011138941,0.951280188,0.390595,-0.407515,1.335058
129884.008704042,0.306397182,-0.033984053,0.010265101,0.951241894,0.389221,-0.407789,1.335166
129884.011204042,0.306293758,-0.034219001,0.009355491,0.951275514,0.387836,-0.408086,1.335261
129884.013704042,0.306427532,-0.034646996,0.008506488,0.951225400,0.386468,-0.408386,1.335372
129884.016204042,0.307359791,-0.035405278,0.007531948,0.950904656,0.385104,-0.408660,1.335490
129884.018704042,0.306648162,-0.035277535,0.006790751,0.951144644,0.383685,-0.408967,1.335613
129884.021204042,0.306663131,-0.035725577,0.005879263,0.951129249,0.382316,-0.409254,1.335735
129884.023704042,0.306645527,-0.036003508,0.005022008,0.951129442,0.380920,-0.409534,1.335856
129884.026204042,0.306794972,-0.036286725,0.004244933,0.951074652,0.379528,-0.409820,1.335999
129884.028704042,0.306909239,-0.036607826,0.003337569,0.951029143,0.378130,-0.410091,1.336140
129884.031204042,0.307824903,-0.037455257,0.002358504,0.950702708,0.376775,-0.410359,1.336266
129884.033704042,0.306978734,-0.037312413,0.001598751,0.950983179,0.375341,-0.410648,1.336409
129884.036204042,0.307075935,-0.037618186,0.000740207,0.950941336,0.373966,-0.410922,1.336538
129884.038704042,0.307078931,-0.037908034,-0.000125513,0.950928841,0.372551,-0.411189,1.336701
129884.041204042,0.307102510,-0.038208351,-0.001008907,0.950908571,0.371162,-0.411453,1.336835
129884.043704042,0.307066449,-0.038478175,-0.001774923,0.950908354,0.369774,-0.411717,1.336975
129884.046204042,0.307615882,-0.039238010,-0.002936755,0.950697311,0.368418,-0.411931,1.337126
129884.048704042,0.306862130,-0.039199875,-0.003575038,0.950939022,0.366977,-0.412207,1.337264
129884.051204042,0.306643746,-0.039520644,-0.004540927,0.950992579,0.365603,-0.412436,1.337390
129884.053704042,0.306465857,-0.039725931,-0.005314751,0.951037791,0.364195,-0.412681,1.337540
129884.056204042,0.306143439,-0.040060837,-0.006190347,0.951122479,0.362797,-0.412914,1.337668
129884.058704042,0.305858772,-0.040447104,-0.007100681,0.951190914,0.361393,-0.413120,1.337829
129884.061204042,0.305581555,-0.040754965,-0.007976810,0.951259476,0.359994,-0.413336,1.337950
129884.063704042,0.305061801,-0.041126701,-0.008850022,0.951402928,0.358608,-0.413544,1.338073
129884.066204042,0.304735215,-0.041478626,-0.009716470,0.951484111,0.357203,-0.413743,1.338221
129884.068704042,0.304201735,-0.041774569,-0.010644607,0.951631508,0.355816,-0.413946,1.338354
129884.071204042,0.303638037,-0.042132398,-0.011498038,0.951786200,0.354399,-0.414142,1.338504
129884.073704042,0.303217534,-0.042531920,-0.012407208,0.951890962,0.353020,-0.414344,1.338634
129884.076204042,0.302630398,-0.042866470,-0.013271198,0.952050473,0.351600,-0.414529,1.338783
129884.078704042,0.302244921,-0.043351546,-0.014143097,0.952139275,0.350234,-0.414709,1.338915
129884.081204042,0.301636037,-0.043736513,-0.014969093,0.952301716,0.348837,-0.414898,1.339051
129884.083704042,0.301214099,-0.044129012,-0.015866205,0.952402983,0.347435,-0.415098,1.339232
129884.086204042,0.300596702,-0.044502571,-0.016730350,0.952565238,0.346034,-0.415275,1.339367
129884.088704042,0.300049043,-0.044964976,-0.017590411,0.952700912,0.344643,-0.415470,1.339508
129884.091204042,0.299742546,-0.045382144,-0.018379209,0.952762701,0.343272,-0.415669,1.339686
129884.093704042,0.299359731,-0.045823469,-0.019221944,0.952845244,0.341893,-0.415868,1.339839
129884.096204042,0.299039449,-0.046326911,-0.020025877,0.952904843,0.340497,-0.416079,1.339986
129884.098704042,0.298749463,-0.046781054,-0.020946971,0.952954157,0.339149,-0.416298,1.340166
129884.101204042,0.298469003,-0.047170893,-0.021631685,0.953007241,0.337727,-0.416487,1.340346
129884.103704042,0.298164599,-0.047576009,-0.022428199,0.953064051,0.336354,-0.416690,1.340505
129884.106204042,0.298071988,-0.048019324,-0.023189119,0.953052429,0.334960,-0.416924,1.340699
129884.108704042,0.297809249,-0.048562700,-0.024039017,0.953085892,0.333595,-0.417129,1.340861
129884.111204042,0.297707379,-0.048991199,-0.024800607,0.953076352,0.332206,-0.417355,1.341065
129884.113704042,0.297683336,-0.049412402,-0.025540119,0.953042407,0.330841,-0.417577,1.341244
129884.116204042,0.297610026,-0.049894421,-0.026335760,0.953018708,0.329457,-0.417801,1.341450
129884.118704042,0.297716445,-0.050354403,-0.027171326,0.952938165,0.328110,-0.418031,1.341650
129884.121204042,0.297655844,-0.050833727,-0.027912486,0.952909774,0.326744,-0.418258,1.341827
129884.123704042,0.297707155,-0.051320875,-0.028723477,0.952844006,0.325381,-0.418479,1.342032
129884.126204042,0.297821947,-0.051754080,-0.029521459,0.952760092,0.324025,-0.418707,1.342243
129884.128704042,0.297825177,-0.052254184,-0.030319838,0.952706947,0.322669,-0.418923,1.342435
129884.131204042,0.297894624,-0.052673344,-0.031141181,0.952636218,0.321336,-0.419156,1.342622
129884.133704042,0.297940929,-0.053145698,-0.031941510,0.952568348,0.319982,-0.419355,1.342818
129884.136204042,0.298070830,-0.053470070,-0.032703057,0.952483873,0.318643,-0.419590,1.343020
129884.138704042,0.297996803,-0.054078544,-0.033750050,0.952435895,0.317349,-0.419794,1.343187
129884.141204042,0.298047995,-0.054384523,-0.034392179,0.952379202,0.315953,-0.419980,1.343393
129884.143704042,0.298202357,-0.054799253,-0.035172340,0.952279219,0.314645,-0.420183,1.343577
129884.146204042,0.298255949,-0.055137672,-0.036051408,0.952209586,0.313316,-0.420385,1.343784
129884.148704042,0.298309235,-0.055580232,-0.036872825,0.952135984,0.311977,-0.420585,1.343971
129884.151204042,0.298240445,-0.055944064,-0.037693491,0.952103663,0.310662,-0.420768,1.344139
129884.153704042,0.298348583,-0.056300171,-0.038506764,0.952016803,0.309345,-0.420947,1.344340
129884.156204042,0.298206897,-0.056654835,-0.039404581,0.952003019,0.308046,-0.421115,1.344513
129884.158704042,0.298289452,-0.056985582,-0.040218518,0.951923839,0.306732,-0.421306,1.344702
129884.161204042,0.298349655,-0.057222489,-0.040995432,0.951857416,0.305457,-0.421488,1.344900
129884.163704042,0.298304414,-0.057450258,-0.041877835,0.951819210,0.304137,-0.421648,1.345081
129884.166204042,0.298166923,-0.057796574,-0.042729653,0.951803498,0.302839,-0.421799,1.345244
129884.168704042,0.298125078,-0.058008513,-0.043477669,0.951770073,0.301540,-0.421953,1.345434
129884.171204042,0.297959072,-0.058132090,-0.044359945,0.951773844,0.300253,-0.422108,1.345597
129884.173704042,0.297842415,-0.058380753,-0.045208587,0.951755342,0.298978,-0.422257,1.345752
129884.176204042,0.297740777,-0.058513792,-0.045935946,0.951743685,0.297690,-0.422409,1.345928
129884.178704042,0.297594031,-0.058658947,-0.046899550,0.951733771,0.296390,-0.422541,1.346093
129884.181204042,0.297351270,-0.058882690,-0.047732765,0.951754497,0.295127,-0.422677,1.346248
129884.183704042,0.297181409,-0.058927795,-0.048614082,0.951760345,0.293881,-0.422815,1.346401
129884.186204042,0.297022839,-0.059137738,-0.049459829,0.951753011,0.292598,-0.422930,1.346563
129884.188704042,0.296872079,-0.059356931,-0.050279433,0.951743690,0.291343,-0.423055,1.346716
129884.191204042,0.296656113,-0.059380368,-0.051138126,0.951763606,0.290088,-0.423177,1.346865
129884.193704042,0.295492579,-0.058956308,-0.051990668,0.952106162,0.288795,-0.423306,1.347004
129884.196204042,0.295393040,-0.059062811,-0.052828207,0.952084162,0.287563,-0.423428,1.347151
129884.198704042,0.295103203,-0.059183213,-0.053746698,0.952114952,0.286327,-0.423531,1.347305
129884.201204042,0.294972669,-0.059307860,-0.054693211,0.952093837,0.285105,-0.423635,1.347440
129884.203704042,0.294789776,-0.059447071,-0.055573400,0.952091203,0.283868,-0.423743,1.347581
129884.206204042,0.294452827,-0.059634709,-0.056528929,0.952127375,0.282659,-0.423831,1.347720
129884.208704042,0.294436523,-0.059661554,-0.057409189,0.952077870,0.281451,-0.423928,1.347855
129884.211204042,0.294209789,-0.059802201,-0.058333981,0.952082691,0.280205,-0.424020,1.348012
129884.213704042,0.294005073,-0.059961904,-0.059244651,0.952079165,0.279029,-0.424101,1.348132
129884.216204042,0.293887774,-0.060032072,-0.060185296,0.952052437,0.277801,-0.424193,1.348278
129884.218704042,0.293838237,-0.060227214,-0.061104999,0.951996375,0.276618,-0.424287,1.348419
129884.221204042,0.293593660,-0.060473462,-0.062192729,0.951986394,0.275459,-0.424371,1.348557
129884.223704042,0.293601495,-0.060528816,-0.062978289,0.951928873,0.274224,-0.424425,1.348702
129884.226204042,0.293374195,-0.060695571,-0.063921519,0.951925146,0.273048,-0.424493,1.348830
129884.228704042,0.293257020,-0.060798414,-0.064818416,0.951894364,0.271853,-0.424554,1.348966
129884.231204042,0.293227344,-0.060991914,-0.065784717,0.951824040,0.270666,-0.424620,1.349099
129884.233704042,0.293122047,-0.061213264,-0.066756181,0.951775377,0.269511,-0.424676,1.349226
129884.236204042,0.293146563,-0.061340990,-0.067662803,0.951695542,0.268333,-0.424729,1.349382
129884.238704042,0.293785822,-0.062036685,-0.068669816,0.951380733,0.267161,-0.424755,1.349524
129884.241204042,0.293115171,-0.061654647,-0.069503213,0.951552494,0.265987,-0.424814,1.349630
129884.243704042,0.293039530,-0.061861884,-0.070432151,0.951494193,0.264799,-0.424847,1.349779
129884.246204042,0.293180711,-0.062117733,-0.071377836,0.951363031,0.263646,-0.424902,1.349895
129884.248704042,0.293107771,-0.062285228,-0.072346931,0.951301026,0.262464,-0.424931,1.350035
129884.251204042,0.293183907,-0.062565508,-0.073251088,0.951190329,0.261333,-0.424960,1.350155
129884.253704042,0.293279350,-0.062725561,-0.074137165,0.951081836,0.260155,-0.424982,1.350277
129884.256204042,0.293753387,-0.062753852,-0.074654611,0.950892575,0.258975,-0.424963,1.350426
129884.258704042,0.293119162,-0.063038343,-0.075965717,0.950965982,0.257847,-0.425008,1.350505
129884.261204042,0.293344827,-0.063198036,-0.076809857,0.950817785,0.256688,-0.425027,1.350636
